Year,S002
1832,0.0805741561072765
1833,0.049495553037327
1834,0.0886315717180041
1835,0.0587040280210157
1836,0.123163352906837
1837,0.1519398372308643
1838,0.2256076371003742
1839,0.1841694996737749
1840,0.2267586964733353
1841,0.2923690807321177
1842,0.2336650527111019
1843,0.1323718278905257
1844,0.086329452972082
1845,0.1335228872634868
1846,0.1553930153497476
1847,0.1151059372961093
1848,0.4431578585900209
1849,0.4155324336389547
1850,0.5409979052917138
1851,0.5317894303080251
1852,1.0497661481405172
1853,1.0002705951031898
1854,1.5412685003949038
1855,1.7242869406957178
1856,1.30530132893788
1857,1.604576765907764
1858,1.6471659627073243
1859,1.4940750661034992
1860,1.4296157412176778
1861,1.3778180694344286
1862,1.2281803509494866
1863,0.826460629786065
1864,0.9427176264551352
1865,0.877107242196353
1866,1.2684674290031248
1867,1.7956526218193056
1868,2.029317674530408
1869,2.9064249167267606
1870,4.468412485834964
1871,4.158777514508429
1872,4.856319494522852
1873,4.344098073555166
1874,3.396776209608186
1875,2.9328992823048656
1876,3.0710264070601965
1877,3.471595068850657
1878,4.41085951718691
1879,4.090865011503725
1880,4.699775419800144
1881,8.699706740839941
1882,8.492516053706947
1883,7.0859214999484905
1884,6.608231860169637
1885,5.32595171869098
1886,5.314441124961368
1887,9.07264997767934
1888,8.989773702826138
1889,9.58141822052814
1890,12.142525325366574
1891,11.44498334535215
1892,11.501385254627245
1893,11.93878781635246
1894,10.59204834998798
1895,11.41160262353628
1896,14.21328113732358
1897,14.292704234057895
1898,13.659621578929292
1899,15.334412966587683
1900,16.656980186119977
1901,17.265890594416398
1902,21.07757288554652
1903,22.571340269908312
1904,20.07829401462861
1905,20.60368806016277
1906,23.92088183784897
1907,26.619964973730298
1908,20.737612032553823
1909,23.87967446172865
1910,26.990831358813228
1911,25.23951787369939
1912,28.711239311836813
1913,29.91655506335634
1914,24.322653755022152
1915,22.612547646028634
1916,29.11301122900999
1917,32.90408983207994
1918,34.51117750077264
1919,35.81951169259297
1920,42.28906974348409
1921,32.471412382816524
1922,37.90048418666941
1923,50.283300710827234
1924,45.38992479653857
1925,55.104563716905325
1926,55.42392088183784
1927,53.16781703925002
1928,53.99196456165652
1929,58.648398063253325
1930,50.53054496754919
1931,34.480271968682395
1932,22.39620892139693
1933,20.191614298959514
1934,24.178427938601008
1935,29.3293499536417
1936,38.27135057175235
1937,45.50324508086948
1938,34.95415679406613
1939,38.08591737921088
1940,45.678376429380855
1941,51.55042752652725
1942,33.11012671268157
1943,27.9489028536108
1944,35.38683424332955
1945,49.0882868033378
1946,70.70155557844853
1947,80.67374059956732
1948,85.80405892654787
1949,77.92314824353558
1950,85.53621098176575
1951,89.51272277737715
1952,87.77171113629339
1953,94.87998351704957
1954,92.68569073864222
1955,103.08025136499434
1956,109.9000721129082
1957,111.50715978160092
1958,100.0
1959,105.696919748635
1960,112.14587411146591
1961,111.54836715772122
1962,121.56175955496032
1963,127.63984753270836
1964,142.84536932110845
1965,167.51828577315337
1966,187.63778716390232
1967,185.3301741011641
1968,193.79828989389105
1969,208.8080766457196
1970,206.44895436283096
1971,206.15020088595853
1972,225.9400432677449
1973,258.76171834758424
1974,260.2863912640363
1975,235.43834346347995
1976,245.85350777789225
1977,273.69939219120226
1978,314.73163696301634
1979,347.3987843824045
1980,345.7401874935613
1981,364.45863809621926
1982,347.841763675698
1983,343.14412279798074
1984,405.05820541877
1985,434.1403111156898
1986,418.29607499742457
1987,421.6132687751108
1988,442.3302771196044
1989,465.83908519625015
1990,471.5669104769754
1991,444.8954362830947
1992,456.588029257237
1993,502.42093334706914
1994,547.4193880704646
1995,606.7580096837333
1996,668.3939425157103
1997,745.2044916039972
1998,834.8305346657052
1999,919.0481096116206
2000,1008.2414752240652
2001,974.1938807046462
2002,894.2000618110642
2003,902.1530854022868
2004,961.8522715566088
2005,1030.1844030081386
2006,1111.3011229009992
2007,1186.7003193571647
2008,1179.3138971875967
2009,972.7207170083442
2010,1013.2687751107449
2011,1080.8909118506356
2012,1200.3078197986945
2013,1289.5638709222037
2014,1373.0842436321168
2015,1458.3894323802608
2016,1457.0074588334176
2017,1521.7020759974157
2018,1609.6503152092062
2019,1660.5130194765168
2020,1587.918761986444
2021,1730.8876938277676
2022,1836.4487728488768
2023,1851.6262367142103
2024,1907.355414313619
2025,1944.247207471663
2026,1975.223622869463
