Year,S214
1946,36965000.0
1947,44009000.0
1948,48293000.0
1949,44726000.0
1950,54496000.0
1951,63776000.0
1952,64520000.0
1953,65519000.0
1954,62914000.0
1955,70920000.0
1956,78744000.0
1957,80560000.0
1958,80047000.0
1959,88304000.0
1960,91334000.0
1961,94818000.0
1962,100327000.0
1963,106340000.0
1964,112960000.0
1965,126341000.0
1966,141019000.0
1967,151581000.0
1968,164433000.0
1969,184583000.0
1970,190401642.0
1971,199091682.0
1972,223847520.0
1973,262566242.0
1974,312096928.0
1975,317718545.0
1976,350644363.0
1977,396032639.0
1978,442652820.0
1979,503033064.0
1980,534806547.0
1981,588219956.0
1982,581241455.0
1983,599445162.0
1984,664243060.0
1985,714722928.0
1986,732587518.0
1987,829272682.0
1988,845783686.0
1989,879318508.0
1990,893586141.0
1991,883913179.0
1992,915412953.0
1993,947287758.0
1994,1125766128.0
1995,1045010082.0
1996,1079396261.0
1997,1114311184.0
1998,1139210381.0
1999,1198184825.0
2000,1271967443.0
2001,1208206944.0
2002,1221112550.0
2003,1267289489.0
2004,1386128237.0
2005,1505452196.0
2006,1612997968.0
2007,1655695450.0
2008,1619270780.0
2009,1473962805.0
2010,1544085221.0
2011,1652538308.0
