Year,S091
1961,9.824561403508772
1962,17.57188498402555
1963,23.64130434782608
1964,37.80219780219782
1965,24.401913875598076
1966,36.28205128205129
1967,40.45155221072434
1968,31.07836570663096
1969,24.27184466019417
1970,24.38322368421052
1971,35.53719008264462
1972,56.09756097560977
1973,103.125
1974,52.30769230769231
1975,181.8181818181818
1976,273.1182795698925
1977,260.18251681075884
1978,177.54367248966528
1979,190.3906212463364
1980,109.43430566356162
1981,186.0870595670722
1982,177.5773274164731
1983,403.3386789336921
1984,552.6346476924597
1985,423.3177115116422
1986,89.9158951426845
1987,238.3212935397152
1988,326.8740861003674
1989,5379.547855066056
1990,760.4032378675395
1991,84.57373014097114
1992,23.52399195014912
1993,20.67131219943076
1994,11.30257173531134
1995,5.09144921745643
1996,6.804989770215372
1997,15.830326708185298
1998,9.2258333076381
1999,3.598482451011346
2000,-2.73208791671929
2001,2.2047198307177456
2002,94.97601759730132
2003,-2.460611717354703
2004,6.7907445006322895
2005,0.150024666330697
2006,-0.9252440487078812
2007,14.902456737958518
2008,8.962562013098479
2009,26.848091898092687
2010,31.438395895738037
2011,36.99877140514971
2012,39.97445699947348
