Year,S074
1949,0.0307602530390706
1950,0.0301582660637622
1951,0.029526075564812
1952,0.0289581664896487
1953,0.0283239395017364
1954,0.0276032063383312
1955,0.0268889336250018
1956,0.0262001140513748
1957,0.0256550339704552
1958,0.0253320633352733
1959,0.0251678749934883
1960,0.0250305814892429
1961,0.024911599086974
1962,0.0247701548423048
1963,0.0245151156352174
1964,0.0240899116282482
1965,0.0234760898262662
1966,0.0227517553063244
1967,0.0219334031245875
1968,0.021020208156056
1969,0.0199108651766111
1970,0.0185922179294811
1971,0.0170755062355129
1972,0.0154043006365884
1973,0.0136710074667718
1974,0.0120940370435289
1975,0.0108851898048173
1976,0.0100522218933206
1977,0.0094630244745649
1978,0.0091200475987246
1979,0.0090542376839294
1980,0.0092638749230934
1981,0.0096831471263619
1982,0.0102401043580367
1983,0.0107765910754187
1984,0.0112236930972032
1985,0.0115415417668993
1986,0.0117078392645019
1987,0.0117445683679536
1988,0.0117526084591785
1989,0.011824411449709
1990,0.0120763663853296
1991,0.0124615314570649
1992,0.0129303984952924
1993,0.0134371939703308
1994,0.014108212414226
1995,0.0150170952319576
1996,0.0161448549481229
1997,0.0173211597190996
1998,0.0182889740410908
1999,0.0187993039750917
2000,0.0187850571263553
2001,0.0182676530152909
2002,0.0174249047371685
2003,0.0163389798927039
2004,0.0150707854400329
2005,0.0137927951879275
2006,0.0126331149587349
2007,0.0116149152746136
2008,0.010703565688155
2009,0.0098481548307079
2010,0.0090245199960424
2011,0.0081884722151052
