Year,S072
1949,0.0107419975301699
1950,0.0095908291546637
1951,0.0084826442947628
1952,0.0073019853143104
1953,0.0060247541355892
1954,0.0047623278735353
1955,0.0037173647697972
1956,0.0029477474928502
1957,0.0023423221484702
1958,0.0019294679413111
1959,0.0017473315059083
1960,0.0017849757713265
1961,0.001984747820482
1962,0.0023963324336337
1963,0.0030098058742514
1964,0.0037724029445092
1965,0.0045869934392737
1966,0.0053361886525666
1967,0.0058110325543323
1968,0.0059210232889051
1969,0.0056496369260327
1970,0.0050105944402038
1971,0.0041216219980526
1972,0.0032195781005402
1973,0.002367901190719
1974,0.0015914601255314
1975,0.0008939190734975
1976,0.0003865544755158
1977,-3.23317730869309e-05
1978,-0.0004249842080415
1979,-0.0008595877529813
1980,-0.0013795468864054
1981,-0.0019066152768861
1982,-0.0022618731025949
1983,-0.0024476608538282
1984,-0.0024084694878573
1985,-0.0021800427437169
1986,-0.0019166907871485
1987,-0.0017210348333233
1988,-0.0015900064613043
1989,-0.0015156780064282
1990,-0.0015371382034268
1991,-0.0016956779867575
1992,-0.0019314589699694
1993,-0.0021722418189867
1994,-0.0023068289666276
1995,-0.0022240371139199
1996,-0.0019298311691378
1997,-0.0014669632932334
1998,-0.0009960558112642
1999,-0.0007186250705968
2000,-0.0007064741881326
2001,-0.0009826339779105
2002,-0.0014615742752829
2003,-0.0020202633844714
2004,-0.0025642874240403
2005,-0.0029670896338844
2006,-0.0032531404603908
2007,-0.0035619025353924
2008,-0.0041195216613512
2009,-0.0049266484488874
2010,-0.0058495759362118
2011,-0.0067300928284209
