Year,S053
1857,5.766368745134619
1858,6.317011935540808
1859,5.864615913564621
1860,5.889009840721009
1861,6.449360642359416
1862,4.808517119470567
1863,3.249975621969216
1864,2.2706986956663204
1865,2.956492034650022
1866,3.3232839333294417
1867,3.5428242038999955
1868,3.594159937605683
1869,3.920997022809256
1870,4.30922382461417
1871,4.425937824007493
1872,4.128291753744343
1873,4.241977633099959
1874,4.2457773682950215
1875,4.200292634765505
1876,4.2646733463830016
1877,4.430000615031367
1878,5.085328526151286
1879,4.806750525946704
1880,4.048762464774123
1881,3.651271002953388
1882,3.524095095830148
1883,3.793924149904212
1884,4.061551389927216
1885,4.228684528877532
1886,4.0906073349543215
1887,4.00776785156804
1888,3.889177660222921
1889,3.976676047214303
1890,4.060166464043623
1891,4.270103947961517
1892,4.435993198121783
1893,4.44057154429651
1894,4.681262133110645
1895,4.424465076458816
1896,4.70502118229144
1897,4.442337075731036
1898,4.18496614215174
1899,3.735274914539694
1900,3.533064221329411
1901,3.581887359169916
1902,3.436493803440408
1903,3.6348693311930593
1904,3.658905110728528
1905,3.583840165798396
1906,3.577263557323899
1907,3.609899689237943
1908,3.7009440680037216
1909,3.3613959718735784
1910,3.367075134499704
1911,3.68378388202703
1912,3.4938278975095813
1913,3.616949509678247
1914,3.7255518920971538
1915,3.7313300016658366
1916,2.938187146736712
1917,2.2716585612025995
1918,2.209026517443034
1919,2.115481991082332
1920,2.08062431256392
1921,3.172483239667041
1922,2.817711605360562
1923,2.826843626976605
1924,2.8590280520532687
1925,2.6750760121888355
1926,2.6890472432503114
1927,2.711896339349177
1928,2.711967833266685
1929,2.9279303645936623
1930,3.056844583333333
1931,3.564697219154361
1932,4.452355599950133
1933,3.98280772015567
1934,3.173475455672937
1935,2.673368526207556
1936,2.2769684676378388
1937,2.1464000798531933
1938,2.308492413117964
1939,2.2173040908544235
1940,2.0552095464749267
1941,1.8003304645072784
1942,1.6297628281973535
1943,1.492388165318339
1944,1.4869215420021549
1945,1.406512157864423
1946,1.19000211180499
1947,1.0
1948,0.9978397984637192
1949,0.990285782510067
1950,0.9386973180076628
1951,0.9198590458401082
1952,0.9788529657332046
1953,1.0727969348659003
1954,0.9702421362299164
1955,1.0211730092292606
1956,1.0854553057787724
1957,1.221832120905768
1958,1.1741461502472086
1959,1.3537375244644845
1960,1.363009699289584
1961,1.3444653496393852
1962,1.3382838997559858
1963,1.320998302170293
1964,1.3618406686121538
1965,1.3621078811163825
1966,1.5061939539613571
1967,1.6148775894538607
1968,1.767103828416514
1969,1.934392588741921
1970,2.13454081040288
1971,1.901284740036664
1972,1.7743840314549342
1973,1.6187866331734797
1974,1.56859198070417
1975,1.4793697405929025
1976,1.35037856498372
1977,1.2094804218744275
1978,1.222380010246821
1979,1.1976246493455571
1980,1.3013591241731763
1981,1.4151841172701476
1982,1.3496881579119429
1983,1.1632852268772662
1984,1.1995986419142064
1985,1.0783256569654165
1986,0.8810650768344185
1987,0.8930564160866319
1988,0.8890182900750985
1989,0.8077692211711831
1990,0.7843418150864684
1991,0.7367885010216237
1992,0.6797762144876225
1993,0.5943257049985168
1994,0.6470766852201066
1995,0.59572317251333
1996,0.5648664253891731
1997,0.5568716612624607
1998,0.5137619920747938
1999,0.5498124406379817
2000,0.562021875297566
2001,0.5163568147514267
2002,0.4845194062649733
2003,0.4018449839219993
2004,0.3756189136118729
2005,0.3252116778856315
2006,0.3321906312938398
2007,0.3152848999682541
2008,0.290629191069946
2009,0.3005859653252231
2010,0.2617756367982809
2011,0.2258265923465686
