Year,S067
1948,2232.42770657033
1949,2227.00127272133
1950,2341.77276234567
1951,2489.6560620475
1952,3245.38929479545
1953,3356.47068158375
1954,3575.50712568546
1955,3722.86729311166
1956,3829.53179468686
1957,3949.28954563791
1958,4273.30386315587
1959,4456.69821117758
1960,4625.19388751651
1961,4976.7808228899
1962,5428.56940550032
1963,5879.58180780421
1964,6331.90132848093
1965,6864.57591833993
1966,7150.19136861554
1967,7652.11320413202
1968,8240.76355461854
1969,8482.57239824609
1970,8808.89441954307
1971,9582.83757199402
1972,10530.8844819266
1973,11600.8341813058
1974,12247.4088897106
1975,12784.654758731
1976,13802.5957278645
1977,15061.7923623104
1978,16315.6252750584
1979,17516.901354776
1980,18369.880306714
1981,19366.099199411
1982,20006.2701898297
1983,21823.2093231734
1984,24273.1892482209
1985,26560.4663046396
1986,28088.7434865997
1987,28901.347349101
1988,30192.6784965767
1989,30618.1046105159
1990,30226.7244119516
1991,30067.2360027226
1992,30153.296124273
1993,30894.140866873
1994,32050.4898669271
1995,33780.6566694884
1996,35278.2377578522
1997,37055.921993881
1998,38981.9354557538
1999,40619.8696974915
2000,43263.0047060308
2001,44739.2961999248
2002,46557.0711637892
2003,48756.5012627124
2004,52938.4739587926
2005,57167.4256630056
2006,61469.6687534669
2007,66396.6001410621
2008,67374.419102063
2009,64762.2192523776
2010,66553.4248711733
