industry,S047-tpmr_1947,S047-tvr_1947,S047-qtpmtv_1947,S047-qtpoptv_1947,S047-qtpmtpop_1947,S047-tpmr_1958,S047-tvr_1958,S047-qtpmtv_1958,S047-qtpoptv_1958,S047-qtpmtpop_1958,S047-tpmr_1963,S047-tvr_1963,S047-qtpmtv_1963,S047-qtpoptv_1963,S047-qtpmtpop_1963,S047-tpmr_1967,S047-tvr_1967,S047-qtpmtv_1967,S047-qtpoptv_1967,S047-qtpmtpop_1967,S047-tpmr_1972,S047-tvr_1972,S047-qtpmtv_1972,S047-qtpoptv_1972,S047-qtpmtpop_1972
11,0.0098631,0.0052016,1.8961665641341128,0.9539372500768996,1.9877267230955256,0.0082813,0.004234,1.9559045819555976,1.0088568729333964,1.938733465995552,0.0080335,0.00386,2.081217616580311,1.028782383419689,2.022991110775352,0.006584,0.0034327,1.9180237131121276,1.0616133073091152,1.8067065473903736,0.0052677,0.0027108,1.943227091633466,1.0689095469971963,1.8179527885146327
12,0.0256778,0.0258051,0.9950668666271396,0.9119166366338436,1.0911818324756395,0.014683,0.0149366,0.9830215711741628,1.0117831367245558,0.9715733890925452,0.0137572,0.0138913,0.990346475851792,1.0167154981895143,0.9740645024250364,0.0126954,0.0128451,0.9883457505196536,1.014620361071537,0.974103998342656,0.0101075,0.0108131,0.9347458175731288,1.0135113889633869,0.9222844733192204
13,0.0045525,0.0036375,1.251546391752577,0.9306666666666666,1.344784804891738,0.0028265,0.0026299,1.0747556941328569,1.014068976006692,1.0598447635831865,0.0032249,0.0032133,1.003609995954315,1.0130395543522237,0.9906918161710494,0.0032831,0.0030697,1.069518193960322,1.017689024986155,1.0509282970550575,0.0034015,0.0034868,0.9755363083629688,1.0045313754732133,0.9711357277451036
14,0.0273453,0.0289375,0.944977969762419,0.8527827213822893,1.1081110651851491,0.0197763,0.0216023,0.915471963633502,0.9018993347930544,1.0150489398504343,0.0194986,0.0210294,0.9272066725631736,0.8691641226092993,1.066779735200788,0.0185175,0.0207829,0.890996925356904,0.8350903868083857,1.066946691557768,0.0172103,0.0197221,0.8726403374894155,0.8677118562424894,1.0056798592890828
15,0.0026872,0.0030544,0.8797799895233106,0.884003404924044,0.995222399170401,0.0025736,0.0026235,0.9809796073947018,0.9538402896893464,1.0284526854219949,0.002697,0.0027536,0.9794450900639164,0.9260967460778616,1.0576055840947414,0.0028291,0.0027099,1.043986862983874,0.9102180892283848,1.146963431444093,0.0028097,0.0030263,0.9284274526649704,0.9170604368370616,1.0123950563903
16,0.0131366,0.0146627,0.895919578249572,0.9206489937051155,0.9731391489866068,0.0106278,0.0134685,0.7890856442811004,0.9682741210973752,0.8149403429132289,0.0103992,0.0121957,0.8526939823052387,0.9602728830653426,0.8879704897875539,0.0096885,0.0110878,0.8737982286837784,0.9588196035282022,0.9113270373993528,0.0122995,0.0128871,0.9544040164195202,0.9620705977295124,0.9920311655630208
17,0.0013002,0.0015205,0.8551134495231832,0.9070042749095694,0.9427887752882316,0.0005675,0.0006949,0.8166642682400345,0.999856094402072,0.8167818077144502,0.0004097,0.0005332,0.7683795948987248,0.9923105776444112,0.7743337743337743,0.000418,0.0005177,0.8074174232180801,0.9237009851265212,0.8741112505227938,0.0002661,0.0003472,0.7664170506912443,0.9282834101382488,0.8256282966180578
18,0.004575,0.0051527,0.8878840219690648,0.887379432142372,1.0005686291663023,0.0044455,0.0047054,0.9447655884728184,0.919220470098185,1.0277899798857884,0.0043369,0.0047791,0.9074721181812476,0.8842250632964367,1.0262908798334045,0.0041536,0.004584,0.9061082024432808,0.8539485165794065,1.0610805977774942,0.0041664,0.0048322,0.8622159678821241,0.8744464219196225,0.9860134895278664
19,0.0017266,0.002055,0.8401946472019465,0.8992214111922141,0.934357919800855,0.001879,0.0017919,1.0486076231932586,0.9411797533344496,1.114141713608064,0.0019427,0.0019485,0.9970233512958686,0.915370798049782,1.0892016147118186,0.0021251,0.0020715,1.0258749698286267,0.8837074583635047,1.1608762154484868,0.0021316,0.0021547,0.9892792500116028,0.9079686267229776,1.0895522388059702
20,0.0118092,0.0113567,1.0398443209735222,0.9997622548803788,1.0400915976748284,0.0129986,0.0120408,1.0795462095541823,1.0604444887382898,1.0180129379885032,0.0127214,0.011845,1.0739890249050232,1.081587167581258,0.992975006634716,0.0124098,0.0118188,1.0500050766575286,1.1079551223474464,0.9476963962519188,0.0113498,0.0114476,0.9914567245536182,1.0884290156888778,0.9109061870480502
21,0.0039535,0.0039151,1.0098081785905852,0.9609716226916298,1.0508199771416422,0.0049709,0.0045074,1.102830900297289,1.0162843324311133,1.0851597974152989,0.0050283,0.0045957,1.094131470722632,1.0217812302804794,1.0708079560458283,0.0048769,0.0048156,1.0127294625799486,1.0250643741174517,0.9879666957032596,0.0045529,0.0046706,0.9747998115873764,1.0151800625187344,0.9602235579457978
22,0.0159799,0.0184241,0.8673368034259475,0.9558078820675096,0.9074384295197586,0.0172739,0.0194863,0.8864638233014989,0.9423287129932312,0.940716133424098,0.0174218,0.0193154,0.9019642357911304,0.9101545916729656,0.991001137656428,0.0178411,0.0192311,0.9277212431946168,0.89707297034491,1.0341647489812598,0.0169649,0.0189161,0.8968497734733903,0.913544546708888,0.9817252773325156
23,0.0111717,0.0101169,1.1042611867271594,1.0672241496901225,1.0347040844679078,0.0142758,0.0109693,1.3014321788992915,1.1571020940260546,1.1247340970329167,0.0155628,0.0113304,1.3735437407328956,1.21704441149474,1.1285896617740905,0.0157938,0.0119212,1.3248498473308057,1.2639247726738918,1.0482030861124938,0.0137782,0.0114568,1.202622023601704,1.2302999092242162,0.9775031393443204
24,0.0035506,0.0031477,1.1279982209232138,1.0414270737363789,1.0831274213721362,0.0052743,0.0039606,1.3316921678533555,1.12573852446599,1.1829498048714844,0.0060135,0.0044663,1.346416496876609,1.1594608512639095,1.1612436033600464,0.0061368,0.0050684,1.2107963065267149,1.2070081287980428,1.003138485680659,0.0055427,0.0051159,1.0834261811216015,1.178502316307981,0.9193246089797814
25,0.0075349,0.0064799,1.1628111544931248,0.9687186530656338,1.2003600331357929,0.0085154,0.0060477,1.4080394199447723,1.0089290143360286,1.3955782814625433,0.0090216,0.0068261,1.321633143376159,1.0024757914475324,1.318369136343709,0.0095012,0.0073099,1.2997715427023624,0.9923528365641116,1.3097877033360903,0.0098295,0.0079446,1.2372554942980138,0.9843163910077286,1.2569693094629155
26,0.0032259,0.0023619,1.3658071891273973,1.029002074600957,1.3273123765635286,0.0025049,0.0019654,1.2744988297547573,1.0265085987585223,1.2415861214374224,0.0025682,0.0020101,1.2776478782150142,1.0236306651410378,1.2481531881804042,0.0023051,0.0019711,1.169448531276952,1.0292729947744914,1.136188880126183,0.0020652,0.0018099,1.141057516989889,1.0302226642355932,1.107583395902607
27,0.0195105,0.0144675,1.3485743908761016,1.4872023500950406,0.9067860811206492,0.023441,0.014639,1.6012705785914338,1.2858733520049186,1.2452786085773937,0.0219073,0.0132154,1.6577099444587375,1.343077016208363,1.2342627596581277,0.0203217,0.0117201,1.7339186525712238,1.395278197285006,1.242704613277237,0.0179475,0.010792,1.6630374351371389,1.363723128243143,1.2194831932487618
28,0.0086225,0.0082924,1.0398075346100044,0.9054435386619072,1.148395775341955,0.009049,0.0076425,1.1840366372260385,0.9827019954203468,1.2048786333435415,0.0098881,0.0084099,1.1757690341145557,0.9861829510457912,1.1922423043997252,0.0104589,0.0092824,1.1267452383004397,0.9902180470567956,1.137875886679142,0.0117928,0.0108922,1.0826830208773253,0.9947668974128276,1.0883786178381571
29,0.0028136,0.0023657,1.1893308534471825,0.955573403221034,1.2446253207113154,0.0012195,0.0010507,1.1606548015608644,0.9853431045969356,1.1779194436395248,0.0009807,0.0009149,1.0719204284621269,0.969504863919554,1.1056369785794813,0.0008304,0.0007478,1.11045734153517,0.9515913345814389,1.166947723440135,0.0006055,0.0005689,1.0643346809632626,0.9989453330989628,1.0654583846559915
30,0.0064779,0.0072665,0.8914745751049336,0.8776852680107341,1.0157109929912038,0.0042439,0.0044124,0.9618121657148035,0.8875215302329796,1.0837057276371902,0.0036508,0.004017,0.908837440876276,0.8456808563604681,1.0746813458538165,0.0034095,0.0037994,0.8973785334526505,0.8077327999157761,1.110984391801623,0.0025817,0.0029913,0.8630695684150704,0.8464212884030354,1.019669023263162
31,0.0028052,0.0034897,0.8038513339255523,0.9259535203599164,0.8681335685327887,0.0029796,0.0026254,1.1349127751961603,1.0061323988725528,1.1279954571266324,0.0030716,0.0028237,1.0877926125296595,1.00315189290647,1.0843747793546563,0.0030039,0.0028159,1.0667637345076173,1.0112219894172378,1.0549253731343282,0.0032045,0.0031539,1.0160436285234156,1.0020292336472305,1.013986013986014
32,0.0073029,0.0081806,0.8927095812043127,0.980148155392025,0.9107904517223318,0.0101684,0.0093204,1.0909832196043088,1.0386356808720656,1.050400289241258,0.0099611,0.0094855,1.0501396868905173,1.0490959886142008,1.0009948548918723,0.0086603,0.0089056,0.972455533596838,1.049204994610133,0.9268498897664762,0.0087741,0.0090792,0.9663957176843774,1.0278218345228654,0.9402366103002636
33,0.0277343,0.0329928,0.8406167406221963,1.1069627312625785,0.7593902819685777,0.0266159,0.0269118,0.9890048231630736,1.085007320208979,0.9115190328601518,0.025929,0.0251456,1.0311545558666326,1.0986017434461697,0.9386063348416288,0.0247943,0.0252359,0.9825011194369924,1.1119952131685416,0.8835479755685584,0.0212468,0.0231134,0.9192416520286932,1.0967144600102106,0.8381777441141197
34,0.0137611,0.0134256,1.0249895721606483,0.9587355499940412,1.069105627893968,0.012459,0.0121692,1.0238142195049798,1.0261479801465996,0.9977257075131734,0.0139776,0.0134995,1.0354161265232047,1.0306455794659062,1.0046286979271482,0.0151608,0.0143621,1.0556116445366626,1.039123805014587,1.0158670597694988,0.0137358,0.0151028,0.9094869825462828,1.034126122308446,0.8794739470617612
35,0.0021408,0.0023005,0.930580308628559,1.0462942838513365,0.8894058994599087,0.0028861,0.0028452,1.0143750878672853,1.012512301419935,1.0018397667314634,0.0025955,0.0025655,1.0116936269732997,1.0081075813681544,1.0035572052739434,0.0027211,0.0026836,1.013973766582203,1.0117752273066032,1.0021729522687095,0.0027842,0.0029715,0.9369678613494868,1.0052498738011104,0.9320745873924544
36,0.0091201,0.0086477,1.0546272419255989,0.9486106132266384,1.1117599015030537,0.0101874,0.0102795,0.9910404202539032,0.95905442871735,1.0333515915038645,0.0088737,0.0092031,0.964207712618574,0.9391835359824408,1.0266446074461435,0.0094001,0.0100216,0.9379839546579388,0.919244432026822,1.0203857885652878,0.0087584,0.0100768,0.8691648142267385,0.919994442680216,0.9447500701141242
37,0.0048365,0.0050043,0.9664688368003516,0.9546789760805708,1.012349555206698,0.0046179,0.0050956,0.9062524530967896,0.9747429154564724,0.929734844671727,0.0048251,0.0055643,0.867153101018996,0.9321208417950146,0.9303011606832992,0.0070769,0.0072312,0.9786619095032636,0.9197643544639892,1.0640354833859569,0.0064393,0.0072284,0.8908333794477339,0.9243539372475236,0.963736230842912
38,0.0064067,0.0077279,0.8290350548014338,0.8863080526404327,0.9353802578365672,0.007681,0.0070047,1.0965494596485217,0.965508872614102,1.135721784388816,0.0080847,0.0074211,1.089420705825282,0.9445634744175392,1.1533589169293978,0.008659,0.0079383,1.090787700137309,0.9216834838693424,1.1834731979334665,0.0081405,0.0083237,0.9779905570839892,0.9235676441966914,1.0589268292682927
39,0.0020277,0.0023671,0.8566178023742131,0.9251404672383928,0.9259326909904562,0.002714,0.0024346,1.114762178591966,0.9565842438182864,1.1653570355103269,0.0022458,0.0021909,1.025058195262221,0.9387466338034596,1.0919434044829095,0.0025977,0.0024918,1.0424993980255235,0.9286459587446824,1.1226015557476232,0.0030872,0.0029785,1.0364948799731408,0.942789994963908,1.0993910473273745
40,0.0035345,0.0037911,0.932315159188626,0.9424705230671836,0.98922474111391,0.0032152,0.0031558,1.0188224855821029,0.9645097914950252,1.0563111899599185,0.0030673,0.0033956,0.9033160560725644,0.9206031334668394,0.9812220089571336,0.0035559,0.0036199,0.982319953589878,0.9052460012707534,1.085141444658061,0.0031858,0.0031693,1.0052061969520083,0.9165115325150665,1.096774193548387
41,0.0039428,0.0040551,0.9723064782619416,0.9395082735320954,1.0349099690272454,0.0039738,0.0036104,1.1006536671836915,0.9711666297363172,1.13333143199384,0.0039732,0.0038314,1.037009970245863,0.9441979433105392,1.098297213622291,0.0045218,0.0042872,1.0547210300429186,0.9185015861168128,1.148306160800447,0.0045127,0.0044936,1.0042504895851876,0.914745415702332,1.0978469772533754
42,0.0014073,0.001462,0.9625854993160056,0.890766073871409,1.0806265837364664,0.0012484,0.0012797,0.975541142455263,0.9349847620536064,1.0433765148349352,0.0014896,0.0015024,0.9914802981895632,0.9006922257720978,1.100798108187999,0.0018274,0.0018285,0.999398414000547,0.8633852884878315,1.157534680433268,0.0016084,0.0017186,0.9358780402653324,0.8804259280809962,1.0629832793602538
43,0.0042217,0.0047995,0.8796124596312116,0.8969059277008021,0.9807187492740492,0.00426,0.0041088,1.0367990654205608,0.9536847741433022,1.0871506954191654,0.0048402,0.0051095,0.9472942557980232,0.902397494862511,1.0497527544027068,0.0061823,0.0064234,0.9624653610237568,0.8555282249276084,1.1249954507406197,0.0040912,0.0048356,0.8460584001985275,0.8789602117627596,0.9625673481871868
44,0.00452,0.0044726,1.010597862540804,0.8836023789294817,1.1437246963562753,0.003115,0.0031027,1.0039642891674994,0.9381828729815967,1.0701157717544405,0.0034253,0.0034277,0.9992998220381012,0.902500218805613,1.1072571520930985,0.0039626,0.0038958,1.0171466707736536,0.875814980235125,1.16137162954279,0.0033568,0.0032985,1.0176747006214946,0.9050780657874792,1.124405439807061
45,0.0044797,0.0045523,0.984052017661402,0.8948004305515893,1.099744685029705,0.004521,0.004238,1.066776781500708,0.9545776309579992,1.117538005190953,0.0050095,0.0046695,1.0728129350037476,0.926780169182996,1.1575700157130973,0.0055945,0.0054768,1.021490651475314,0.898681711948583,1.1366545439769191,0.0046625,0.0049765,0.9369034461971264,0.9099768913895308,1.0295903720878876
46,0.0009749,0.0020255,0.4813132559861762,0.8120957788200445,0.5926804061037145,0.0020523,0.0026296,0.7804609066017645,0.8754943717675692,0.8914516549387542,0.0022897,0.0031364,0.7300408111210305,0.8315903583726566,0.8778851315083198,0.0030971,0.003794,0.8163152345809173,0.8024512387981022,1.0172770569880112,0.0025538,0.0034123,0.74841016323301,0.8409284060604285,0.8899808328977175
47,0.0016061,0.0022575,0.7114507198228129,0.8435880398671097,0.8433627389203948,0.002924,0.0026287,1.112336896564842,0.9074067029330088,1.2258416132142709,0.003944,0.004037,0.9769630914045082,0.8426306663363885,1.1594202898550725,0.0046915,0.0046938,0.9995099919042142,0.8418552132600452,1.1872706567126408,0.0045928,0.004838,0.9493178999586606,0.8768292682926829,1.0826713184507673
48,0.0028971,0.0028139,1.0295675041756993,0.9251927929208572,1.112814012445264,0.0026664,0.0023999,1.1110462935955665,0.9784991041293388,1.135459694246902,0.0030132,0.0026904,1.1199821587867975,0.9531668153434434,1.1750116986429575,0.0034787,0.0030387,1.1447987626287557,0.9325369401388752,1.227617602427921,0.0048643,0.0041936,1.1599341854254104,0.9281047310186952,1.2497880321677244
49,0.006041,0.0060852,0.9927364753828964,0.929977650693486,1.0674842289409978,0.0065323,0.005888,1.1094259510869566,0.9411175271739132,1.1788389006189883,0.0062936,0.0061675,1.0204458856911227,0.904353465747872,1.128370625358577,0.0072911,0.0070605,1.0326605764464274,0.8722186813965017,1.1839468684539565,0.0059588,0.006407,0.9300452629936008,0.8966286873731856,1.0372691350288092
50,0.00534,0.0046268,1.1541454136768392,0.9486037866343908,1.216678058783322,0.0047609,0.0043349,1.0982721631410184,0.964013010680754,1.1392711000502524,0.0045285,0.004358,1.039123451124369,0.94176227627352,1.1033819014667905,0.0042777,0.0042529,1.0058313151026357,0.9122245996849208,1.102613671512527,0.0038152,0.0038515,0.990575100610152,0.914968194210048,1.082633371169126
51,0.0027328,0.0024769,1.1033146271549112,0.919980620937462,1.1992802913942162,0.002997,0.0025651,1.1683755019297497,0.949553623640404,1.2304470993964776,0.0030532,0.002911,1.0488491927172792,0.9183442116111302,1.1421090038529158,0.0031166,0.0030672,1.0161058946270214,0.8760758998435055,1.1598377432920248,0.0031615,0.0031697,0.9974130043852728,0.8954159699656118,1.11391022479036
52,0.0051432,0.0071765,0.7166724726538006,0.8583710722497039,0.8349215110144316,0.0078121,0.0081184,0.9622708908159244,0.8947822230981475,1.0754246854436826,0.0128428,0.0115585,1.1111130336981443,0.8492884024743697,1.308287067692151,0.0131698,0.0127036,1.036698258761296,0.819681035297081,1.2647581365421738,0.0102707,0.0106526,0.9641495972814148,0.8649249948369412,1.1147204706035578
53,0.0014166,0.0023392,0.6055916552667578,0.8547366621067032,0.7085125537661299,0.0033325,0.0028018,1.1894139481761723,0.9186594332215005,1.2947278449046191,0.0041825,0.0036697,1.1397389432378666,0.9066136196419324,1.2571385632702132,0.0060515,0.0055359,1.0931375205476976,0.8861431745515636,1.2335901826484017,0.004816,0.0048143,1.000353114679185,0.9231664000997032,1.083610836108361
54,0.0022081,0.0021892,1.008633290699799,0.9065868810524392,1.1125610923565277,0.0018911,0.0019459,0.9718382239580656,0.9268204943727838,1.0485722206820072,0.0020819,0.001993,1.044606121424987,0.8976417461113899,1.1637227501397427,0.0022062,0.0021416,1.0301643630930146,0.8763074336944341,1.1755741461075293,0.0024518,0.0024876,0.9856086187489952,0.886798520662486,1.1114233907524933
55,0.030277,0.032331,0.9364696421391234,0.930271256688627,1.0066629871727522,0.0315279,0.028549,1.1043434095765174,0.9934218361413708,1.1116560653286884,0.0430889,0.0385131,1.1188115212745793,0.9516891655047244,1.1756060296023465,0.0351988,0.0332113,1.0598440892106,0.9392074384321,1.1284451611455393,0.0371945,0.0359076,1.035839209526674,0.9280987868863416,1.1160872357152716
56,0.003583,0.0051429,0.6966886387057886,0.9926500612494896,0.7018471724354077,0.0166673,0.0175412,0.9501801473103322,0.8891238911819032,1.068670133300847,0.0148585,0.0152311,0.9755368949058176,0.8627741922776425,1.1306978159957386,0.0174972,0.0191814,0.9121961900591198,0.8151646907942068,1.1190330007674598,0.009735,0.0108243,0.8993653169258059,0.8856646619180917,1.0154693481594292
57,0.0059829,0.0072132,0.8294376975544835,0.9697637664282148,0.8552987090963675,0.0050217,0.0058488,0.8585863766926548,0.9468950895910272,0.906738651547434,0.0050898,0.0061874,0.822607234056308,0.8958043766363901,0.9182889205621808,0.0061013,0.0072053,0.8467794540130181,0.8597004982443479,0.9849702957510008,0.0072961,0.008974,0.8130265210608425,0.8639068419879653,0.9411043894385182
58,0.0032011,0.0036627,0.8739727523411691,0.864253146585852,1.011246248617912,0.0042367,0.0034734,1.2197558588126909,0.9251166004491276,1.3184887810039525,0.0039597,0.0038372,1.0319243198165329,0.8935942875013031,1.1548018314911488,0.0043199,0.0041938,1.0300681959082454,0.865873432209452,1.1896290584639109,0.0039973,0.004063,0.9838296825006152,0.8763475264582822,1.122647868336797
59,0.0016101,0.0018393,0.8753873756320338,0.8933833523623117,0.9798563777994156,0.0019973,0.0017988,1.1103513453413387,0.9569713142094732,1.1602765191123503,0.0024371,0.0019494,1.2501795424233098,0.9428029137170412,1.3260242668262692,0.003558,0.0026323,1.35166964251795,0.9153212019906544,1.4767161949032954,0.0037354,0.0027694,1.3488120170434028,0.946919910449917,1.424420378279439
60,0.0079373,0.0082086,0.9669492970786736,0.8525814389786323,1.134143030649425,0.0069454,0.0068939,1.0074703723581715,0.9109212492203254,1.1059906366444792,0.0068822,0.0067212,1.0239540558233649,0.8851544367077308,1.156808364009211,0.0067844,0.0066569,1.0191530592317746,0.8614219832053959,1.18310546875,0.0068454,0.0070298,0.9737688127684998,0.8960283365102847,1.0867611805235835
61,0.0557692,0.0781267,0.7138302270542594,1.228115356209849,0.5812403724494156,0.0461705,0.0581596,0.7938586235118537,1.1681132607514495,0.679607577608667,0.041542,0.0510984,0.8129804455716814,1.2358312589043885,0.6578409792712474,0.0420511,0.0505841,0.8313106292293428,1.2203637111266188,0.6811990733991026,0.0436932,0.0511282,0.8545812291455597,1.1510399349087197,0.7424427278566403
62,0.0091576,0.0156512,0.5851052954406052,1.122444285422204,0.5212778068717412,0.0140514,0.0121398,1.157465526614936,1.2037842468574442,0.9615224070563922,0.015984,0.0124859,1.280164025020223,1.3886944473365956,0.9218471546966108,0.017415,0.0136586,1.2750208659745508,1.4831388282840117,0.8596773556591106,0.019531,0.0154044,1.2678845005323154,1.4970268235049726,0.8469350586276279
63,0.0010322,0.0021993,0.4693311508207157,0.8684126767607875,0.5404471438295199,0.0021503,0.0019008,1.1312605218855218,1.0011574074074074,1.1299527062532844,0.0025226,0.0022464,1.1229522792022792,1.0517717236467237,1.0676768104287466,0.0026405,0.0025724,1.026473332296688,1.100839682786503,0.9324457941945052,0.002574,0.002577,0.9988358556461,1.0807916181606518,0.924170616113744
64,0.0155704,0.0161001,0.9670995832324024,1.6414183762833772,0.5891853029099028,0.0261783,0.0179329,1.4597917793552633,1.863217884447022,0.783478836018424,0.0296778,0.0199448,1.4879968713649674,2.0820414343588305,0.7146816805897043,0.0282035,0.0196741,1.4335344437610869,2.2695218586873094,0.6316460175405592,0.0308361,0.0227033,1.3582210515651911,2.062990842740924,0.6583747360510027
65,0.1507222,0.138021,1.092023677556314,0.8731903116192463,1.2506135982329698,0.1456817,0.169585,0.8590482648819175,0.8664439661526668,0.9914643051834168,0.1427601,0.1667779,0.8559893127326822,0.8220339745254017,1.0413064900716351,0.1458911,0.1628345,0.8959471119449502,0.8023760321062183,1.1166174911694582,0.1509003,0.1597331,0.9447027572869994,0.8324573929886794,1.1348361672845957
66,0.0254351,0.0202308,1.2572463768115942,1.029563833362991,1.2211446595835591,0.0358913,0.0290109,1.2371660306988064,0.8922646315695135,1.386546083892851,0.0357471,0.0318253,1.1232290033401098,0.8910897933405184,1.260511580016361,0.0382641,0.0330481,1.1578305560682765,0.8931375782571466,1.2963630511747666,0.0443788,0.0356817,1.2437411894612649,0.9504900271007268,1.308526290649298
67,0.0172657,0.0257653,0.6701144562648212,1.017069469402646,0.658867930288379,0.0169244,0.0180661,0.9368042909094934,1.01514992167651,0.9228235858624412,0.0168761,0.0182723,0.923589258057278,1.026230961619501,0.8999818682139125,0.0171571,0.0197152,0.870247321863334,1.040182194448953,0.8366297043993877,0.0176418,0.0198483,0.8888317891204788,0.7946776298222014,1.1184809484562226
68,0.0127353,0.0101658,1.252759251608334,0.8531940427708592,1.4683169230059725,0.022287,0.0144449,1.5428974932329058,0.9261123303034288,1.6659939002511663,0.0273315,0.0167606,1.6306993783038797,0.9398649213035334,1.7350358986078576,0.0349082,0.0222734,1.567259601138578,0.9101035315668016,1.7220673767087131,0.0392424,0.0309086,1.2696272234911965,0.8765456863138414,1.448443867005256
69,0.0098241,0.0081626,1.2035503393526572,1.0782471271408618,1.1162101053253497,0.010953,0.0120086,0.91209633096281,1.0051379844444817,0.9074339494461612,0.0116559,0.012,0.971325,0.9778416666666668,0.9933356627265832,0.0121001,0.0127222,0.95110122463096,1.0071371303705334,0.9443611956606572,0.0138692,0.0139995,0.9906925247330262,1.0350012500446446,0.9571896890851996
