industry,S047-tpmr_1947,S047-tvr_1947,S047-qtpmtv_1947,S047-qtpoptv_1947,S047-qtpmtpop_1947,S047-tpmr_1958,S047-tvr_1958,S047-qtpmtv_1958,S047-qtpoptv_1958,S047-qtpmtpop_1958,S047-tpmr_1963,S047-tvr_1963,S047-qtpmtv_1963,S047-qtpoptv_1963,S047-qtpmtpop_1963,S047-tpmr_1967,S047-tvr_1967,S047-qtpmtv_1967,S047-qtpoptv_1967,S047-qtpmtpop_1967,S047-tpmr_1972,S047-tvr_1972,S047-qtpmtv_1972,S047-qtpoptv_1972,S047-qtpmtpop_1972
1,0.1102504,0.0949505,1.1611355390440283,1.0146381535642257,1.1443838721865385,0.0684539,0.0737648,0.928002244973212,1.0570244886449909,0.8779382643847984,0.0583507,0.0654846,0.8910598827816005,1.1072129935893325,0.8047772993459797,0.0496284,0.0561839,0.8833206665966585,1.1663839640893567,0.7573155099798571,0.047817,0.0480389,0.9953808267882902,1.2002856018768122,0.8292866508036711
2,0.00098,0.0007275,1.3470790378006874,0.949828178694158,1.4182344428364688,0.0011714,0.0008772,1.3353853169174648,1.085841313269494,1.2298162729658793,0.0010273,0.0007239,1.4191186627987291,1.2768338168255284,1.1114356810559345,0.000981,0.0008001,1.2260967379077616,1.385201849768779,0.8851394026888028,0.0007612,0.0006957,1.0941497772028173,1.5538306741411525,0.7041628122109158
3,0.0016633,0.0016036,1.0372287353454728,0.9539161885757048,1.087337386415637,0.0014898,0.0014428,1.0325755475464375,1.0475464374826726,0.9857086145295753,0.0014731,0.0013992,1.052815894797027,1.1306460834762722,0.9311630847029077,0.0010867,0.0011553,0.940621483597334,1.2481606509131826,0.7536061026352289,0.0013643,0.0012837,1.062787255589312,1.1978655449092466,0.8872341809195552
4,0.0090904,0.010509,0.8650109430012372,0.8409458559330099,1.0286166902404523,0.0038933,0.0048484,0.8030071776256085,0.946270934741358,0.8486017567950479,0.0029265,0.0034819,0.8404893879778281,0.96895373215773,0.8674195269429129,0.0026462,0.0031398,0.8427925345563412,1.0119434358876362,0.8328454977496617,0.003157,0.0035403,0.8917323390673106,1.0161568228681186,0.8775538568450313
5,0.0108246,0.0055113,1.9640738119862824,1.7013045923829222,1.154451601894117,0.0138898,0.006854,2.0265246571345203,1.2904289466005252,1.570427153291274,0.0124227,0.0061423,2.022483434544063,1.346270940852775,1.5022855898998693,0.0118435,0.0057309,2.0666038493081365,1.3850529585230942,1.4920756903850032,0.0106353,0.0047878,2.2213333890304523,1.3564267513262875,1.6376360808709176
6,0.0015625,0.0015194,1.0283664604449123,0.9149006186652626,1.1240198546867133,0.0020108,0.001639,1.2268456375838923,0.9855399633923124,1.2448461586083082,0.001973,0.0017132,1.1516460424935793,0.997373336446416,1.154678995727746,0.00178,0.0016124,1.1039444306623667,1.0554452989332672,1.0459513456340344,0.0016689,0.0016069,1.038583608189682,1.100006223162611,0.9441615750169722
7,0.0005985,0.0003237,1.8489341983317888,1.0095767686129131,1.8313953488372092,0.0006726,0.0004137,1.6258158085569252,1.1044234952864391,1.4720945502298095,0.0006501,0.000433,1.5013856812933026,1.153579676674365,1.3015015015015017,0.0007814,0.0004518,1.7295263390880922,1.3098716246126605,1.3203785062521125,0.0004539,0.0003723,1.2191780821917808,1.3873220521085148,0.8787996127783155
8,0.063388,0.0633768,1.000176720818975,0.9608500271392688,1.0409290654825636,0.0845212,0.0935621,0.9033700611679304,0.9309624303003032,0.9703614579554276,0.0802573,0.0916933,0.8752798732295598,0.9033811630729836,0.9688932081029528,0.0723172,0.0868662,0.8325125307657063,0.8725373044981822,0.9541282951157084,0.0802905,0.0950111,0.8450644187889625,0.8768459685236777,0.9637546948089128
9,0.0003725,0.0005222,0.7133282267330525,1.7430103408655688,0.4092507141287629,0.0058345,0.005572,1.0471105527638191,0.924748743718593,1.132318978399674,0.0050153,0.0046028,1.0896193621274008,0.8674936994872686,1.2560544967316989,0.0076595,0.0063785,1.2008309163596458,0.8612056126048445,1.3943603000072815,0.0040853,0.003439,1.187932538528642,0.908752544344286,1.3072123384103418
10,0.1081181,0.087963,1.2291315666814455,1.00396075622705,1.224282482216339,0.0865343,0.0809434,1.069071721721598,1.0208380176765492,1.047249125923846,0.0778739,0.0752963,1.034232757784911,1.0333641892098284,1.0008405251354286,0.0713414,0.0694937,1.0265880216480054,1.050860725504614,0.9769020734456004,0.0674542,0.0617258,1.0928039814793815,1.0621782139721154,1.0288329840552255
