Year,S201
1960,2049.82
1960,5818.3
1960,1493.67
1960,988.75
1960,6866.43
1960,11415.5
1960,3656.9
1960,4054.72
1960,32.0
1960,4602.37
1960,880.74
1960,725.0
1960,2566.3
1960,10609.2
1960,19626.0
1961,2362.53
1961,6085.26
1961,1537.25
1961,1054.37
1961,7224.34
1961,12650.6
1961,4184.0
1961,4235.56
1961,41.0
1961,4957.24
1961,931.28
1961,710.0
1961,2744.52
1961,11074.0
1961,20190.0
1962,2356.14
1962,6212.63
1962,1668.85
1962,1103.75
1962,7411.09
1962,13244.0
1962,4667.2
1962,4916.11
1962,56.0
1962,5259.67
1962,971.88
1962,736.667
1962,2924.68
1962,11373.6
1962,20973.0
1963,2804.59
1963,6776.99
1963,1907.88
1963,1149.37
1963,8203.87
1963,14577.5
1963,5056.0
1963,5452.22
1963,87.0
1963,5706.08
1963,1072.96
1963,735.333
1963,3202.65
1963,12258.4
1963,22427.0
1964,3053.12
1964,8037.05
1964,2106.95
1964,1290.94
1964,9105.62
1964,16229.7
1964,5961.6
1964,6673.06
1964,118.0
1964,6693.92
1964,1290.66
1964,919.833
1964,3675.47
1964,12880.0
1964,25690.0
1965,3005.3
1965,8473.21
1965,2319.77
1965,1426.56
1965,10176.1
1965,17912.5
1965,7198.4
1965,8451.11
1965,173.0
1965,7343.37
1965,1443.26
1965,935.167
1965,3970.84
1965,13809.6
1965,26699.0
1966,3170.94
1966,10004.7
1966,2453.4
1966,1505.31
1966,10982.4
1966,20157.0
1966,8038.4
1966,9776.39
1966,251.0
1966,7770.99
1966,1563.52
1966,1253.5
1966,4266.4
1966,14770.0
1966,29379.0
1967,3478.05
1967,10999.8
1967,2538.38
1967,1512.73
1967,11546.8
1967,21761.2
1967,8705.6
1967,10441.9
1967,321.0
1967,8361.05
1967,1737.54
1967,1362.07
1967,4527.56
1967,14493.2
1967,30934.0
1968,3526.21
1968,13171.3
1968,2639.87
1968,1635.49
1968,12902.6
1968,24888.0
1968,10185.6
1968,12971.4
1968,457.0
1968,9535.36
1968,1937.74
1968,1589.43
1968,4910.49
1968,15460.8
1968,34063.0
1969,4220.27
1969,14350.1
1969,3018.67
1969,1986.68
1969,15194.4
1969,28851.6
1969,11728.0
1969,15990.0
1969,624.0
1969,11382.9
1969,2203.74
1969,1900.14
1969,5694.53
1969,17644.8
1969,37332.0
1970,4769.52
1970,16786.5
1970,3356.13
1970,2306.45
1970,18098.6
1970,34228.4
1970,13204.8
1970,19317.5
1970,836.0
1970,13355.0
1970,2456.86
1970,2388.43
1970,6794.62
1970,19430.4
1970,43225.0
1971,5212.5
1971,18373.6
1971,3680.09
1971,2366.53
1971,20810.6
1971,38844.6
1971,15104.6
1971,23995.3
1971,1067.0
1971,15773.2
1971,2554.78
1971,2964.37
1971,7463.41
1971,22098.2
1971,43549.0
1972,6461.22
1972,21185.3
1972,4432.21
1972,2913.34
1972,26448.8
1972,46736.5
1972,18608.7
1972,29088.3
1972,1625.0
1972,19153.7
1972,3283.07
1972,3816.64
1972,8768.95
1972,23984.7
1972,49199.0
1973,9559.1
1973,26436.9
1973,6248.34
1973,3837.49
1973,36668.7
1973,67563.3
1973,22226.4
1973,37016.7
1973,3221.0
1973,27351.9
1973,4725.29
1973,5197.58
1973,12200.7
1973,29637.3
1973,70823.0
1974,11015.9
1974,34507.6
1974,7719.01
1974,5489.7
1974,46259.3
1974,89368.4
1974,30464.7
1974,55468.8
1974,4462.0
1974,37423.1
1974,6281.94
1974,7090.98
1974,15939.4
1974,38196.6
1974,99437.0
1975,11948.4
1975,34074.2
1975,8712.25
1975,5502.24
1975,53099.7
1975,90175.6
1975,34987.7
1975,55819.1
1975,4945.0
1975,39887.9
1975,7231.5
1975,7690.49
1975,17383.5
1975,43422.9
1975,108856.0
1976,13193.3
1976,40598.4
1976,9115.16
1976,6341.8
1976,56874.1
1976,102162.0
1976,37264.9
1976,67303.7
1976,7716.0
1976,46153.3
1976,7950.69
1976,8730.29
1976,18434.9
1976,45355.5
1976,116794.0
1977,13367.2
1977,43544.8
1977,10065.1
1977,7664.81
1977,65129.7
1977,118072.0
1977,45305.2
1977,81083.3
1977,10048.0
1977,50109.8
1977,8879.95
1977,10223.4
1977,19082.2
1977,55859.9
1977,123182.0
1978,14415.5
1978,48431.5
1978,11883.4
1978,8570.12
1978,79370.7
1978,142453.0
1978,56090.0
1978,98211.0
1978,12722.0
1978,57590.0
1978,10882.1
1978,13114.0
1978,21789.7
1978,67886.6
1978,145847.0
1979,18663.4
1979,58293.9
1979,14696.0
1979,11172.4
1979,100692.0
1979,171804.0
1979,72233.4
1979,102299.0
1979,15057.0
1979,73537.4
1979,13546.1
1979,18208.3
1979,27602.1
1979,86396.9
1979,186363.0
1980,21944.3
1980,67733.8
1980,16749.0
1980,14150.3
1980,116030.0
1980,192860.0
1980,78104.1
1980,130441.0
1980,17512.0
1980,84947.5
1980,18542.6
1980,20720.1
1980,30905.5
1980,110144.0
1980,225566.0
1981,21477.1
1981,72726.1
1981,16094.6
1981,14004.5
1981,106424.0
1981,176047.0
1981,77070.2
1981,151495.0
1981,21268.0
1981,78596.6
1981,18217.3
1981,20333.2
1981,28657.8
1981,102916.0
1981,238715.0
1982,21359.8
1982,71233.5
1982,15396.7
1982,13087.7
1982,96693.5
1982,176424.0
1982,73790.8
1982,138385.0
1982,21853.0
1982,75717.4
1982,17593.4
1982,20497.7
1982,26807.6
1982,97125.2
1982,216442.0
1983,20113.1
1983,76748.7
1983,16053.3
1983,12518.0
1983,94943.1
1983,169417.0
1983,72877.5
1983,146965.0
1983,24446.0
1983,73691.8
1983,17998.2
1983,19733.8
1983,27446.0
1983,91950.9
1983,205639.0
1984,23111.3
1984,90271.7
1984,15980.1
1984,13471.5
1984,97566.1
1984,171735.0
1984,74563.7
1984,169700.0
1984,29245.0
1984,75054.9
1984,18886.4
1984,23564.5
1984,29378.0
1984,93881.5
1984,223976.0
1985,22603.6
1985,90950.3
1985,17090.2
1985,13617.1
1985,101671.0
1985,183933.0
1985,76716.7
1985,177164.0
1985,30282.0
1985,77872.5
1985,19985.2
1985,24246.9
1985,30460.6
1985,101299.0
1985,218815.0
1986,22569.0
1986,90329.2
1986,21285.6
1986,16356.1
1986,124831.0
1986,243326.0
1986,97204.4
1986,210757.0
1986,34715.0
1986,80254.9
1986,18092.0
1986,27206.3
1986,37262.7
1986,106993.0
1986,227158.0
1987,26621.5
1987,98167.8
1987,25675.4
1987,20037.1
1987,148382.0
1987,294369.0
1987,116711.0
1987,231286.0
1987,47281.0
1987,93107.7
1987,21489.9
1987,34192.3
1987,44505.6
1987,130838.0
1987,254122.0
1988,33232.7
1988,117105.0
1988,28502.4
1988,21748.3
1988,167790.0
1988,323323.0
1988,127859.0
1988,264856.0
1988,60696.0
1988,103188.0
1988,22436.0
1988,40341.2
1988,49746.8
1988,145364.0
1988,322427.0
1989,37125.3
1989,121832.0
1989,29564.3
1989,23297.6
1989,179430.0
1989,341231.0
1989,140556.0
1989,273932.0
1989,62377.0
1989,107854.0
1989,27108.2
1989,43450.6
1989,51546.5
1989,153431.0
1989,363812.0
1990,39752.4
1990,127629.0
1990,37037.2
1990,26570.9
1990,216591.0
1990,410104.0
1990,170486.0
1990,287581.0
1990,65016.0
1990,131775.0
1990,34048.6
1990,55521.4
1990,57537.7
1990,185107.0
1990,393592.0
1991,41853.6
1991,127163.0
1991,37886.2
1991,23079.9
1991,217096.0
1991,402843.0
1991,169473.0
1991,314786.0
1991,71870.1
1991,133631.0
1991,34104.4
1991,58621.0
1991,55216.6
1991,185295.0
1991,421730.0
1992,42824.1
1992,134435.0
1992,41675.7
1992,23981.4
1992,235869.0
1992,422271.0
1992,178156.0
1992,339885.0
1992,76631.5
1992,140335.0
1992,35138.4
1992,64839.9
1992,56119.5
1992,191143.0
1992,448163.0
1993,42723.4
1993,125876.0
1993,145178.0
1993,38206.5
1993,23446.4
1993,209349.0
1993,382472.0
1993,169153.0
1993,362244.0
1993,82235.9
1993,139127.0
1993,31849.4
1993,60955.1
1993,49856.5
1993,181406.0
1993,464773.0
1994,47528.3
1994,143658.0
1994,165376.0
1994,43120.0
1994,29657.8
1994,235905.0
1994,429722.0
1994,191421.0
1994,397005.0
1994,96013.2
1994,155554.0
1994,34690.2
1994,72927.0
1994,61344.0
1994,203934.0
1994,512627.0
1995,53111.3
1995,175849.0
1995,192203.0
1995,51478.1
1995,39573.0
1995,286738.0
1995,523802.0
1995,233998.0
1995,443116.0
1995,125058.0
1995,196276.0
1995,41991.9
1995,91045.6
1995,79801.4
1995,241976.0
1995,584743.0
1996,60300.5
1996,175356.0
1996,201641.0
1996,51479.9
1996,38434.5
1996,287667.0
1996,524198.0
1996,252039.0
1996,410901.0
1996,129715.0
1996,197417.0
1996,49645.1
1996,101996.0
1996,84896.4
1996,262009.0
1996,625073.0
1997,62909.8
1997,171881.0
1997,214414.0
1997,49118.6
1997,39315.8
1997,289736.0
1997,512427.0
1997,240404.0
1997,420957.0
1997,136164.0
1997,194905.0
1997,48541.5
1997,104359.0
1997,82946.4
1997,281037.0
1997,689182.0
1998,55892.9
1998,179078.0
1998,214307.0
1998,48839.2
1998,42962.6
1998,305641.0
1998,543397.0
1998,245700.0
1998,387927.0
1998,132313.0
1998,201374.0
1998,40399.0
1998,109228.0
1998,84968.6
1998,271718.0
1998,682138.0
1999,56079.5
1999,178972.0
1999,238453.0
1999,50399.4
1999,41840.8
1999,302493.0
1999,542871.0
1999,235175.0
1999,419367.0
1999,143685.0
1999,200778.0
1999,45455.1
1999,109964.0
1999,84811.9
1999,268178.0
1999,695797.0
2000,63870.4
2000,187838.0
2000,276617.0
2000,50380.2
2000,45472.6
2000,300965.0
2000,550113.0
2000,239886.0
2000,479249.0
2000,172268.0
2000,213382.0
2000,60057.9
2000,113325.0
2000,87724.2
2000,281744.0
2000,781918.0
2001,63386.7
2001,190327.0
2001,259849.0
2001,51067.7
2001,42794.0
2001,300108.0
2001,571358.0
2001,244210.0
2001,403496.0
2001,150439.0
2001,216141.0
2001,59191.0
2001,115155.0
2001,78207.9
2001,267375.0
2001,729100.0
2002,65033.2
2002,215769.0
2002,252393.0
2002,56303.5
2002,44650.0
2002,314636.0
2002,615438.0
2002,254097.0
2002,416726.0
2002,162471.0
2002,219758.0
2002,59701.8
2002,123507.0
2002,82918.5
2002,276219.0
2002,693103.0
2003,71546.0
2003,255549.0
2003,272824.0
2003,65267.0
2003,52503.6
2003,370736.0
2003,751684.0
2003,299412.0
2003,471817.0
2003,193817.0
2003,264798.0
2003,67479.3
2003,155995.0
2003,102407.0
2003,304111.0
2003,724771.0
2004,86420.4
2004,307696.0
2004,304528.0
2004,75619.9
2004,60895.3
2004,429187.0
2004,909237.0
2004,353434.0
2004,565675.0
2004,253845.0
2004,317966.0
2004,81749.9
2004,182107.0
2004,123298.0
2004,341558.0
2004,818520.0
2005,105832.0
2005,335707.0
2005,359430.0
2005,83561.5
2005,65232.3
2005,448352.0
2005,977881.0
2005,372928.0
2005,594905.0
2005,284419.0
2005,349812.0
2005,103752.0
2005,190982.0
2005,130885.0
2005,371377.0
2005,907158.0
2006,123293.0
2006,366743.0
2006,389531.0
2006,91708.8
2006,77284.2
2006,495338.0
2006,1122070.0
2006,416188.0
2006,649931.0
2006,325465.0
2006,399569.0
2006,122122.0
2006,213341.0
2006,147904.0
2006,427650.0
2006,1038270.0
2007,141099.0
2007,431118.0
2007,416654.0
2007,102840.0
2007,90091.7
2007,557314.0
2007,1323820.0
2007,499944.0
2007,714211.0
2007,371489.0
2007,476787.0
2007,136371.0
2007,248917.0
