Year,S013
1947,118.6
1948,136.0
1949,132.4
1950,150.6
1951,172.9
1952,180.9
1953,193.6
1954,190.4
1955,215.7
1956,230.0
1957,239.7
1958,233.50000000000003
1959,263.5
1960,275.79999999999995
1961,283.40000000000003
1962,309.9
1963,330.0
1964,356.9
1965,392.1
1966,429.4
1967,451.3
1968,499.4
1969,542.6
1970,559.8
1971,604.1
1972,671.5
1973,753.3000000000001
1974,808.5
1975,865.4
1976,977.4
1977,1105.5
1978,1263.6999999999998
1979,1400.1
1980,1504.4
1981,1697.8
1982,1751.1999999999998
1983,1888.7
1984,2133.2
1985,2276.8
1986,2372.4
1987,2552.3
1988,2780.9
1989,2930.3
1990,3064.9
1991,3149.4
1992,3310.0
1993,3471.4
1994,3737.0
1995,3980.3
1996,4212.7
1997,4521.5
1998,4781.7
1999,5082.7
2000,5424.499999999999
2001,5414.999999999999
2002,5482.400000000001
2003,5707.3
2004,6127.4
2005,6606.5
2006,7031.200000000001
2007,7147.100000000001
2008,6975.3
2009,6762.9
2010,7205.5
2011,7614.3
