Year,S028
1947,1.106666666666667
1948,1.0844594594594594
1949,1.0978260869565215
1950,1.0813953488372092
1951,1.0895140664961636
1952,1.1
1953,1.101876675603217
1954,1.10989010989011
1955,1.1008583690987126
1956,1.1128318584070798
1957,1.1348314606741574
1958,1.162907268170426
1959,1.1291585127201564
1960,1.146
1961,1.1591355599214146
1962,1.1552901023890785
1963,1.15552099533437
1964,1.1561181434599157
1965,1.1540342298288508
1966,1.1590909090909092
1967,1.1885245901639343
1968,1.203056768558952
1969,1.2639362912400456
1970,1.360742705570292
1971,1.3151927437641724
1972,1.2924435721295386
1973,1.3248175182481752
1974,1.4575230296827022
1975,1.3993260320134795
1976,1.3149552033080636
1977,1.2779386218876665
1978,1.2939672801635993
1979,1.379653906659675
1980,1.5403614457831325
1981,1.5666322314049583
1982,1.7105719237435009
1983,1.5306939501779353
1984,1.5021276595744677
1985,1.512228260869565
1986,1.5744448489261007
1987,1.4974984365228268
1988,1.4840367965367969
1989,1.6026785714285716
1990,1.6180245535714284
1991,1.5548844537815123
1992,1.4384306310564878
1993,1.37382176520994
1994,1.3263674359440307
1995,1.3241335044929397
1996,1.2967834167262329
1997,1.274668725073974
1998,1.3617021276595742
1999,1.3781981491562334
2000,1.4952494061757715
2001,1.5724979658258744
2002,1.413411731765365
2003,1.3354679802955665
2004,1.255206833669258
2005,1.2422324510932108
2006,1.2238993710691823
2007,1.3377306432143476
2008,1.5306486101211687
2009,1.4317331985851438
2010,1.3364593742793451
2011,1.3416900799654203
