Year,S208
1947,-0.5999999999999996
1948,-0.8999999999999995
1949,-1.0999999999999988
1950,-1.0000000000000009
1951,-1.2999999999999998
1952,-1.4000000000000012
1953,-1.1999999999999975
1954,-1.4000000000000004
1955,-1.6000000000000032
1956,-1.6000000000000014
1957,-1.9000000000000004
1958,-2.1999999999999997
1959,-3.0
1960,-3.3999999999999986
1961,-3.300000000000008
1962,-3.6000000000000014
1963,-4.300000000000004
1964,-4.299999999999997
1965,-4.700000000000003
1966,-4.799999999999997
1967,-4.399999999999999
1968,-5.799999999999997
1969,-5.000000000000007
1970,-5.400000000000013
1971,-6.1000000000000085
1972,-7.299999999999983
1973,-8.700000000000003
1974,-6.800000000000011
1975,-5.000000000000028
1976,-7.200000000000017
1977,-5.099999999999994
1978,-5.800000000000011
1979,-7.0
1980,1.8000000000000114
1981,10.500000000000057
1982,12.5
1983,9.700000000000102
1984,12.800000000000068
1985,5.300000000000068
1986,7.900000000000091
1987,11.899999999999975
1988,-0.2000000000000454
1989,-3.800000000000068
1990,-17.299999999999955
1991,-37.0
1992,-33.700000000000045
1993,-26.399999999999977
1994,-23.800000000000068
1995,-48.10000000000002
1996,-42.79999999999996
1997,-29.90000000000009
1998,-4.599999999999909
1999,-25.600000000000364
2000,-26.199999999999815
2001,-43.39999999999986
2002,-47.600000000000136
2003,-48.39999999999998
2004,-85.90000000000009
2005,-86.60000000000014
2006,-43.700000000000045
2007,-68.20000000000027
2008,81.00000000000023
2009,-37.59999999999991
2010,-39.200000000000045
2011,-72.39999999999998
