Year,S001
1860,1.636761487964989
1861,1.638949671772429
1862,1.5185995623632387
1863,1.724288840262582
1864,1.8271334792122538
1865,1.75054704595186
1866,2.1531728665207877
1867,2.25382932166302
1868,2.3632385120350112
1869,2.538293216630197
1870,2.560175054704595
1871,2.691466083150985
1872,3.194748358862144
1873,3.1509846827133483
1874,3.041575492341357
1875,2.954048140043764
1876,2.9321663019693656
1877,3.194748358862144
1878,3.391684901531729
1879,3.8293216630196936
1880,4.442013129102844
1881,4.87964989059081
1882,5.229759299781182
1883,5.339168490153172
1884,5.054704595185996
1885,5.076586433260394
1886,6.105032822757112
1887,6.455142231947483
1888,6.695842450765864
1889,7.133479212253829
1890,7.658643326039387
1891,7.87746170678337
1892,8.49015317286652
1893,7.592997811816193
1894,7.37417943107221
1895,8.687089715536105
1896,8.074398249452953
1897,8.687089715536105
1898,9.781181619256019
1899,10.76586433260394
1900,11.072210065645514
1901,12.407002188183808
1902,13.829321663019694
1903,14.310722100656456
1904,13.63238512035011
1905,16.10503282275711
1906,17.26477024070022
1907,17.63676148796499
1908,14.87964989059081
1909,17.549234135667398
1910,18.665207877461707
1911,17.98687089715536
1912,20.50328227571116
1913,21.88183807439825
1914,20.590809628008753
1915,23.916849015317286
1916,28.358862144420133
1917,28.38074398249453
1918,28.18380743982495
1919,24.770240700218817
1920,27.13347921225383
1921,21.903719912472646
1922,27.5492341356674
1923,31.597374179431075
1924,30.131291028446388
1925,33.479212253829324
1926,35.689277899343544
1927,35.99562363238512
1928,37.5929978118162
1929,41.203501094091905
1930,34.048140043763674
1931,28.38074398249453
1932,21.99124726477024
1933,26.2363238512035
1934,28.38074398249453
1935,32.625820568927786
1936,39.01531728665208
1937,42.560175054704594
1938,33.32603938730854
1939,41.13785557986871
1940,46.80525164113786
1941,60.284463894967175
1942,74.46389496717725
1943,88.66520787746171
1944,87.24288840262582
1945,75.1859956236324
1946,63.82932166301969
1947,70.21881838074397
1948,73.06345733041574
1949,69.51859956236324
1950,80.15317286652079
1951,87.24288840262582
1952,90.0875273522976
1953,97.87746170678338
1954,92.21006564551422
1955,103.54485776805251
1956,107.08971553610502
1957,107.81181619256017
1958,100.0
1959,113.19474835886214
1960,116.65177928553742
1961,117.42805319994068
1962,127.21472129893351
1963,135.01032992571422
1964,144.09956049421302
1965,158.41944660470162
1966,172.43569929409577
1967,176.1578848577075
1968,185.94329358954525
1969,194.57512200731193
1970,188.1588982255116
1971,190.73115563980207
1972,209.07333450696262
1973,226.19669784141797
1974,225.54119723718873
1975,205.62959502134336
1976,221.77367445599342
1977,238.64503842271336
1978,251.71386920132622
1979,259.3242249195918
1980,252.7260225838796
1981,256.10125249626145
1982,242.885327633933
1983,249.56866318932995
1984,271.8007753251614
1985,275.08281206806595
1986,277.85455323972417
1987,292.214990972607
1988,307.2947792244825
1989,310.02017568483313
1990,312.96659108090364
1991,308.12999152174444
1992,316.83952289298077
1993,327.19101716103575
1994,344.4694085922838
1995,360.8166239490514
1996,376.8557980996817
1997,404.0213551288995
1998,427.4977220139692
1999,445.8188694496396
2000,463.71422485017087
2001,447.9178566870437
2002,448.8416024953091
2003,454.5328086059188
2004,465.10355869567644
2005,480.1628192629239
2006,490.680549995452
2007,503.7468620397546
2008,485.06112781268297
2009,430.93151249906316
2010,453.70351533428584
