Year,S052
1857,296.21987547892707
1858,271.8340996168581
1859,260.9155651340995
1860,253.4162835249041
1861,265.4955459770115
1862,231.3135057471264
1863,199.73611111111097
1864,202.7078544061304
1865,252.7240421455937
1866,267.2191570881225
1867,265.453591954023
1868,262.5937260536397
1869,273.6695881226052
1870,268.85536398467417
1871,266.07241379310346
1872,259.49262452107297
1873,260.7022988505747
1874,247.56719348659016
1875,228.9955459770115
1876,216.839367816092
1877,217.2379310344828
1878,214.08788314176255
1879,199.8375
1880,187.44707854406147
1881,173.72811302682007
1882,176.10201149425288
1883,176.9760536398466
1884,174.77696360153269
1885,166.43510536398452
1886,155.03759578544077
1887,157.7401340996167
1888,154.66000957854416
1889,148.63261494252873
1890,153.88386015325685
1891,160.84473180076614
1892,155.97107279693498
1893,160.27485632183908
1894,151.21977969348674
1895,145.76226053639832
1896,147.59774904214547
1897,139.35727969348673
1898,136.89597701149427
1899,131.33357279693502
1900,133.49420498084305
1901,133.45924329501904
1902,136.65823754789258
1903,146.45450191570868
1904,147.42294061302698
1905,145.23433908045976
1906,149.13955938697305
1907,158.49880268199246
1908,157.31709770114946
1909,153.46781609195403
1910,159.81336206896555
1911,161.31321839080462
1912,162.97739463601545
1913,170.1969827586207
1914,170.96264367816093
1915,175.14406130268213
1916,169.43831417624537
1917,180.01072796934884
1918,195.7854406130269
1919,197.7328065134098
1920,216.7974137931035
1921,209.03242337164764
1922,183.84952107279707
1923,191.86273946360168
1924,189.21264367816093
1925,186.70938697318
1926,181.4126915708811
1927,174.73151340996156
1928,177.2662356321839
1929,187.9680076628351
1930,178.24166666666667
1931,175.22097701149426
1932,195.4882662835248
1933,176.96206896551723
1934,160.0615900383143
1935,144.34631226053625
1936,124.13793103448276
1937,124.904214559387
1938,122.22222222222224
1939,115.32567049808428
1940,108.81226053639848
1941,106.13026819923373
1942,108.42911877394636
1943,104.59770114942528
1944,104.21455938697318
1945,100.38314176245213
1946,96.93486590038312
1947,100.0
1948,108.04597701149426
1949,101.91570881226056
1950,100.38314176245213
1951,109.5785440613027
1952,113.40996168582376
1953,122.60536398467434
1954,111.11111111111111
1955,117.24137931034484
1956,128.73563218390805
1957,149.04214559386975
1958,145.21072796934865
1959,167.816091954023
1960,168.96551724137933
1961,166.66666666666666
1962,165.90038314176246
1963,163.2183908045977
1964,168.58237547892725
1965,172.03065134099617
1966,196.55172413793105
1967,211.11111111111111
1968,236.7816091954023
1969,269.3486590038314
1970,308.04597701149424
1971,283.1417624521073
1972,276.2452107279694
1973,285.05747126436785
1974,328.352490421456
1975,338.3141762452107
1976,322.98850574712645
1977,307.2796934865901
1978,334.48275862068965
1979,368.96551724137936
1980,457.4712643678161
1981,542.911877394636
1982,528.352490421456
1983,461.3026819923372
1984,486.9731800766284
1985,435.632183908046
1986,345.5938697318008
1987,359.38697318007667
1988,372.03065134099626
1989,354.7892720306514
1990,357.088122605364
1991,336.0153256704981
1992,311.87739463601537
1993,276.6283524904215
1994,304.9808429118774
1995,290.8045977011494
1996,282.37547892720306
1997,278.1609195402299
1998,250.19157088122608
1999,270.11494252873564
2000,291.95402298850576
2001,271.264367816092
2002,248.65900383141764
2003,217.24137931034485
2004,215.7088122605364
2005,200.3831417624521
2006,214.176245210728
2007,213.02681992337165
2008,215.7088122605364
2009,203.44827586206895
2010,189.27203065134103
2011,177.77777777777777
