,S061-A,S061-B,S061-A-EXT,S061-B-EXT
1960,63.38545783130386,188.38439693916692,,
1961,64.59657782146971,184.85507654303447,,
1962,65.08253114692418,183.53084209141235,,
1963,68.13779468478069,174.5415305826755,,
1964,64.91874655153062,169.9838389109758,,
1965,64.35971532552273,167.2648775519164,,
1966,65.08974725150857,166.6213630963596,,
1967,65.33823033291196,168.06458008834633,,
1968,66.63682037342267,174.4339360257947,,
1969,69.38501020179783,172.05050030188454,,
1970,69.12700216602956,169.29672848268598,,
1971,68.42353882815718,161.2842108190799,,
1972,73.72884292950418,144.5873269765595,,
1973,79.7005312596805,122.4028336345354,,
1974,77.09747682989912,120.1531499450135,,
1975,69.70377060701306,121.69872893749192,,
1976,73.02943469434183,125.96782209046556,,
1977,79.57374144041833,122.50899809297115,,
1978,95.49679784980974,110.02205334616666,,
1979,79.4033515697317,105.42612365446476,,
1980,73.02986635431739,104.91873105032674,,
1981,83.49739746702734,122.63753012108164,,
1982,77.55276001295428,137.1337152064278,,
1983,85.62316638888164,142.21539196419292,,
1984,91.52173418445248,150.7851808112382,,
1985,88.62725139377761,151.64839891399745,,
1986,104.46829682553911,118.99470913464044,,
1987,105.74882132674948,99.16822696183355,,
1988,111.29620487974644,93.78014043514744,,
1989,104.06102908689245,100.19181511485202,,
1990,88.51694479145449,92.2875039003724,,
1991,95.52646631430612,93.56926985420964,,
1992,98.45155310739815,89.51297559978933,,
1993,118.24932487337418,94.81890206484464,,
1994,123.45108101821394,92.11064663476084,,
1995,119.03479129591116,82.98236681177458,,
1996,102.33936527287912,85.03294589111988,,
1997,98.23939013816268,93.69307680885316,,
1998,93.46967775034724,95.3158289683217,,
1999,108.00843206693236,94.73395711133404,,
2000,119.58174823066088,100.8829469887572,,
2001,108.07043623720978,106.093625465436,,
2002,99.99999999999996,99.99999999999994,,
2003,92.8852342947925,85.54555742727158,,
2004,89.51591642973067,77.98584395454506,,
2005,84.06495707525909,79.0888640583566,,
2006,75.4125639391151,79.05204377927889,,
2007,66.97424039298582,71.76219942987257,,
2008,69.3130228607298,69.21180474762886,,
2009,76.85289786299376,73.30465549248166,,
2010,72.80758353887265,75.7137869380825,72.80758353887265,75.7137869380825
2011,65.5750878337213,76.45414044672476,65.5750878337213,76.45414044672476
2012,66.415687664621,76.78412783818868,66.415687664621,76.78412783818868
2013,81.35577648265013,77.61030377525024,81.35577648265013,77.61030377525024
2014,87.09480953738583,78.27427364947702,87.09480953738583,78.27427364947702
2015,99.47171991079787,79.21461700254953,99.47171991079787,79.21461700254953
2016,89.02077568502867,79.27499234981326,89.02077568502867,79.27499234981326
2017,91.24118337643172,80.21726953040539,91.24118337643172,80.21726953040539
2018,87.34311052812784,81.3101813871167,87.34311052812784,81.3101813871167
2019,83.93636405307228,82.37768732435231,83.93636405307228,82.37768732435231
2020,75.91609837555454,85.93290706394389,75.91609837555454,85.93290706394389
2021,78.2314994761076,87.99052942995398,78.2314994761076,87.99052942995398
2022,96.0946755249575,86.45950830830039,96.0946755249575,86.45950830830039
2023,103.98931069023757,86.8318094675268,103.98931069023757,86.8318094675268
