Year,S210
1925,98.1
1926,101.0183856502242
1927,102.49925882971768
1928,104.7900247718437
1929,103.708792215535
1930,98.69751034729497
1931,88.54049954523617
1932,82.51476423499568
1933,83.37798310417058
1934,84.32944287028377
1935,83.88818092520748
1936,92.108108568649
1937,95.30173765222506
1938,93.98677847785156
1939,94.38998174480436
1940,100.1271191385587
1941,112.09641298920135
1942,118.85777381507322
1943,119.34931875046212
1944,120.2215232131932
1945,131.1996878155243
1946,158.80679353617552
1947,189.0411612828109
1948,206.87370626777656
1949,211.07398212509025
1950,236.5210037775323
1951,256.91692685714355
1952,271.81244408967194
1953,285.3108199368484
1954,293.7023418634677
1955,322.93764787479887
1956,358.22258143301286
1957,384.2838584579928
1958,391.8943218769265
1959,409.14090028312654
1960,417.4872691448491
1961,427.9695647057481
1962,441.9171214676836
1963,456.45722530905874
1964,482.3239550040442
1965,515.908571119938
1966,561.3369755375326
1967,608.2310126300881
1968,669.2050013381674
1969,736.7840182637449
1970,810.5926363043061
1971,889.3523429438201
1972,966.172605633474
1973,1089.6873794007995
1974,1332.9789357460609
1975,1480.5044033577967
1976,1627.3950991459658
1977,1811.6150211170527
1978,2058.990768098445
1979,2372.315432853952
1980,2727.1098920262507
1981,3085.629575216321
1982,3280.5613982554005
1983,3379.52703688241
1984,3582.7686909099198
1985,3784.444548311834
1986,3955.9887672421273
1987,4163.96217867707
1988,4428.610001509143
1989,4696.527407332671
1990,4961.119421061194
1991,5075.528851661904
1992,5250.82411907481
1993,5500.592856221755
1994,5805.960443253049
1995,6136.599105605455
1996,6451.600519091945
1997,6812.173917136629
1998,7197.345587275926
1999,7621.627746178
2000,8154.627120417485
2001,8588.950335181662
2002,8900.840268850468
2003,9178.639804728598
2004,9904.847948333394
2005,10780.81498817506
2006,11684.026829024126
2007,12317.435287381324
2008,13141.338779693097
2009,12704.129066712618
2010,12996.264490139092
2011,13531.219575411427
