Year,S097
1948,0.0104
1949,0.01102
1950,0.01218
1951,0.01552
1952,0.01766
1953,0.01931
1954,0.00953
1955,0.01753
1956,0.02658
1957,0.03267
1958,0.01839
1959,0.03405
1960,0.02928
1961,0.02378
1962,0.02778
1963,0.03157
1964,0.03549
1965,0.03954
1966,0.04881
1967,0.04321
1968,0.05339
1969,0.06677
1970,0.06458
1971,0.04348
1972,0.0407099999999999
1973,0.07041
1974,0.07886
1975,0.05838
1976,0.04989
1977,0.0526499999999999
1978,0.07221
1979,0.10041
1980,0.11506
1981,0.14029
1982,0.10686
1983,0.0863
1984,0.0958
1985,0.0748
1986,0.0598
1987,0.0582
1988,0.0669
1989,0.0812
1990,0.0751
1991,0.0542
1992,0.0345
1993,0.0302
1994,0.0429
1995,0.0550999999999999
1996,0.0501999999999999
1997,0.0507
1998,0.0481
1999,0.0466
2000,0.0584999999999999
2001,0.0345
2002,0.0162
2003,0.0102
2004,0.0138
2005,0.0316
2006,0.0473
2007,0.0441
2008,0.0148
2009,0.0016
2010,0.0014
2011,0.0006
2012,0.0858333333333333
2013,0.0583333333333333
2014,0.0325
2015,0.0525
2016,0.3175
2017,0.9308333333333332
2018,1.9391666666666667
2019,2.060833333333333
2020,0.365
2021,0.0441666666666666
2022,2.0216666666666665
2023,5.068333333333333
2024,4.966666666666667
2025,4.066666666666666
2026,3.5975
