Year,S105
1948,0.7166666667
1949,-0.076433121
1950,0.4269662921
1951,0.3888888889
1952,-0.0674157303
1953,0.0552995392
1954,-0.0044052863
1955,0.4475806452
1956,0.0290456432
1957,0.0526315789
1958,-0.099378882
1959,0.3495702006
1960,-0.0264900662
1961,0.0489296636
1962,0.2415730337
1963,0.1931818182
1964,0.2167101828
1965,0.3217821782
1966,0.1995661605
1967,0.0145190563
1968,0.1567398119
1969,0.0123266564
1970,-0.1070422535
1971,0.2222222222
1972,0.2285012285
1973,0.1761229314
1974,0.0
1975,0.318815331
1976,0.2789634146
1977,0.3059701493
1978,0.263795424
1979,0.0901916573
1980,0.0
1981,0.2154142582
1982,0.0098383696
1983,0.1874229346
1984,0.2130846836
1985,0.0963855422
1986,-0.0041710115
1987,0.1495757576
1988,0.1794680587
1989,0.0267790727
1990,0.0514773777
1991,0.087804878
1992,0.1039633539
1993,0.1281094527
1994,0.2186553604
1995,0.1923359003
1996,0.175461961
1997,0.1670124481
1998,-0.0410772579
1999,0.08925
2000,-0.0045924225
2001,-0.017013632
2002,0.1194835228
2003,0.1176767167
2004,0.2990622529
2005,0.2549899081
2006,0.2057291667
2007,-0.125516335
2008,-0.222883487
2009,0.11549448
2010,0.2344643538
2011,0.1167841494
2012,-0.0206833201
2013,0.004003972
2014,0.0072936354
2015,0.00173641
2016,-0.0025098695
2017,-0.0037277135
2018,-0.0006710241
2019,-1.65572e-05
2020,0.0106961224
2021,0.0231715809
2022,-0.0057364494
2023,-0.016369163
2024,-0.0012763968
