Year,S017
1710,619.5196316426121
1720,623.836028766011
1730,628.15242588941
1740,632.4688230128089
1750,636.7852201362078
1760,641.1016172596068
1770,645.4180143830057
1780,649.7344115064046
1790,654.0508086298036
1800,658.3672057532025
1810,662.6836028766014
1820,667.0
1830,708.6
1840,750.2
1850,791.8000000000001
1860,833.4000000000001
1870,875.0
1880,1004.0906092819534
1890,1133.181218563907
1900,1262.2718278458603
1910,1432.0865033551431
1920,1601.901178864426
1930,1771.715854373709
1940,1941.5305298829917
1950,2111.3452053922747
1960,2777.334256335963
1970,3736.384238452876
1980,4519.754408205356
1990,5156.66772950687
2000,6012.354771793676
