Year,S055
1871,5.855855855855856
1872,6.172839506172839
1873,6.457925636007827
1874,7.081545064377682
1875,6.607929515418502
1876,6.726457399103139
1877,5.352112676056338
1878,5.538461538461538
1879,5.58659217877095
1880,5.088062622309197
1881,5.169628432956381
1882,5.405405405405405
1883,5.679862306368331
1884,5.984555984555985
1885,5.660377358490566
1886,4.230769230769231
1887,4.480286738351254
1888,4.331450094161959
1889,4.198473282442748
1890,4.089219330855019
1891,4.545454545454546
1892,4.355716878402904
1893,4.45632798573975
1894,4.861111111111111
1895,4.470588235294118
1896,4.215456674473068
1897,4.265402843601896
1898,4.098360655737705
1899,3.4539473684210527
1900,4.918032786885246
1901,4.526166902404526
1902,4.064039408866996
1903,4.137115839243498
1904,4.640718562874252
1905,3.914590747330961
1906,4.052684903748734
1907,4.602510460251046
1908,5.839416058394161
1909,4.856512141280353
1910,4.662698412698413
1911,5.070118662351672
1912,5.2631578947368425
1913,5.161290322580645
1914,5.017921146953405
1915,5.7486631016042775
1916,6.002143622722402
1917,7.210031347962382
1918,7.905686546463245
1919,6.751592356687898
1920,5.775764439411098
1921,6.469760900140646
1922,6.986301369863014
1923,5.955056179775281
1924,6.2287655719139305
1925,5.671077504725898
1926,5.454545454545454
1927,5.746268656716418
1928,4.848830576155162
1929,3.9018503620273535
1930,4.51404882542607
1931,5.131414267834793
1932,6.024096385542168
1933,6.205923836389281
1934,4.269449715370019
1935,5.075593952483802
1936,5.232558139534884
1937,4.548038658328596
1938,4.509283819628647
1939,4.96
1940,5.447154471544716
1941,6.729857819905213
1942,6.606942889137738
1943,6.045589692765114
1944,5.40084388185654
1945,4.892512972572276
1946,3.940066592674806
1947,5.522682445759369
1948,6.271072151045178
1949,7.421874999999999
1950,8.708530805687204
1951,6.647807637906648
1952,5.828854898718478
1953,5.538579067990833
1954,6.048703849175176
1955,4.606741573033708
1956,3.941109852774632
1957,3.940127668941228
1958,4.255836575875486
1959,3.290183387270766
1960,3.3603308633465447
1961,3.3824514400535834
1962,3.083828000579123
1963,3.504457423916384
1964,3.2701111837802483
1965,3.1583836507199257
1966,3.0754393484783544
1967,3.457667258732978
1968,3.230218855218855
1969,3.0968247745981965
1970,3.4769128557191893
1971,3.283773665632688
1972,3.049370764762827
1973,2.8542475933119404
1974,3.745708042867548
1975,5.071664829106946
1976,4.181292587239314
1977,4.498603217416433
1978,5.617728531855955
1979,5.666432654698626
1980,5.5560566429151255
1981,4.986087087312928
1982,5.857776261937244
1983,4.914396617453385
1984,4.525512350501834
1985,4.603461336751937
1986,3.97713626975359
1987,3.3306869305508298
1988,3.884541679974449
1989,3.871623278791913
1990,3.559137570962144
1991,3.748079877112135
1992,2.975389348202269
1993,2.890425751901293
1994,2.7865282564113407
1995,2.963997850617947
1996,2.4250512678623743
1997,2.02291769987732
1998,1.6816143497757847
1999,1.3365151308887948
2000,1.1412818552318689
2001,1.1784700852781085
2002,1.4093894984257285
2003,1.9411948562243255
2004,1.716525977466182
2005,1.8808034467289083
2006,1.9456804798511025
2007,1.9471126839680932
2008,2.0590965795352347
2009,2.589015457843296
2010,2.02299791737126
2011,2.060625906347944
