Year,S098
1960,0.0411667
1961,0.038825
1962,0.0394583
1963,0.040025
1964,0.0418667
1965,0.0434416699999999
1966,0.05483333
1967,0.0502083299999999
1968,0.05859167
1969,0.07760833
1970,0.07564167
1971,0.05005
1972,0.04665833
1973,0.0841583299999999
1974,0.1024417
1975,0.0643666599999999
1976,0.05268333
1977,0.05640833
1978,0.08221666
1979,0.11225
1980,0.1306667
1981,0.1591083
1982,0.1227083
1983,0.09066667
1984,0.10365
1985,0.0804749999999999
1986,0.06518333
1987,0.06860833
1988,0.077275
1989,0.09085
1990,0.081475
1991,0.05835
1992,0.03681667
1993,0.03174167
1994,0.04629167
1995,0.05916667
1996,0.0538999999999999
1997,0.05615833
1998,0.05466667
1999,0.0533
2000,0.06455833
2001,0.03686667
2002,0.01725833
2003,0.01150833
2004,0.01563333
2005,0.03511667
2006,0.05153333
2007,0.05268333
2008,0.02965
2009,0.0055583329999999
2010,0.0031
2011,0.003
2012,0.0028
