Year,S034
1987,0.1379968171624293
1988,0.1478106631227201
1989,0.1643599990496853
1990,0.1562281608458474
1991,0.1446457446624872
1992,0.1561383236459768
1993,0.1614179895160338
1994,0.1652000386596472
1995,0.1623717883159134
1996,0.1652958122437909
1997,0.1705254727533793
1998,0.1535590091223156
1999,0.1529379925221682
2000,0.1246053138611127
2001,0.1208766485008826
2002,0.146299806724747
2003,0.1517643847054034
2004,0.1679750967221335
2005,0.1819690361976059
2006,0.1634301894738034
2007,0.1706945052868279
2008,0.1640708115612463
2009,0.1138031560673253
2010,0.1360842224460725
2011,0.146539993689437
2012,0.1448311335131525
2013,0.1475533346156958
2014,0.1357290661869089
2015,0.0964668448099288
2016,0.0876504070836075
2017,0.096138650902722
2018,0.1033862117351878
2019,0.106972866058569
2020,0.0988882647956421
2021,0.107387478694009
2022,0.1491160053755606
2023,0.1290787619680045
2024,0.1141695286049539
