,S060-A,S060-B,S060-C,S060-D,S060-E,S060-A-EXT,S060-B-EXT,S060-C-EXT,S060-D-EXT,S060-E-EXT
1960,1.1988271944291735,1.1222363130523687,0.9580476463343148,1.0929837574893193,1.0046184736173331,,,,,
1961,1.2667837871753045,1.1488743381798698,1.0038055554180916,1.0810801913050765,0.6503796934971191,,,,,
1962,1.1795174624599292,1.0702222222222222,0.9987797859239704,1.0044196094588589,0.4692146496815287,,,,,
1963,1.2043928897481335,1.1153831439611308,1.051561828419986,0.9381995295204746,0.3762256331542594,,,,,
1964,1.2651433073968286,1.103333174707846,1.0857723769445364,0.9014572814572815,0.407848518842032,,,,,
1965,1.1514145247541832,1.0170622302975243,0.9827851577949878,0.9799693762579328,0.3075873342696352,,,,,
1966,1.0588934943233017,1.1095270597560438,0.994325071060844,0.9260736480845932,0.349083638044686,,,,,
1967,1.0758529544743156,1.2402724345273717,1.0166925465838508,0.927960653208178,0.3958217092109545,,,,,
1968,0.9635926449787836,1.2263118994826312,1.072563964756274,0.9203980454399544,0.4534569232612678,,,,,
1969,0.9744205470870746,1.1598306781316703,1.0236325505749424,0.8747243890504015,0.4488873139617293,,,,,
1970,1.0187847647779769,1.1429544566622034,1.1750314993700126,0.9460302857650632,0.5031303058262447,,,,,
1971,0.9008522609738944,1.132720189425309,1.1154443904808158,0.9753658102192516,0.5917508568736538,,,,,
1972,0.8358363630185859,1.1574629009569473,1.057277318640955,0.9796105824965832,0.5588600931570153,,,,,
1973,0.9626352416680258,1.2308697101694823,1.0697438221524442,0.97167803908579,0.5376599248580743,,,,,
1974,0.9000615507159796,1.2828988261775187,1.007568236764345,0.8741678178165884,0.4596294951904379,,,,,
1975,1.0280975812468716,1.2034565363903884,0.94371373575395,0.9842993176598384,0.4728360980288479,,,,,
1976,0.8814841090741677,1.155404259169202,1.0088338564069688,0.8875248315821834,0.4996045643913382,,,,,
1977,0.7679149185529671,1.163752488714542,1.0347385755259262,0.9220376942863978,0.5731954832415703,,,,,
1978,0.7839297808068972,1.1700067348916667,1.046543035939634,0.970440759864186,0.7008486714123859,,,,,
1979,0.8386230172122848,1.0761559951392456,1.0291656882978857,0.940967582165986,0.7157885219414972,,,,,
1980,0.8777399459112399,1.0258401506366954,1.0829749201364796,0.860188747785216,0.6080127001267664,,,,,
1981,0.8732879218004624,1.0738436388700814,1.038803305265714,0.8798789612494109,0.6324400318503036,,,,,
1982,0.849178449804617,1.1358523850299054,1.2254593311312965,0.8299230102395523,0.6514382510257332,,,,,
1983,0.7619702235825077,1.1081915526861463,1.1845946071092317,0.8935821176470589,0.6759863801100279,,,,,
1984,0.6466510568392121,1.1222896054162146,1.1604746710957643,0.934791898210248,0.8173462132117029,,,,,
1985,0.6208169368132258,1.1605484326889102,1.1278587000463791,0.9384697748691584,0.8092199457336142,,,,,
1986,0.5941971362354628,1.274812439750199,1.0565572514530277,0.964675971005085,0.7760656308209273,,,,,
1987,0.5987187914513845,1.2885996821936518,1.0602064300687633,0.9362999047180348,0.6962036141511836,,,,,
