,"Shaikh Appendix 14, gwshhp100, Rate (decimal)","Shaikh Appendix 14, ulintensityhp100, Index",Composite final series
Year,S072-A,S072-B,S072
1948,,0.0391578319304503,
1949,0.0107419975301699,0.040999900044144,0.0107419975301699
1950,0.0095908291546637,0.0427712437989294,0.0095908291546637
1951,0.0084826442947628,0.0445926456110589,0.0084826442947628
1952,0.0073019853143104,0.0467781359923393,0.0073019853143104
1953,0.0060247541355892,0.049510065423125,0.0060247541355892
1954,0.0047623278735353,0.052755585532098,0.0047623278735353
1955,0.0037173647697972,0.0562189131352932,0.0037173647697972
1956,0.0029477474928502,0.059730454380453,0.0029477474928502
1957,0.0023423221484702,0.0631193916304801,0.0023423221484702
1958,0.0019294679413111,0.0660787722589002,0.0019294679413111
1959,0.0017473315059083,0.0681153507130073,0.0017473315059083
1960,0.0017849757713265,0.0690217500706532,0.0017849757713265
1961,0.001984747820482,0.0686846709256621,0.001984747820482
1962,0.0023963324336337,0.0670024493689303,0.0023963324336337
1963,0.0030098058742514,0.0642234518448166,0.0030098058742514
1964,0.0037724029445092,0.0607343811400498,0.0037724029445092
1965,0.0045869934392737,0.0570617187242424,0.0045869934392737
1966,0.0053361886525666,0.0538034423271353,0.0053361886525666
1967,0.0058110325543323,0.0515132566881662,0.0058110325543323
1968,0.0059210232889051,0.0505947584161392,0.0059210232889051
1969,0.0056496369260327,0.0512692292097281,0.0056496369260327
1970,0.0050105944402038,0.0535485309612159,0.0050105944402038
1971,0.0041216219980526,0.0572046557405421,0.0041216219980526
1972,0.0032195781005402,0.0619017230693243,0.0032195781005402
1973,0.002367901190719,0.0674004445256079,0.002367901190719
1974,0.0015914601255314,0.0735083230376329,0.0015914601255314
1975,0.0008939190734975,0.0798406818958558,0.0008939190734975
1976,0.0003865544755158,0.0858214465288774,0.0003865544755158
1977,-3.23317730869309e-05,0.0912718657443952,-3.23317730869309e-05
1978,-0.0004249842080415,0.0963576223996693,-0.0004249842080415
1979,-0.0008595877529813,0.101327522278674,-0.0008595877529813
1980,-0.0013795468864054,0.106180078769751,-0.0013795468864054
1981,-0.0019066152768861,0.110527039939472,-0.0019066152768861
1982,-0.0022618731025949,0.113765500343937,-0.0022618731025949
1983,-0.0024476608538282,0.11522483501992,-0.0024476608538282
1984,-0.0024084694878573,0.114597069968952,-0.0024084694878573
1985,-0.0021800427437169,0.112317428386922,-0.0021800427437169
1986,-0.0019166907871485,0.109020096075844,-0.0019166907871485
1987,-0.0017210348333233,0.105327470004881,-0.0017210348333233
1988,-0.0015900064613043,0.101814237931615,-0.0015900064613043
1989,-0.0015156780064282,0.0988888323030165,-0.0015156780064282
1990,-0.0015371382034268,0.0966755778402158,-0.0015371382034268
1991,-0.0016956779867575,0.0949294571459249,-0.0016956779867575
1992,-0.0019314589699694,0.0931050969344221,-0.0019314589699694
1993,-0.0021722418189867,0.0906358574013321,-0.0021722418189867
1994,-0.0023068289666276,0.0873425069313657,-0.0023068289666276
1995,-0.0022240371139199,0.0833695034650186,-0.0022240371139199
1996,-0.0019298311691378,0.0791228221176972,-0.0019298311691378
1997,-0.0014669632932334,0.0750951534487605,-0.0014669632932334
1998,-0.0009960558112642,0.0718831014355405,-0.0009960558112642
1999,-0.0007186250705968,0.0701049635979026,-0.0007186250705968
2000,-0.0007064741881326,0.0703055034710241,-0.0007064741881326
2001,-0.0009826339779105,0.0728868301686353,-0.0009826339779105
2002,-0.0014615742752829,0.0780489878687665,-0.0014615742752829
2003,-0.0020202633844714,0.085880616694197,-0.0020202633844714
2004,-0.0025642874240403,0.0966442123235483,-0.0025642874240403
2005,-0.0029670896338844,0.110886038525925,-0.0029670896338844
2006,-0.0032531404603908,0.129258551023105,-0.0032531404603908
2007,-0.0035619025353924,0.152235295646656,-0.0035619025353924
2008,-0.0041195216613512,0.179768447651907,-0.0041195216613512
2009,-0.0049266484488874,0.211059425872375,-0.0049266484488874
2010,-0.0058495759362118,0.244533664335025,-0.0058495759362118
2011,-0.0067300928284209,0.278745829540771,-0.0067300928284209
