,"Shaikh Appendix 14, ggdp, Rate (decimal)","Shaikh Appendix 14, ggdphp100, Rate (decimal)","Shaikh Appendix 14, wagesh, Share (decimal)","Shaikh Appendix 14, wageshhp100, Share (decimal)",Composite final series
Year,S068-A,S068-B,S068-C,S068-D,S068
1948,,,0.526217415902593,0.531088362225344,
1949,-0.0155786350148369,0.061103653474465,0.534191727426673,0.534703109232092,-0.0155786350148369
1950,0.101733232856066,0.0623035744411422,0.530861696434181,0.538269146775613,0.101733232856066
1951,0.148084815321477,0.0627366725229263,0.540297616154499,0.541732651574625,0.148084815321477
1952,0.0592791182603516,0.0620304214190739,0.551680808381206,0.544965725844433,0.0592791182603516
1953,0.0556805399325083,0.0606657762568265,0.560104010853178,0.547826121446139,0.0556805399325083
1954,0.0047948854555141,0.0590961791318388,0.554688819382131,0.550238741066215,0.0047948854555141
1955,0.0930540827147402,0.0577252197765221,0.547422543818725,0.552251266285202,0.0930540827147402
1956,0.0652437545476594,0.0564134749865246,0.556753190436321,0.553955879466802,0.0652437545476594
1957,0.0498633879781421,0.0553748101868767,0.55860416058642,0.55539647575005,0.0498633879781421
1958,0.0110605074821079,0.0549113935982203,0.556942609225401,0.556644923383679,0.0110605074821079
1959,0.0855855855855856,0.0552702792191096,0.555316347028901,0.557805167464783,0.0855855855855856
1960,0.0420865441612328,0.0562600121869381,0.56231190751193,0.558984129948874,0.0420865441612328
1961,0.0339400834281379,0.0579922907027636,0.560080535989016,0.560263844587107,0.0339400834281379
1962,0.0733541169998166,0.0604370782873874,0.559024205673484,0.561759622906264,0.0733541169998166
1963,0.0568939005638135,0.063323816388864,0.558227217379332,0.56358494334715,0.0568939005638135
1964,0.0716133204009051,0.0665111168423727,0.559203042639511,0.565825930178239,0.0716133204009051
1965,0.0825162166239252,0.0697932923248418,0.5566534606033,0.568515130408329,0.0825162166239252
1966,0.0890468227424748,0.0730156775487851,0.566300297854594,0.571618862170828,0.0890468227424748
1967,0.0593730006397952,0.0761508364697072,0.573830079748233,0.574984826901094,0.0593730006397952
1968,0.093731126947699,0.0793316444950496,0.578986312816819,0.578407540391325,0.093731126947699
1969,0.0840419657647708,0.0825231986739548,0.588354109742072,0.581669970962188,0.0840419657647708
1970,0.0507334963325184,0.0858345908800915,0.598396047759137,0.584560874658607,0.0507334963325184
1971,0.0818305216210974,0.0893901006580368,0.590537086057087,0.586935848913304,0.0818305216210974
1972,0.101362251299516,0.092962996606892,0.590160809156265,0.588788842890005,0.101362251299516
1973,0.11831719423875,0.0962509515353889,0.590306852098386,0.590149818123874,0.11831719423875
1974,0.0838972567852724,0.0990356307991856,0.597643951240328,0.59106245581274,0.0838972567852724
1975,0.0884801288936628,0.101319362180973,0.58557346076179,0.591572007494173,0.0884801288936628
1976,0.110830146786727,0.102953089723305,0.588115615313018,0.591789539660023,0.110830146786727
1977,0.115373938148909,0.103659365135861,0.587747352350321,0.591766133334814,0.115373938148909
1978,0.128826721091144,0.103239510698954,0.58895527265134,0.5915161302996,0.128826721091144
1979,0.109185518366627,0.101611994423028,0.595651483163733,0.591013684525591,0.109185518366627
1980,0.0904862243072396,0.0989511564224493,0.600848929905506,0.590207341407516,0.0904862243072396
1981,0.126654271027015,0.0955070720510198,0.58893209707187,0.589092024326481,0.126654271027015
1982,0.0511600815454809,0.0914451673413895,0.591010611318442,0.587769072548577,0.0511600815454809
1983,0.072805073266839,0.0872423403159683,0.584210307198528,0.586338226067345,0.072805073266839
1984,0.118941719991965,0.0829726381392071,0.575935641478958,0.584931640264028,0.118941719991965
1985,0.0707288300764219,0.0785657353050656,0.577659603103282,0.583660191331179,0.0707288300764219
1986,0.0519975091013605,0.074310997126031,0.582679356410487,0.5825447954735,0.0519975091013605
1987,0.0708512624365366,0.0704194198623039,0.581960127297297,0.581546363013417,0.0708512624365366
1988,0.0864250026575954,0.0668788648938386,0.578310134230171,0.580627149882721,0.0864250026575954
1989,0.061839530332681,0.0636815120263313,0.577307117656044,0.579753549656046,0.061839530332681
1990,0.0535016586804276,0.0610150024431161,0.582279274128566,0.578868785751497,0.0535016586804276
1991,0.0343054073439111,0.0590485575105903,0.582014057878071,0.577891617267183,0.0343054073439111
1992,0.0541066233678371,0.0578762651575245,0.583158469191505,0.576774908184979,0.0541066233678371
1993,0.0480240039792693,0.0573447818110222,0.581892252581112,0.575512746892871,0.0480240039792693
1994,0.0680996999203869,0.0572630674802904,0.573790098782871,0.57416305738891,0.0680996999203869
1995,0.0552863941287771,0.0573468743962183,0.57041312870394,0.572847558728029,0.0552863941287771
1996,0.0611781964385161,0.0574203211140961,0.562642276399722,0.571684240379102,0.0611781964385161
1997,0.0683263999999999,0.0572869213865398,0.559524699471976,0.570766747510761,0.0683263999999999
1998,0.0638007260702347,0.0567877677194092,0.566265437788652,0.570098305651843,0.0638007260702347
1999,0.0614722710276164,0.0558743474046992,0.568625215482775,0.569569719850802,0.0614722710276164
2000,0.0701249920421025,0.0545682773179127,0.574425935199661,0.569033466477454,0.0701249920421025
2001,0.0301422834762778,0.0529471535707818,0.576017871808513,0.568332576857941,0.0301422834762778
2002,0.0264594061311901,0.0512441394222804,0.573532917195572,0.567364007005623,0.0264594061311901
2003,0.0432373129289974,0.0494643494304378,0.574218138544357,0.566101565883367,0.0432373129289974
2004,0.0674216889128578,0.0473650508203719,0.564162510038048,0.564580751555941,0.0674216889128578
2005,0.070935363265856,0.0446412404521865,0.556059909964832,0.56291822781472,0.070935363265856
2006,0.0708837867589243,0.0411884815669102,0.549470222750171,0.561226476035903,0.0708837867589243
2007,0.0309262454568817,0.0371652786337082,0.560003032731535,0.559549394417188,0.0309262454568817
2008,0.018040411090615,0.0330270891736659,0.565244530513746,0.557813318623416,0.018040411090615
2009,-0.0306842031621659,0.0291669803761006,0.563846594959827,0.555949120702574,-0.0306842031621659
2010,0.0447623309323441,0.0258281526494989,0.549423998947632,0.553961984821548,0.0447623309323441
2011,0.0392522589737212,0.0226552945669647,0.548058164817629,0.551936069889801,0.0392522589737212
