Industry Designation (Abbreviated),"Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Asphalt-Felt-Base Floor Covering;","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Cigarettes","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Typewriters and Parts.....","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Chewing Gum......","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Corn Syrup, Sugar, Oil and Starch. .","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Motor Vehicles....","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Rubber Tires and Tubes…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Rayon and Allied Products..","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Agricultural Implements…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Gypsum Products....","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Tin Cans and Other Tinware…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Photographic Apparatus and Materials....","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Tobacco, Chewing and Smoking....","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Cars, Railroad…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Aluminum Products....","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Soap..","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Pens, Fountain, etc…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Smelting and Refining, Zinc..","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Washing Machines…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Aircraft and Parts…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Liquors, Distilled..","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Roofing…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Carpets and Rugs…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Steel Works and Rolling Mills…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Meat Packing…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Cast Iron Pipe…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Petroleum Refining…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Wire…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Flavoring Extracts…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Cigars…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Doors and Shutters, Metal…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Printer's Machinery…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Cement…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Flour....","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Leather…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Screw Machine Products…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Boots and Shoes…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Canned Fruits and Vegetables …","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Rayon Manufactures…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Paper Goods…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Confectionery…","Figure 8.3: Rate of Profit on Equity vs. CR8, 42 Industries - Source: Bain 1951, Table 1, p. 312, Co; Column: Lumber and Timber Products…"
,FPR008_C1,FPR008_C2,FPR008_C3,FPR008_C4,FPR008_C5,FPR008_C6,FPR008_C7,FPR008_C8,FPR008_C9,FPR008_C10,FPR008_C11,FPR008_C12,FPR008_C13,FPR008_C14,FPR008_C15,FPR008_C16,FPR008_C17,FPR008_C18,FPR008_C19,FPR008_C20,FPR008_C21,FPR008_C22,FPR008_C23,FPR008_C24,FPR008_C25,FPR008_C26,FPR008_C27,FPR008_C28,FPR008_C29,FPR008_C30,FPR008_C31,FPR008_C32,FPR008_C33,FPR008_C34,FPR008_C35,FPR008_C36,FPR008_C37,FPR008_C38,FPR008_C39,FPR008_C40,FPR008_C41,FPR008_C42
Census Number,222.0,1652.0,1314.0,108.0,113.0,1408.0,803.0,629.0,1301.0,1022.0,1123.0,1636.0,1647.0,1405.0,1201.0,631.0,1634.0,1218.0,1315.0,1401.0,133.0,1638.0,201.0,1112.0,123.0,1102.0,705.0,1126.0,115.0,1608.0,1104.0,1325.0,1002.0,116.0,907.0,1117.0,904.0,105.0,209.0,408.0,112.0,311.0
Proportion of Value Product Supplied by First Eight Firms in 1935 (CR8),100.0,99.4,99.3,97.3,95.0,94.2,90.4,90.2,87.7,86.4,85.6,84.9,84.3,84.0,83.7,83.1,82.8,82.2,79.7,72.8,71.4,68.2,68.2,63.8,63.5,63.0,58.9,54.0,54.0,50.7,49.0,47.4,44.7,37.0,34.3,32.9,30.8,30.4,27.1,23.7,19.9,7.6
1936-40 Industry Average Profit Rate after Income Taxes1,9.0,14.4,15.8,16.9,9.3,16.3,8.2,12.1,9.1,10.1,9.1,12.9,11.7,2.8,9.7,15.2,12.3,4.7,14.0,20.8,14.2,7.4,4.7,4.9,3.6,8.6,6.8,7.5,1.8,6.9,18.3,2.2,5.4,7.6,0.8,8.2,7.5,7.4,8.4,12.4,17.0,9.1
