,"BLS PRS84006093, reindexed 1982=100, Index 1982=100","BLS PRS84006153, reindexed 1982=100, Index 1982=100","BLS PRS84006093, reindexed 1958=100, Index 1958=100","BLS PRS84006153, reindexed 1958=100, Index 1958=100",Composite final series,Composite final series,Composite final series
Year,S095-A,S095-B,S095-C,S095-D,S095,S095-A-EXT,S095-B-EXT
1947,40.21509937740957,45.32756680421016,69.66369845249416,70.94211907722061,40.21509937740957,,
1948,42.07413691998653,45.48754385577792,72.88406674159248,71.19249896394528,42.07413691998653,,
1949,43.03609527255487,46.69123325757408,74.55044523212588,73.07639176681863,43.03609527255487,,
1950,46.56951427965415,49.36229837375053,80.67130630241205,77.25687249620114,46.56951427965415,,
1951,48.0480105802942,50.132394801297465,83.23247168669491,78.46214946815859,48.0480105802942,,
1952,49.41047299404858,52.20437344160285,85.59263421803406,81.70500069070313,49.41047299404858,,
1953,51.17094411658287,55.11043933008231,88.64225814818018,86.25328083989503,51.17094411658287,,
1954,52.25642241325532,56.44762682318673,90.52260741765367,88.34611134134548,52.25642241325532,,
1955,54.42238830178791,58.10366512941592,94.27466067260308,90.93797485840588,54.42238830178791,,
1956,54.45732323547393,61.03731326816567,94.33517766058615,95.52942395358475,54.45732323547393,,
1957,56.17786871950992,62.91731944658972,97.31563931875162,98.47181931205968,56.17786871950992,,
1958,57.72748256372506,63.89373110615856,100.0,100.0,57.72748256372506,,
1959,59.92214500492832,66.05617952735055,103.8017636379355,103.38444536538196,59.92214500492832,,
1960,60.96769766310247,67.65264017299587,105.61295063542838,105.88306395911036,60.96769766310247,,
1961,63.09249023693371,69.56795163176592,109.29368029739778,108.88071556844868,63.09249023693371,,
1962,65.9796129708418,71.92568238487168,114.2949770899974,112.5707970714187,65.9796129708418,,
1963,68.55980735879425,73.51552329045212,118.76458891674592,115.05905511811022,68.55980735879425,,
1964,70.87798974410161,75.30726626801122,122.78032333362152,117.86330984942671,70.87798974410161,,
1965,73.38457123607282,76.87283479335377,127.12241722140573,120.31357922364968,73.38457123607282,,
1966,76.36402200900822,79.7678677817251,132.28365176796058,124.84459179444674,76.36402200900822,,
1967,78.03341276871826,81.778062181425,135.17549926515088,127.99074457798038,78.03341276871826,,
1968,80.6972014622765,84.83858867141817,139.7899195988588,132.78077082469954,80.6972014622765,,
1969,81.09146714244719,86.06544716344136,140.47289703466757,134.70092554220196,81.09146714244719,,
1970,82.70221712061286,87.65859793905425,143.26316244488632,137.19436386241193,82.70221712061286,,
1971,86.10837315499882,89.24181910456981,149.1635687732342,139.6722613620666,86.10837315499882,,
1972,88.88819573544272,91.93495002096252,153.97899195988583,143.88727724823872,88.88819573544272,,
1973,91.59191006749928,93.84915818972176,158.6625745655745,146.88320209973756,91.59191006749928,,
1974,90.15333940535751,92.6642247181094,156.17057145327226,145.0286641801354,90.15333940535751,,
1975,93.31744625634757,93.60753767735386,161.65168150773755,146.50504213289128,93.31744625634757,,
1976,96.25198068597236,96.15062115227607,166.73510849831416,150.48521895289403,96.25198068597236,,
1977,97.8864365119964,97.4591231050994,169.56643900752138,152.533153750518,97.8864365119964,,
1978,98.96567642765348,99.00483241024736,171.4359816719979,154.95234148363036,98.96567642765348,,
1979,98.94696128460744,99.14605353163132,171.40356185700702,155.17336648708385,98.94696128460744,,
1980,98.75481914933437,98.84706193870122,171.07071842310015,154.70541511258463,98.75481914933437,,
1981,100.7860360079352,98.90443301926344,174.58934901011497,154.7952065202376,100.7860360079352,,
1982,100.0,100.0,173.22771678049625,156.50987705484184,100.0,,
1983,103.55962020736376,99.94924865950264,179.39396559176967,156.43044619422574,103.55962020736376,,
1984,106.32072764476165,100.14453099141642,184.17696896343045,156.7360823318138,106.32072764476165,,
1985,108.71127524984716,101.46516913435865,188.31805999827097,158.80301146567203,108.71127524984716,,
1986,111.88286815805562,104.73090756636287,193.81213797873255,163.91421467053462,111.88286815805562,,
1987,112.45679921146863,105.04203534941192,194.80634563845425,164.4011603812681,112.45679921146863,,
1988,114.17110631448926,106.49837816368412,197.77600069162276,166.6804807293825,114.17110631448926,,
1989,115.29651024966005,104.81917076722787,199.72551223307687,164.05235529769303,115.29651024966005,,
1990,117.75692772211757,106.15304839029989,203.98763724388343,166.14000552562507,117.75692772211757,,
1991,119.65464322698972,107.53105761380436,207.275006483963,168.29672606713632,119.65464322698972,,
1992,124.76762030717788,110.3290010812242,216.132099939483,172.67578394805915,124.76762030717788,,
1993,125.25421402637588,110.06752134866171,216.97501512924703,172.26654234010226,125.25421402637588,,
1994,126.4644599433555,109.2654295108012,219.07149649866,171.01118939079984,126.4644599433555,,
1995,126.6328962307702,108.88369116706016,219.3632748335783,170.41373117833956,126.6328962307702,,
1996,130.37467716378245,109.75529027560184,225.8450765107634,171.77786987152922,130.37467716378245,,
1997,132.85006675067686,110.89388556676008,230.1331373735627,173.5598839618732,132.85006675067686,,
1998,136.59184768368914,116.0407334671992,236.61493905074784,181.61520928305012,136.59184768368914,,
1999,140.78903043082258,119.267856748825,243.885622892712,186.66597596353088,140.78903043082258,,
2000,146.27755804813535,123.4890443301926,253.3932739690499,193.2725514573836,146.27755804813535,,
2001,150.6431770826835,125.74858227233612,260.9557361459324,196.80895151263988,150.6431770826835,,
2002,157.42180189397246,127.57563053024118,272.6981931356445,199.6684624948197,157.42180189397246,,
2003,163.46554542165217,130.7950307817913,283.16763205671305,204.7071418704241,163.46554542165217,,
2004,168.26785112727543,131.81778062181425,291.48655658338373,206.30784638762265,168.26785112727543,,
2005,171.12378195610674,132.59560007943688,296.4338203509985,207.52521066445644,171.12378195610674,,
2006,172.80814483025364,133.32156490655132,299.3516037001815,208.66141732283464,172.80814483025364,,
2007,175.89489575665326,135.07910589377525,304.6987118526844,211.41214256112727,175.89489575665326,,
2008,179.6054847845887,133.94161389262783,311.12648050488457,209.63185522862275,179.6054847845887,,
2009,186.37163283384692,136.81568437079372,322.84732428460273,214.1300594004697,186.37163283384692,,
2010,186.9806469244287,136.7371161118239,323.902305488589,214.0070923149519,186.9806469244287,,
2011,188.8080307632466,135.9031756371734,327.06784078938904,212.70189310336588,188.8080307632466,,
2012,187.609130338153,135.62387176391738,324.9910129565277,212.26475495472343,187.609130338153,,
2013,186.8542837423567,136.43682020653594,,,186.8542837423567,186.8542837423567,136.43682020653594
2014,188.78492070333152,137.81203128204754,,,188.78492070333152,188.78492070333152,137.81203128204754
2015,194.2385029491825,139.56255889655168,,,194.2385029491825,194.2385029491825,139.56255889655168
2016,194.02999809145115,140.42179875289798,,,194.02999809145115,194.02999809145115,140.42179875289798
