,"Jastram (1977) Golden Constant Table 1 + MeasuringWorth, Index 1930=100, Index 1930=100","Jastram (1977) Golden Constant + COMEX/LBMA, gold price series, $ per oz",Composite final series,Composite final series,Composite final series
Year,S025-A,S025-B,S025,S025-A-EXT,S025-B-EXT
1780,122.05002671490398,,122.05002671490398,,
1781,98.88724792229446,,98.88724792229446,,
1782,107.47197289718756,,107.47197289718756,,
1783,94.14900105042877,,94.14900105042877,,
1784,90.41501614084382,,90.41501614084382,,
1785,85.98290750648874,,85.98290750648874,,
1786,81.84732056090964,,81.84732056090964,,
1787,80.33327872245972,,80.33327872245972,,
1788,76.77082733787171,,76.77082733787171,,
1789,76.0583370609541,,76.0583370609541,,
1790,78.90829816862453,,78.90829816862453,,
1791,81.46374614738856,,81.46374614738856,,
1792,82.98559635014196,,82.98559635014196,,
1793,85.85025555532485,,85.85025555532485,,
1794,95.24991857233124,,95.24991857233124,,
1795,108.94657039711193,,108.94657039711193,,
1796,114.67588880747772,,114.67588880747772,,
1797,110.3788999997034,,110.3788999997034,,
1798,106.7085553930628,,106.7085553930628,,
1799,106.7085553930628,,106.7085553930628,,
1800,108.94657039711193,19.37123850991775,108.94657039711193,,
1801,120.0331098504384,19.37123850991775,120.0331098504384,,
1802,98.92604435275916,19.37123850991775,98.92604435275916,,
1803,99.67225373904076,19.37123850991775,99.67225373904076,,
1804,106.6013408973698,19.37123850991775,106.6013408973698,,
1805,119.2869004641568,19.37123850991775,119.2869004641568,,
1806,113.3172253739041,19.37123850991775,113.3172253739041,,
1807,109.90598246518826,19.37123850991775,109.90598246518826,,
1808,97.32702423929862,19.37123850991775,97.32702423929862,,
1809,109.90598246518826,19.37123850991775,109.90598246518826,,
1810,110.65219185146984,19.37123850991775,110.65219185146984,,
1811,106.6013408973698,19.37123850991775,106.6013408973698,,
1812,110.65219185146984,19.37123850991775,110.65219185146984,,
1813,136.9827230531202,19.37123850991775,136.9827230531202,,
1814,148.49492537313432,20.08055152394775,148.49492537313432,,
1815,128.7576709796673,21.619061441702947,128.7576709796673,,
1816,118.1001909307876,20.92972907595549,118.1001909307876,,
1817,127.1428057553957,19.441170778906624,127.1428057553957,,
1818,124.29716348633318,19.37123850991775,124.29716348633318,,
1819,105.64192882929346,19.37123850991775,105.64192882929346,,
1820,89.65172769468799,19.37123850991775,89.65172769468799,,
1821,89.65172769468799,19.37123850991775,89.65172769468799,,
1822,89.65172769468799,19.37123850991775,89.65172769468799,,
1823,86.98669417225375,19.37123850991775,86.98669417225375,,
1824,82.9358432181537,19.37123850991775,82.9358432181537,,
1825,86.98669417225375,19.37123850991775,86.98669417225375,,
1826,83.68205260443528,19.37123850991775,83.68205260443528,,
1827,82.9358432181537,19.37123850991775,82.9358432181537,,
1828,81.97643115007737,19.37123850991775,81.97643115007737,,
1829,81.23022176379578,19.37123850991775,81.23022176379578,,
1830,76.96616812790099,19.37123850991775,76.96616812790099,,
1831,79.31139762764313,19.37123850991775,79.31139762764313,,
1832,80.27080969571945,19.37123850991775,80.27080969571945,,
1833,80.27080969571945,19.37123850991775,80.27080969571945,,
1834,73.91028084252757,19.92070633768747,73.91028084252757,,
1835,79.32324794586759,20.66998064828253,79.32324794586759,,
1836,90.31261478975352,20.66998064828253,90.31261478975352,,
1837,87.20753234750462,21.619061441702947,87.20753234750462,,
1838,86.40575263662512,20.83981615868408,86.40575263662512,,
1839,88.80000000000001,20.649999999999995,88.80000000000001,,
1840,75.30000000000001,20.649999999999995,75.30000000000001,,
1841,72.90000000000002,20.649999999999995,72.90000000000002,,
1842,65.00000000000001,20.649999999999995,65.00000000000001,,
1843,59.400000000000006,20.649999999999995,59.400000000000006,,
1844,61.00000000000001,20.649999999999995,61.00000000000001,,
1845,65.90000000000002,20.649999999999995,65.90000000000002,,
1846,65.90000000000002,20.649999999999995,65.90000000000002,,
1847,71.30000000000001,20.649999999999995,71.30000000000001,,
1848,65.00000000000001,20.649999999999995,65.00000000000001,,
1849,65.00000000000001,20.649999999999995,65.00000000000001,,
1850,66.6,20.649999999999995,66.6,,
1851,65.90000000000002,20.649999999999995,65.90000000000002,,
1852,69.7,20.649999999999995,69.7,,
1853,76.90000000000002,20.649999999999995,76.90000000000002,,
1854,85.70000000000002,20.649999999999995,85.70000000000002,,
1855,87.20000000000002,20.649999999999995,87.20000000000002,,
1856,83.20000000000002,20.649999999999995,83.20000000000002,,
1857,87.97231884057972,20.6799709724238,87.97231884057972,,
1858,73.80000000000001,20.649999999999995,73.80000000000001,,
1859,76.30000000000001,20.649999999999995,76.30000000000001,,
1860,73.80000000000001,20.649999999999995,73.80000000000001,,
1861,70.6,20.649999999999995,70.6,,
1862,72.81276686592656,23.39733913884857,72.81276686592656,,
1863,72.57221852098601,29.990953072085144,72.57221852098601,,
1864,75.29329050678088,41.98933236574745,75.29329050678088,,
1865,93.18025830258304,32.48853410740203,93.18025830258304,,
1866,97.85077239958808,29.101814223512328,97.85077239958808,,
1867,92.96797339866993,28.542356071601358,92.96797339866993,,
1868,89.67974376731304,28.85205611998064,89.67974376731304,,
1869,90.00360130956712,27.463401064344456,90.00360130956712,,
1870,93.1237894736842,23.7270198355104,93.1237894736842,,
1871,92.294369857081,23.06765844218674,92.294369857081,,
1872,95.8789156626506,23.217513304305758,95.8789156626506,,
1873,92.6283163265306,23.497242380261245,92.6283163265306,,
1874,89.90865593736407,22.967755200774064,89.90865593736407,,
1875,81.37452631578948,23.7270198355104,81.37452631578948,,
1876,78.19626898047723,23.02769714562167,78.19626898047723,,
1877,80.25609418282549,21.639042089985484,80.25609418282549,,
1878,71.61103646833014,20.819835510401543,71.61103646833014,,
1879,71.30000000000001,20.649999999999995,71.30000000000001,,
1880,79.40000000000002,20.649999999999995,79.40000000000002,,
1881,81.60000000000001,20.649999999999995,81.60000000000001,,
1882,85.70000000000002,20.649999999999995,85.70000000000002,,
1883,80.00000000000001,20.649999999999995,80.00000000000001,,
1884,73.80000000000001,20.649999999999995,73.80000000000001,,
1885,67.50000000000001,20.649999999999995,67.50000000000001,,
1886,65.00000000000001,20.649999999999995,65.00000000000001,,
1887,67.50000000000001,20.649999999999995,67.50000000000001,,
1888,68.2,20.649999999999995,68.2,,
