,"Shaikh IO 1947 fixed capital, Ratio","Shaikh IO 1958 fixed capital, Ratio","Shaikh IO 1963 fixed capital, Ratio","Shaikh IO 1967 fixed capital, Ratio","Shaikh IO 1972 fixed capital, Ratio","Shaikh IO 1947 fixed capital, Ratio","Shaikh IO 1958 fixed capital, Ratio","Shaikh IO 1963 fixed capital, Ratio","Shaikh IO 1967 fixed capital, Ratio","Shaikh IO 1972 fixed capital, Ratio",Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series
Year,S047-tpmr_1947,S047-tpmr_1958,S047-tpmr_1963,S047-tpmr_1967,S047-tpmr_1972,S047-tvr_1947,S047-tvr_1958,S047-tvr_1963,S047-tvr_1967,S047-tvr_1972,S047-qtpmtpop_1947,S047-qtpmtpop_1958,S047-qtpmtpop_1963,S047-qtpmtpop_1967,S047-qtpmtpop_1972,S047-qtpmtv_1947,S047-qtpmtv_1958,S047-qtpmtv_1963,S047-qtpmtv_1967,S047-qtpmtv_1972,S047-qtpoptv_1947,S047-qtpoptv_1958,S047-qtpoptv_1963,S047-qtpoptv_1967,S047-qtpoptv_1972
1,0.1102504,0.0684539,0.0583507,0.0496284,0.047817,0.0949505,0.0737648,0.0654846,0.0561839,0.0480389,1.1443838721865385,0.8779382643847984,0.8047772993459797,0.7573155099798571,0.8292866508036711,1.1611355390440283,0.928002244973212,0.8910598827816005,0.8833206665966585,0.9953808267882902,1.0146381535642257,1.0570244886449909,1.1072129935893325,1.1663839640893567,1.2002856018768122
2,0.00098,0.0011714,0.0010273,0.000981,0.0007612,0.0007275,0.0008772,0.0007239,0.0008001,0.0006957,1.4182344428364688,1.2298162729658793,1.1114356810559345,0.8851394026888028,0.7041628122109158,1.3470790378006874,1.3353853169174648,1.4191186627987291,1.2260967379077616,1.0941497772028173,0.949828178694158,1.085841313269494,1.2768338168255284,1.385201849768779,1.5538306741411525
3,0.0016633,0.0014898,0.0014731,0.0010867,0.0013643,0.0016036,0.0014428,0.0013992,0.0011553,0.0012837,1.087337386415637,0.9857086145295753,0.9311630847029077,0.7536061026352289,0.8872341809195552,1.0372287353454728,1.0325755475464375,1.052815894797027,0.940621483597334,1.062787255589312,0.9539161885757048,1.0475464374826726,1.1306460834762722,1.2481606509131826,1.1978655449092466
4,0.0090904,0.0038933,0.0029265,0.0026462,0.003157,0.010509,0.0048484,0.0034819,0.0031398,0.0035403,1.0286166902404523,0.8486017567950479,0.8674195269429129,0.8328454977496617,0.8775538568450313,0.8650109430012372,0.8030071776256085,0.8404893879778281,0.8427925345563412,0.8917323390673106,0.8409458559330099,0.946270934741358,0.96895373215773,1.0119434358876362,1.0161568228681186
5,0.0108246,0.0138898,0.0124227,0.0118435,0.0106353,0.0055113,0.006854,0.0061423,0.0057309,0.0047878,1.154451601894117,1.570427153291274,1.5022855898998693,1.4920756903850032,1.6376360808709176,1.9640738119862824,2.0265246571345203,2.022483434544063,2.0666038493081365,2.2213333890304523,1.7013045923829222,1.2904289466005252,1.346270940852775,1.3850529585230942,1.3564267513262875
6,0.0015625,0.0020108,0.001973,0.00178,0.0016689,0.0015194,0.001639,0.0017132,0.0016124,0.0016069,1.1240198546867133,1.2448461586083082,1.154678995727746,1.0459513456340344,0.9441615750169722,1.0283664604449123,1.2268456375838923,1.1516460424935793,1.1039444306623667,1.038583608189682,0.9149006186652626,0.9855399633923124,0.997373336446416,1.0554452989332672,1.100006223162611
7,0.0005985,0.0006726,0.0006501,0.0007814,0.0004539,0.0003237,0.0004137,0.000433,0.0004518,0.0003723,1.8313953488372092,1.4720945502298095,1.3015015015015017,1.3203785062521125,0.8787996127783155,1.8489341983317888,1.6258158085569252,1.5013856812933026,1.7295263390880922,1.2191780821917808,1.0095767686129131,1.1044234952864391,1.153579676674365,1.3098716246126605,1.3873220521085148
8,0.063388,0.0845212,0.0802573,0.0723172,0.0802905,0.0633768,0.0935621,0.0916933,0.0868662,0.0950111,1.0409290654825636,0.9703614579554276,0.9688932081029528,0.9541282951157084,0.9637546948089128,1.000176720818975,0.9033700611679304,0.8752798732295598,0.8325125307657063,0.8450644187889625,0.9608500271392688,0.9309624303003032,0.9033811630729836,0.8725373044981822,0.8768459685236777
9,0.0003725,0.0058345,0.0050153,0.0076595,0.0040853,0.0005222,0.005572,0.0046028,0.0063785,0.003439,0.4092507141287629,1.132318978399674,1.2560544967316989,1.3943603000072815,1.3072123384103418,0.7133282267330525,1.0471105527638191,1.0896193621274008,1.2008309163596458,1.187932538528642,1.7430103408655688,0.924748743718593,0.8674936994872686,0.8612056126048445,0.908752544344286
10,0.1081181,0.0865343,0.0778739,0.0713414,0.0674542,0.087963,0.0809434,0.0752963,0.0694937,0.0617258,1.224282482216339,1.047249125923846,1.0008405251354286,0.9769020734456004,1.0288329840552255,1.2291315666814455,1.069071721721598,1.034232757784911,1.0265880216480054,1.0928039814793815,1.00396075622705,1.0208380176765492,1.0333641892098284,1.050860725504614,1.0621782139721154
11,0.0098631,0.0082813,0.0080335,0.006584,0.0052677,0.0052016,0.004234,0.00386,0.0034327,0.0027108,1.9877267230955256,1.938733465995552,2.022991110775352,1.8067065473903736,1.8179527885146327,1.8961665641341128,1.9559045819555976,2.081217616580311,1.9180237131121276,1.943227091633466,0.9539372500768996,1.0088568729333964,1.028782383419689,1.0616133073091152,1.0689095469971963
12,0.0256778,0.014683,0.0137572,0.0126954,0.0101075,0.0258051,0.0149366,0.0138913,0.0128451,0.0108131,1.0911818324756395,0.9715733890925452,0.9740645024250364,0.974103998342656,0.9222844733192204,0.9950668666271396,0.9830215711741628,0.990346475851792,0.9883457505196536,0.9347458175731288,0.9119166366338436,1.0117831367245558,1.0167154981895143,1.014620361071537,1.0135113889633869
13,0.0045525,0.0028265,0.0032249,0.0032831,0.0034015,0.0036375,0.0026299,0.0032133,0.0030697,0.0034868,1.344784804891738,1.0598447635831865,0.9906918161710494,1.0509282970550575,0.9711357277451036,1.251546391752577,1.0747556941328569,1.003609995954315,1.069518193960322,0.9755363083629688,0.9306666666666666,1.014068976006692,1.0130395543522237,1.017689024986155,1.0045313754732133
14,0.0273453,0.0197763,0.0194986,0.0185175,0.0172103,0.0289375,0.0216023,0.0210294,0.0207829,0.0197221,1.1081110651851491,1.0150489398504343,1.066779735200788,1.066946691557768,1.0056798592890828,0.944977969762419,0.915471963633502,0.9272066725631736,0.890996925356904,0.8726403374894155,0.8527827213822893,0.9018993347930544,0.8691641226092993,0.8350903868083857,0.8677118562424894
15,0.0026872,0.0025736,0.002697,0.0028291,0.0028097,0.0030544,0.0026235,0.0027536,0.0027099,0.0030263,0.995222399170401,1.0284526854219949,1.0576055840947414,1.146963431444093,1.0123950563903,0.8797799895233106,0.9809796073947018,0.9794450900639164,1.043986862983874,0.9284274526649704,0.884003404924044,0.9538402896893464,0.9260967460778616,0.9102180892283848,0.9170604368370616
16,0.0131366,0.0106278,0.0103992,0.0096885,0.0122995,0.0146627,0.0134685,0.0121957,0.0110878,0.0128871,0.9731391489866068,0.8149403429132289,0.8879704897875539,0.9113270373993528,0.9920311655630208,0.895919578249572,0.7890856442811004,0.8526939823052387,0.8737982286837784,0.9544040164195202,0.9206489937051155,0.9682741210973752,0.9602728830653426,0.9588196035282022,0.9620705977295124
17,0.0013002,0.0005675,0.0004097,0.000418,0.0002661,0.0015205,0.0006949,0.0005332,0.0005177,0.0003472,0.9427887752882316,0.8167818077144502,0.7743337743337743,0.8741112505227938,0.8256282966180578,0.8551134495231832,0.8166642682400345,0.7683795948987248,0.8074174232180801,0.7664170506912443,0.9070042749095694,0.999856094402072,0.9923105776444112,0.9237009851265212,0.9282834101382488
18,0.004575,0.0044455,0.0043369,0.0041536,0.0041664,0.0051527,0.0047054,0.0047791,0.004584,0.0048322,1.0005686291663023,1.0277899798857884,1.0262908798334045,1.0610805977774942,0.9860134895278664,0.8878840219690648,0.9447655884728184,0.9074721181812476,0.9061082024432808,0.8622159678821241,0.887379432142372,0.919220470098185,0.8842250632964367,0.8539485165794065,0.8744464219196225
19,0.0017266,0.001879,0.0019427,0.0021251,0.0021316,0.002055,0.0017919,0.0019485,0.0020715,0.0021547,0.934357919800855,1.114141713608064,1.0892016147118186,1.1608762154484868,1.0895522388059702,0.8401946472019465,1.0486076231932586,0.9970233512958686,1.0258749698286267,0.9892792500116028,0.8992214111922141,0.9411797533344496,0.915370798049782,0.8837074583635047,0.9079686267229776
20,0.0118092,0.0129986,0.0127214,0.0124098,0.0113498,0.0113567,0.0120408,0.011845,0.0118188,0.0114476,1.0400915976748284,1.0180129379885032,0.992975006634716,0.9476963962519188,0.9109061870480502,1.0398443209735222,1.0795462095541823,1.0739890249050232,1.0500050766575286,0.9914567245536182,0.9997622548803788,1.0604444887382898,1.081587167581258,1.1079551223474464,1.0884290156888778
21,0.0039535,0.0049709,0.0050283,0.0048769,0.0045529,0.0039151,0.0045074,0.0045957,0.0048156,0.0046706,1.0508199771416422,1.0851597974152989,1.0708079560458283,0.9879666957032596,0.9602235579457978,1.0098081785905852,1.102830900297289,1.094131470722632,1.0127294625799486,0.9747998115873764,0.9609716226916298,1.0162843324311133,1.0217812302804794,1.0250643741174517,1.0151800625187344
22,0.0159799,0.0172739,0.0174218,0.0178411,0.0169649,0.0184241,0.0194863,0.0193154,0.0192311,0.0189161,0.9074384295197586,0.940716133424098,0.991001137656428,1.0341647489812598,0.9817252773325156,0.8673368034259475,0.8864638233014989,0.9019642357911304,0.9277212431946168,0.8968497734733903,0.9558078820675096,0.9423287129932312,0.9101545916729656,0.89707297034491,0.913544546708888
23,0.0111717,0.0142758,0.0155628,0.0157938,0.0137782,0.0101169,0.0109693,0.0113304,0.0119212,0.0114568,1.0347040844679078,1.1247340970329167,1.1285896617740905,1.0482030861124938,0.9775031393443204,1.1042611867271594,1.3014321788992915,1.3735437407328956,1.3248498473308057,1.202622023601704,1.0672241496901225,1.1571020940260546,1.21704441149474,1.2639247726738918,1.2302999092242162
24,0.0035506,0.0052743,0.0060135,0.0061368,0.0055427,0.0031477,0.0039606,0.0044663,0.0050684,0.0051159,1.0831274213721362,1.1829498048714844,1.1612436033600464,1.003138485680659,0.9193246089797814,1.1279982209232138,1.3316921678533555,1.346416496876609,1.2107963065267149,1.0834261811216015,1.0414270737363789,1.12573852446599,1.1594608512639095,1.2070081287980428,1.178502316307981
25,0.0075349,0.0085154,0.0090216,0.0095012,0.0098295,0.0064799,0.0060477,0.0068261,0.0073099,0.0079446,1.2003600331357929,1.3955782814625433,1.318369136343709,1.3097877033360903,1.2569693094629155,1.1628111544931248,1.4080394199447723,1.321633143376159,1.2997715427023624,1.2372554942980138,0.9687186530656338,1.0089290143360286,1.0024757914475324,0.9923528365641116,0.9843163910077286
26,0.0032259,0.0025049,0.0025682,0.0023051,0.0020652,0.0023619,0.0019654,0.0020101,0.0019711,0.0018099,1.3273123765635286,1.2415861214374224,1.2481531881804042,1.136188880126183,1.107583395902607,1.3658071891273973,1.2744988297547573,1.2776478782150142,1.169448531276952,1.141057516989889,1.029002074600957,1.0265085987585223,1.0236306651410378,1.0292729947744914,1.0302226642355932
