,"Shaikh IO 1947 fixed capital, Ratio","Shaikh IO 1958 fixed capital, Ratio","Shaikh IO 1963 fixed capital, Ratio","Shaikh IO 1967 fixed capital, Ratio","Shaikh IO 1972 fixed capital, Ratio","Shaikh IO 1947 fixed capital, Ratio","Shaikh IO 1958 fixed capital, Ratio","Shaikh IO 1963 fixed capital, Ratio","Shaikh IO 1967 fixed capital, Ratio","Shaikh IO 1972 fixed capital, Ratio",Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series
27,0.0195105,0.023441,0.0219073,0.0203217,0.0179475,0.0144675,0.014639,0.0132154,0.0117201,0.010792,0.9067860811206492,1.2452786085773937,1.2342627596581277,1.242704613277237,1.2194831932487618,1.3485743908761016,1.6012705785914338,1.6577099444587375,1.7339186525712238,1.6630374351371389,1.4872023500950406,1.2858733520049186,1.343077016208363,1.395278197285006,1.363723128243143
28,0.0086225,0.009049,0.0098881,0.0104589,0.0117928,0.0082924,0.0076425,0.0084099,0.0092824,0.0108922,1.148395775341955,1.2048786333435415,1.1922423043997252,1.137875886679142,1.0883786178381571,1.0398075346100044,1.1840366372260385,1.1757690341145557,1.1267452383004397,1.0826830208773253,0.9054435386619072,0.9827019954203468,0.9861829510457912,0.9902180470567956,0.9947668974128276
29,0.0028136,0.0012195,0.0009807,0.0008304,0.0006055,0.0023657,0.0010507,0.0009149,0.0007478,0.0005689,1.2446253207113154,1.1779194436395248,1.1056369785794813,1.166947723440135,1.0654583846559915,1.1893308534471825,1.1606548015608644,1.0719204284621269,1.11045734153517,1.0643346809632626,0.955573403221034,0.9853431045969356,0.969504863919554,0.9515913345814389,0.9989453330989628
30,0.0064779,0.0042439,0.0036508,0.0034095,0.0025817,0.0072665,0.0044124,0.004017,0.0037994,0.0029913,1.0157109929912038,1.0837057276371902,1.0746813458538165,1.110984391801623,1.019669023263162,0.8914745751049336,0.9618121657148035,0.908837440876276,0.8973785334526505,0.8630695684150704,0.8776852680107341,0.8875215302329796,0.8456808563604681,0.8077327999157761,0.8464212884030354
31,0.0028052,0.0029796,0.0030716,0.0030039,0.0032045,0.0034897,0.0026254,0.0028237,0.0028159,0.0031539,0.8681335685327887,1.1279954571266324,1.0843747793546563,1.0549253731343282,1.013986013986014,0.8038513339255523,1.1349127751961603,1.0877926125296595,1.0667637345076173,1.0160436285234156,0.9259535203599164,1.0061323988725528,1.00315189290647,1.0112219894172378,1.0020292336472305
32,0.0073029,0.0101684,0.0099611,0.0086603,0.0087741,0.0081806,0.0093204,0.0094855,0.0089056,0.0090792,0.9107904517223318,1.050400289241258,1.0009948548918723,0.9268498897664762,0.9402366103002636,0.8927095812043127,1.0909832196043088,1.0501396868905173,0.972455533596838,0.9663957176843774,0.980148155392025,1.0386356808720656,1.0490959886142008,1.049204994610133,1.0278218345228654
33,0.0277343,0.0266159,0.025929,0.0247943,0.0212468,0.0329928,0.0269118,0.0251456,0.0252359,0.0231134,0.7593902819685777,0.9115190328601518,0.9386063348416288,0.8835479755685584,0.8381777441141197,0.8406167406221963,0.9890048231630736,1.0311545558666326,0.9825011194369924,0.9192416520286932,1.1069627312625785,1.085007320208979,1.0986017434461697,1.1119952131685416,1.0967144600102106
34,0.0137611,0.012459,0.0139776,0.0151608,0.0137358,0.0134256,0.0121692,0.0134995,0.0143621,0.0151028,1.069105627893968,0.9977257075131734,1.0046286979271482,1.0158670597694988,0.8794739470617612,1.0249895721606483,1.0238142195049798,1.0354161265232047,1.0556116445366626,0.9094869825462828,0.9587355499940412,1.0261479801465996,1.0306455794659062,1.039123805014587,1.034126122308446
35,0.0021408,0.0028861,0.0025955,0.0027211,0.0027842,0.0023005,0.0028452,0.0025655,0.0026836,0.0029715,0.8894058994599087,1.0018397667314634,1.0035572052739434,1.0021729522687095,0.9320745873924544,0.930580308628559,1.0143750878672853,1.0116936269732997,1.013973766582203,0.9369678613494868,1.0462942838513365,1.012512301419935,1.0081075813681544,1.0117752273066032,1.0052498738011104
36,0.0091201,0.0101874,0.0088737,0.0094001,0.0087584,0.0086477,0.0102795,0.0092031,0.0100216,0.0100768,1.1117599015030537,1.0333515915038645,1.0266446074461435,1.0203857885652878,0.9447500701141242,1.0546272419255989,0.9910404202539032,0.964207712618574,0.9379839546579388,0.8691648142267385,0.9486106132266384,0.95905442871735,0.9391835359824408,0.919244432026822,0.919994442680216
37,0.0048365,0.0046179,0.0048251,0.0070769,0.0064393,0.0050043,0.0050956,0.0055643,0.0072312,0.0072284,1.012349555206698,0.929734844671727,0.9303011606832992,1.0640354833859569,0.963736230842912,0.9664688368003516,0.9062524530967896,0.867153101018996,0.9786619095032636,0.8908333794477339,0.9546789760805708,0.9747429154564724,0.9321208417950146,0.9197643544639892,0.9243539372475236
38,0.0064067,0.007681,0.0080847,0.008659,0.0081405,0.0077279,0.0070047,0.0074211,0.0079383,0.0083237,0.9353802578365672,1.135721784388816,1.1533589169293978,1.1834731979334665,1.0589268292682927,0.8290350548014338,1.0965494596485217,1.089420705825282,1.090787700137309,0.9779905570839892,0.8863080526404327,0.965508872614102,0.9445634744175392,0.9216834838693424,0.9235676441966914
39,0.0020277,0.002714,0.0022458,0.0025977,0.0030872,0.0023671,0.0024346,0.0021909,0.0024918,0.0029785,0.9259326909904562,1.1653570355103269,1.0919434044829095,1.1226015557476232,1.0993910473273745,0.8566178023742131,1.114762178591966,1.025058195262221,1.0424993980255235,1.0364948799731408,0.9251404672383928,0.9565842438182864,0.9387466338034596,0.9286459587446824,0.942789994963908
40,0.0035345,0.0032152,0.0030673,0.0035559,0.0031858,0.0037911,0.0031558,0.0033956,0.0036199,0.0031693,0.98922474111391,1.0563111899599185,0.9812220089571336,1.085141444658061,1.096774193548387,0.932315159188626,1.0188224855821029,0.9033160560725644,0.982319953589878,1.0052061969520083,0.9424705230671836,0.9645097914950252,0.9206031334668394,0.9052460012707534,0.9165115325150665
41,0.0039428,0.0039738,0.0039732,0.0045218,0.0045127,0.0040551,0.0036104,0.0038314,0.0042872,0.0044936,1.0349099690272454,1.13333143199384,1.098297213622291,1.148306160800447,1.0978469772533754,0.9723064782619416,1.1006536671836915,1.037009970245863,1.0547210300429186,1.0042504895851876,0.9395082735320954,0.9711666297363172,0.9441979433105392,0.9185015861168128,0.914745415702332
42,0.0014073,0.0012484,0.0014896,0.0018274,0.0016084,0.001462,0.0012797,0.0015024,0.0018285,0.0017186,1.0806265837364664,1.0433765148349352,1.100798108187999,1.157534680433268,1.0629832793602538,0.9625854993160056,0.975541142455263,0.9914802981895632,0.999398414000547,0.9358780402653324,0.890766073871409,0.9349847620536064,0.9006922257720978,0.8633852884878315,0.8804259280809962
43,0.0042217,0.00426,0.0048402,0.0061823,0.0040912,0.0047995,0.0041088,0.0051095,0.0064234,0.0048356,0.9807187492740492,1.0871506954191654,1.0497527544027068,1.1249954507406197,0.9625673481871868,0.8796124596312116,1.0367990654205608,0.9472942557980232,0.9624653610237568,0.8460584001985275,0.8969059277008021,0.9536847741433022,0.902397494862511,0.8555282249276084,0.8789602117627596
44,0.00452,0.003115,0.0034253,0.0039626,0.0033568,0.0044726,0.0031027,0.0034277,0.0038958,0.0032985,1.1437246963562753,1.0701157717544405,1.1072571520930985,1.16137162954279,1.124405439807061,1.010597862540804,1.0039642891674994,0.9992998220381012,1.0171466707736536,1.0176747006214946,0.8836023789294817,0.9381828729815967,0.902500218805613,0.875814980235125,0.9050780657874792
45,0.0044797,0.004521,0.0050095,0.0055945,0.0046625,0.0045523,0.004238,0.0046695,0.0054768,0.0049765,1.099744685029705,1.117538005190953,1.1575700157130973,1.1366545439769191,1.0295903720878876,0.984052017661402,1.066776781500708,1.0728129350037476,1.021490651475314,0.9369034461971264,0.8948004305515893,0.9545776309579992,0.926780169182996,0.898681711948583,0.9099768913895308
46,0.0009749,0.0020523,0.0022897,0.0030971,0.0025538,0.0020255,0.0026296,0.0031364,0.003794,0.0034123,0.5926804061037145,0.8914516549387542,0.8778851315083198,1.0172770569880112,0.8899808328977175,0.4813132559861762,0.7804609066017645,0.7300408111210305,0.8163152345809173,0.74841016323301,0.8120957788200445,0.8754943717675692,0.8315903583726566,0.8024512387981022,0.8409284060604285
47,0.0016061,0.002924,0.003944,0.0046915,0.0045928,0.0022575,0.0026287,0.004037,0.0046938,0.004838,0.8433627389203948,1.2258416132142709,1.1594202898550725,1.1872706567126408,1.0826713184507673,0.7114507198228129,1.112336896564842,0.9769630914045082,0.9995099919042142,0.9493178999586606,0.8435880398671097,0.9074067029330088,0.8426306663363885,0.8418552132600452,0.8768292682926829
48,0.0028971,0.0026664,0.0030132,0.0034787,0.0048643,0.0028139,0.0023999,0.0026904,0.0030387,0.0041936,1.112814012445264,1.135459694246902,1.1750116986429575,1.227617602427921,1.2497880321677244,1.0295675041756993,1.1110462935955665,1.1199821587867975,1.1447987626287557,1.1599341854254104,0.9251927929208572,0.9784991041293388,0.9531668153434434,0.9325369401388752,0.9281047310186952
49,0.006041,0.0065323,0.0062936,0.0072911,0.0059588,0.0060852,0.005888,0.0061675,0.0070605,0.006407,1.0674842289409978,1.1788389006189883,1.128370625358577,1.1839468684539565,1.0372691350288092,0.9927364753828964,1.1094259510869566,1.0204458856911227,1.0326605764464274,0.9300452629936008,0.929977650693486,0.9411175271739132,0.904353465747872,0.8722186813965017,0.8966286873731856
50,0.00534,0.0047609,0.0045285,0.0042777,0.0038152,0.0046268,0.0043349,0.004358,0.0042529,0.0038515,1.216678058783322,1.1392711000502524,1.1033819014667905,1.102613671512527,1.082633371169126,1.1541454136768392,1.0982721631410184,1.039123451124369,1.0058313151026357,0.990575100610152,0.9486037866343908,0.964013010680754,0.94176227627352,0.9122245996849208,0.914968194210048
51,0.0027328,0.002997,0.0030532,0.0031166,0.0031615,0.0024769,0.0025651,0.002911,0.0030672,0.0031697,1.1992802913942162,1.2304470993964776,1.1421090038529158,1.1598377432920248,1.11391022479036,1.1033146271549112,1.1683755019297497,1.0488491927172792,1.0161058946270214,0.9974130043852728,0.919980620937462,0.949553623640404,0.9183442116111302,0.8760758998435055,0.8954159699656118
52,0.0051432,0.0078121,0.0128428,0.0131698,0.0102707,0.0071765,0.0081184,0.0115585,0.0127036,0.0106526,0.8349215110144316,1.0754246854436826,1.308287067692151,1.2647581365421738,1.1147204706035578,0.7166724726538006,0.9622708908159244,1.1111130336981443,1.036698258761296,0.9641495972814148,0.8583710722497039,0.8947822230981475,0.8492884024743697,0.819681035297081,0.8649249948369412
53,0.0014166,0.0033325,0.0041825,0.0060515,0.004816,0.0023392,0.0028018,0.0036697,0.0055359,0.0048143,0.7085125537661299,1.2947278449046191,1.2571385632702132,1.2335901826484017,1.083610836108361,0.6055916552667578,1.1894139481761723,1.1397389432378666,1.0931375205476976,1.000353114679185,0.8547366621067032,0.9186594332215005,0.9066136196419324,0.8861431745515636,0.9231664000997032
54,0.0022081,0.0018911,0.0020819,0.0022062,0.0024518,0.0021892,0.0019459,0.001993,0.0021416,0.0024876,1.1125610923565277,1.0485722206820072,1.1637227501397427,1.1755741461075293,1.1114233907524933,1.008633290699799,0.9718382239580656,1.044606121424987,1.0301643630930146,0.9856086187489952,0.9065868810524392,0.9268204943727838,0.8976417461113899,0.8763074336944341,0.886798520662486
55,0.030277,0.0315279,0.0430889,0.0351988,0.0371945,0.032331,0.028549,0.0385131,0.0332113,0.0359076,1.0066629871727522,1.1116560653286884,1.1756060296023465,1.1284451611455393,1.1160872357152716,0.9364696421391234,1.1043434095765174,1.1188115212745793,1.0598440892106,1.035839209526674,0.930271256688627,0.9934218361413708,0.9516891655047244,0.9392074384321,0.9280987868863416
56,0.003583,0.0166673,0.0148585,0.0174972,0.009735,0.0051429,0.0175412,0.0152311,0.0191814,0.0108243,0.7018471724354077,1.068670133300847,1.1306978159957386,1.1190330007674598,1.0154693481594292,0.6966886387057886,0.9501801473103322,0.9755368949058176,0.9121961900591198,0.8993653169258059,0.9926500612494896,0.8891238911819032,0.8627741922776425,0.8151646907942068,0.8856646619180917
57,0.0059829,0.0050217,0.0050898,0.0061013,0.0072961,0.0072132,0.0058488,0.0061874,0.0072053,0.008974,0.8552987090963675,0.906738651547434,0.9182889205621808,0.9849702957510008,0.9411043894385182,0.8294376975544835,0.8585863766926548,0.822607234056308,0.8467794540130181,0.8130265210608425,0.9697637664282148,0.9468950895910272,0.8958043766363901,0.8597004982443479,0.8639068419879653
58,0.0032011,0.0042367,0.0039597,0.0043199,0.0039973,0.0036627,0.0034734,0.0038372,0.0041938,0.004063,1.011246248617912,1.3184887810039525,1.1548018314911488,1.1896290584639109,1.122647868336797,0.8739727523411691,1.2197558588126909,1.0319243198165329,1.0300681959082454,0.9838296825006152,0.864253146585852,0.9251166004491276,0.8935942875013031,0.865873432209452,0.8763475264582822
59,0.0016101,0.0019973,0.0024371,0.003558,0.0037354,0.0018393,0.0017988,0.0019494,0.0026323,0.0027694,0.9798563777994156,1.1602765191123503,1.3260242668262692,1.4767161949032954,1.424420378279439,0.8753873756320338,1.1103513453413387,1.2501795424233098,1.35166964251795,1.3488120170434028,0.8933833523623117,0.9569713142094732,0.9428029137170412,0.9153212019906544,0.946919910449917
60,0.0079373,0.0069454,0.0068822,0.0067844,0.0068454,0.0082086,0.0068939,0.0067212,0.0066569,0.0070298,1.134143030649425,1.1059906366444792,1.156808364009211,1.18310546875,1.0867611805235835,0.9669492970786736,1.0074703723581715,1.0239540558233649,1.0191530592317746,0.9737688127684998,0.8525814389786323,0.9109212492203254,0.8851544367077308,0.8614219832053959,0.8960283365102847
61,0.0557692,0.0461705,0.041542,0.0420511,0.0436932,0.0781267,0.0581596,0.0510984,0.0505841,0.0511282,0.5812403724494156,0.679607577608667,0.6578409792712474,0.6811990733991026,0.7424427278566403,0.7138302270542594,0.7938586235118537,0.8129804455716814,0.8313106292293428,0.8545812291455597,1.228115356209849,1.1681132607514495,1.2358312589043885,1.2203637111266188,1.1510399349087197
62,0.0091576,0.0140514,0.015984,0.017415,0.019531,0.0156512,0.0121398,0.0124859,0.0136586,0.0154044,0.5212778068717412,0.9615224070563922,0.9218471546966108,0.8596773556591106,0.8469350586276279,0.5851052954406052,1.157465526614936,1.280164025020223,1.2750208659745508,1.2678845005323154,1.122444285422204,1.2037842468574442,1.3886944473365956,1.4831388282840117,1.4970268235049726
63,0.0010322,0.0021503,0.0025226,0.0026405,0.002574,0.0021993,0.0019008,0.0022464,0.0025724,0.002577,0.5404471438295199,1.1299527062532844,1.0676768104287466,0.9324457941945052,0.924170616113744,0.4693311508207157,1.1312605218855218,1.1229522792022792,1.026473332296688,0.9988358556461,0.8684126767607875,1.0011574074074074,1.0517717236467237,1.100839682786503,1.0807916181606518
64,0.0155704,0.0261783,0.0296778,0.0282035,0.0308361,0.0161001,0.0179329,0.0199448,0.0196741,0.0227033,0.5891853029099028,0.783478836018424,0.7146816805897043,0.6316460175405592,0.6583747360510027,0.9670995832324024,1.4597917793552633,1.4879968713649674,1.4335344437610869,1.3582210515651911,1.6414183762833772,1.863217884447022,2.0820414343588305,2.2695218586873094,2.062990842740924
65,0.1507222,0.1456817,0.1427601,0.1458911,0.1509003,0.138021,0.169585,0.1667779,0.1628345,0.1597331,1.2506135982329698,0.9914643051834168,1.0413064900716351,1.1166174911694582,1.1348361672845957,1.092023677556314,0.8590482648819175,0.8559893127326822,0.8959471119449502,0.9447027572869994,0.8731903116192463,0.8664439661526668,0.8220339745254017,0.8023760321062183,0.8324573929886794
66,0.0254351,0.0358913,0.0357471,0.0382641,0.0443788,0.0202308,0.0290109,0.0318253,0.0330481,0.0356817,1.2211446595835591,1.386546083892851,1.260511580016361,1.2963630511747666,1.308526290649298,1.2572463768115942,1.2371660306988064,1.1232290033401098,1.1578305560682765,1.2437411894612649,1.029563833362991,0.8922646315695135,0.8910897933405184,0.8931375782571466,0.9504900271007268
67,0.0172657,0.0169244,0.0168761,0.0171571,0.0176418,0.0257653,0.0180661,0.0182723,0.0197152,0.0198483,0.658867930288379,0.9228235858624412,0.8999818682139125,0.8366297043993877,1.1184809484562226,0.6701144562648212,0.9368042909094934,0.923589258057278,0.870247321863334,0.8888317891204788,1.017069469402646,1.01514992167651,1.026230961619501,1.040182194448953,0.7946776298222014
