,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series
Year,S068-S068-A-EXT,S069-S069-A-EXT,S202,S202A,S202AA,S202B,S202C,S202D,S202E,S202F,S202G,S202H,S202I,S202J,S202K,S202L,S202M,S202N,S202O,S202P,S202Q,S202R,S202S,S202T,S202U,S202V,S202W,S202X,S202Y,S202Z
1948,,,0.0010938890885452,,0.011822648982412,,,,,,,,0.526217415902593,0.531088362225344,,,0.0374999999999999,0.0429070612434453,0.855610561056105,0.906486714363266,0.0320853960396039,0.0391578319304503,,,0.874702668029894,,,,,
1949,,,0.0009213507786423,,0.0105449338474846,,0.012743613571839,0.0200862783057983,-0.0155786350148369,0.061103653474465,,,0.534191727426673,0.534703109232092,0.0150403490907111,0.0107419975301699,0.0605000000025,0.0430124040429781,0.994224422442244,0.93909717320537,0.0601505775602413,0.040999900044144,0.6133333334000042,0.1620057859209262,0.0323434266637303,0.0459474434870454,0.0558011830632885,0.263675385660316,0.0496104791658559,0.0307602530390706
1950,,,0.0007626237580018,-0.0018604656529196,0.0094667093717871,0.0188502261267858,0.0492147256331082,0.0206199405554641,0.101733232856066,0.0623035744411422,-0.0138407914871254,0.0385561311665337,0.530861696434181,0.538269146775613,-0.0062532860215775,0.0095908291546637,0.0520833333325,0.0430636762300765,1.19224422442244,0.971198870514403,0.062096053354342,0.0427712437989294,-0.1391184573496231,0.1991701244813259,-0.493934948063101,0.0331852184277008,0.0483117441201153,0.241685256016552,0.0499365222458937,0.0301582660637622
1951,,,0.0006061480915855,0.0107701264007177,0.0084875689995904,0.0197782561821319,-0.0108771068042294,0.0210801761577904,0.148084815321477,0.0627366725229263,0.0861144795767985,0.0390080752320224,0.540297616154499,0.541732651574625,0.0176186001387445,0.0084826442947628,0.0328333333349999,0.0431816831519012,0.957095709570957,1.00283431724966,0.0314246424658415,0.0445926456110589,-0.3695999999579155,-0.1972318339100331,-0.196227901318586,0.0247465432545032,0.0417657697232615,0.225805399196485,0.0500252548844926,0.029526075564812
1952,,,0.0004266489594877,0.0695749436803355,0.0074584020925326,0.0204991793196809,0.0191578638288481,0.021679506316214,0.0592791182603516,0.0620304214190739,0.0685202324300303,0.0389360500709744,0.551680808381206,0.544965725844433,0.0208495045796239,0.0073019853143104,0.03025,0.0435774267266373,0.834983498349835,1.03625647790953,0.0252582508250825,0.0467781359923393,-0.07868020309245,-0.1275862068965516,-0.080831672818737,0.0231251320178657,0.0384399045240631,0.220052669730281,0.0496739738134703,0.0289581664896487
1953,,,0.0002137533611283,0.0170383373401609,0.0063562274815369,0.0207158073238218,0.0249001378327798,0.0223108794045517,0.0556805399325083,0.0606657762568265,0.0405502623135993,0.0382871505003012,0.560104010853178,0.547826121446139,0.0151528668068629,0.0060247541355892,0.02925,0.0443584253743008,0.793729372937293,1.07326093091559,0.0232165841584158,0.049510065423125,-0.0330578512396693,-0.0494071146245068,1.81585431589627,0.0259532259319391,0.0379962423121623,0.221246518675513,0.048945649124286,0.0283239395017364
1954,,,-2.43454587325331e-05,0.0119419257213593,0.0052601257295281,0.0206217096225498,0.0297579654627653,0.0228420273717464,0.0047948854555141,0.0590961791318388,0.0422436947912995,0.0373043131605044,0.554688819382131,0.550238741066215,-0.0097152294438115,0.0047623278735353,0.0559166666674999,0.0454989232476413,1.16914191419141,1.11363052489385,0.0653745187028444,0.052755585532098,0.911680911709398,0.4729729729729627,-0.141920494951443,0.029812334139857,0.0383475634894308,0.222043591379265,0.0479768872823549,0.0276032063383312
1955,,,-0.0002627252802829,0.0091088763734207,0.0042909084861807,0.0203736809440237,0.0494350693831066,0.0231665747510235,0.0930540827147402,0.0577252197765221,-0.0043254497665266,0.0362531058102189,0.547422543818725,0.552251266285202,-0.0131862915001453,0.0037173647697972,0.043666666665,0.0468220802456655,1.28465346534653,1.15435279289051,0.0560965346513243,0.0562189131352932,-0.2190760060026949,0.0988002822865255,-0.177900101505452,0.030688267417444,0.0365199920428013,0.212079751273677,0.0469306518023922,0.0268889336250018
1956,,,-0.0004898250686085,0.0169490434648878,0.003473135288783,0.0200417181773904,0.005437553179168,0.0232473054565186,0.0652437545476594,0.0564134749865246,0.072026645488664,0.0354484900243873,0.556753190436321,0.553955879466802,0.0169010573806701,0.0029477474928502,0.0412499999975,0.0482552337015787,1.11798679867986,1.19297038184476,0.0461169554427496,0.059730454380453,-0.0553435114715779,-0.1297366730892773,-0.0352767527651477,0.0307485423343332,0.0330290042145624,0.19692896903606,0.0457832842174656,0.0262001140513748
