,"S074-A, Rate (decimal)","S074-B, Rate (decimal)",Composite final series,Composite final series,Composite final series
Year,S090-A,S090-B,S090,S090-A-EXT,S090-B-EXT
1961,9.824561403508772,26.840973154211195,26.840973154211195,,
1962,17.57188498402555,27.77382582315265,27.77382582315265,,
1963,23.64130434782608,18.92452867867707,18.92452867867707,,
1964,37.80219780219782,41.81986936640737,41.81986936640737,,
1965,24.401913875598076,34.0465691712619,34.0465691712619,,
1966,36.28205128205129,24.7748235013688,24.7748235013688,,
1967,40.45155221072434,33.1365215468063,33.1365215468063,,
1968,31.07836570663096,15.593338266692973,15.593338266692973,,
1969,24.27184466019417,18.229955442581907,18.229955442581907,,
1970,24.38322368421052,9.710506342838444,9.710506342838444,,
1971,35.53719008264462,38.69855275229786,38.69855275229786,,
1972,56.09756097560977,66.91937514411887,66.91937514411887,,
1973,103.125,70.1897324981394,70.1897324981394,,
1974,52.30769230769231,37.85927447539383,37.85927447539383,,
1975,181.8181818181818,197.6127824608332,197.6127824608332,,
1976,273.1182795698925,427.45807205836536,427.45807205836536,,
1977,260.18251681075884,177.41624152541098,177.41624152541098,,
1978,177.54367248966528,149.5944157362588,149.5944157362588,,
1979,190.3906212463364,172.66581411716234,172.66581411716234,,
1980,109.43430566356162,98.76405815458072,98.76405815458072,,
1981,186.0870595670722,94.6229558053583,94.6229558053583,,
1982,177.5773274164731,192.36852375516463,192.36852375516463,,
1983,403.3386789336921,401.0410708156961,401.0410708156961,,
1984,552.6346476924597,622.3673394830578,622.3673394830578,,
1985,423.3177115116422,570.7378748798867,570.7378748798867,,
1986,89.9158951426845,88.20169651272384,88.20169651272384,,
1987,238.3212935397152,133.69457437325346,133.69457437325346,,
1988,326.8740861003674,376.0010800478306,376.0010800478306,,
1989,5379.547855066056,2820.9269921305217,2820.9269921305217,,
1990,760.4032378675395,2024.5730854035944,2024.5730854035944,,
1991,84.57373014097114,162.46772680971745,162.46772680971745,,
1992,23.52399195014912,25.284966096791837,25.284966096791837,,
1993,20.67131219943076,4.353625122046116,4.353625122046116,,
1994,11.30257173531134,8.851815412939471,8.851815412939471,,
1995,5.09144921745643,0.229925905409623,0.229925905409623,,
1996,6.804989770215372,5.4713704018079605,5.4713704018079605,,
1997,15.830326708185298,7.609461201009975,7.609461201009975,,
1998,9.2258333076381,2.0793202096730306,2.0793202096730306,,
1999,3.598482451011346,-5.159867502340193,-5.159867502340193,,
2000,-2.73208791671929,0.2400942347334323,0.2400942347334323,,
2001,2.2047198307177456,-5.456307410981632,-5.456307410981632,,
2002,94.97601759730132,16.33195621497778,16.33195621497778,,
2003,-2.460611717354703,20.26014999807636,20.26014999807636,,
2004,6.7907445006322895,19.082809972207603,19.082809972207603,,
2005,0.150024666330697,18.83090427901705,18.83090427901705,,
2006,-0.9252440487078812,23.02901778298869,23.02901778298869,,
2007,14.902456737958518,24.14538965102258,24.14538965102258,,
2008,8.962562013098479,27.1156194001906,27.1156194001906,,
2009,26.848091898092687,10.912532239938445,10.912532239938445,,
2010,31.438395895738037,25.94568766014966,25.94568766014966,,
2011,36.99877140514971,27.682755151712318,27.682755151712318,,
2012,39.97445699947348,0.21059415719259866,0.21059415719259866,,0.21059415719259866
2013,0.37823398029099553,0.26930168340590166,0.26930168340590166,0.37823398029099553,0.26930168340590166
2014,0.42693923695489877,0.3675820019384317,0.3675820019384317,0.42693923695489877,0.3675820019384317
2015,0.5307593696073329,0.3003709348376957,0.3003709348376957,0.5307593696073329,0.3003709348376957
2016,0.292127120480536,0.3818363423336577,0.3818363423336577,0.292127120480536,0.3818363423336577
2017,0.187480465960288,0.29557872834135046,0.29557872834135046,0.187480465960288,0.29557872834135046
2018,0.16381427720849384,0.3831608473019539,0.3831608473019539,0.16381427720849384,0.3831608473019539
2019,0.7648137812130016,0.4621038290026849,0.4621038290026849,0.7648137812130016,0.4621038290026849
2020,0.4765137907981236,0.2621418296695457,0.2621418296695457,0.4765137907981236,0.2621418296695457
2021,0.4733215066858034,0.6986181260514321,0.6986181260514321,0.4733215066858034,0.6986181260514321
2022,0.8547479503522784,0.7916851477906446,0.7916851477906446,0.8547479503522784,0.7916851477906446
2023,3.561969755001047,1.3234892208667732,1.3234892208667732,3.561969755001047,1.3234892208667732
2024,0.5021705427803349,2.0347431644203704,2.0347431644203704,0.5021705427803349,2.0347431644203704
