,"S073-U, Normalized","S073-V, Normalized",Composite final series,Composite final series,Composite final series
Year,S086-A,S086-B,S086,S086-A-EXT,S086-B-EXT
1949,-1.4704799772682833,-1.5210784529126518,-1.4704799772682833,,
1950,-1.5983344093826557,-0.9751902884257444,-1.5983344093826557,,
1951,-1.571495005009775,1.644761198788047,-1.571495005009775,,
1952,-1.5537806104883571,-0.7016382925077029,-1.5537806104883571,,
1953,-1.1801821491398157,-0.9191924354035528,-1.1801821491398157,,
1954,-1.2746855842983615,-1.0523794061988618,-1.2746855842983615,,
1955,-1.3355489400599465,-0.7042250280984034,-1.3355489400599465,,
1956,-0.7726981574035062,0.0306393883877632,-0.7726981574035062,,
1957,-0.5761676683434167,-0.0172866839171865,-0.5761676683434167,,
1958,-1.1184422083850043,-0.4800972355449797,-1.1184422083850043,,
1959,-1.1634159455390831,-0.9273340966663816,-1.1634159455390831,,
1960,-0.9195425713888492,-0.8373390372707945,-0.9195425713888492,,
1961,-1.191901579817335,-0.9589855333720386,-1.191901579817335,,
1962,-1.2113193862331912,-0.8553891864750657,-1.2113193862331912,,
1963,-1.2372670880923755,-0.9818912892796844,-1.2372670880923755,,
1964,-1.0413840835899804,-0.7761012559408726,-1.0413840835899804,,
1965,-0.7018873190434006,-0.6590907114049165,-0.7018873190434006,,
1966,-0.3792990066440308,-0.2258022724975756,-0.3792990066440308,,
1967,-0.3880971980516907,-0.1208229925989372,-0.3880971980516907,,
1968,-0.2859388773198982,0.3805982935714048,-0.2859388773198982,,
1969,0.188711769787739,0.6750455996455914,0.188711769787739,,
1970,0.5799239663476542,0.8187159360610994,0.5799239663476542,,
1971,0.2120015495284253,0.7009977707646909,0.2120015495284253,,
1972,0.213840916354192,0.4072007431783991,0.213840916354192,,
1973,0.5352884403652082,0.9352279023749928,0.5352884403652082,,
1974,1.1072931321263455,2.446903891505149,1.1072931321263455,,
1975,0.4929239204548427,2.6060521054805896,0.4929239204548427,,
1976,0.4664454613328069,1.017637948478963,0.4664454613328069,,
1977,0.7718239216398983,1.2898761216715928,0.7718239216398983,,
1978,1.248888375662932,1.564022465965416,1.248888375662932,,
1979,2.003418092122878,2.1215950599261517,2.003418092122878,,
1980,2.4241614594107364,2.4631582005526025,2.4241614594107364,,
1981,2.388082013314407,2.5721182323634517,2.388082013314407,,
1982,2.328380921297357,1.1720365961625183,2.328380921297357,,
1983,1.2531792083420754,0.2538990446103149,1.2531792083420754,,
1984,1.0866643827793945,0.1692321949465519,1.0866643827793945,,
1985,1.160665300529104,-0.1430459903284856,1.160665300529104,,
1986,0.9051823385518803,-0.4924406732258086,0.9051823385518803,,
1987,0.4404636711989181,-0.1961908085345116,0.4404636711989181,,
1988,0.2486878028780072,0.0315495899827571,0.2486878028780072,,
1989,0.36326286115759,0.1775108357724072,0.36326286115759,,
1990,0.3595268812964266,0.2129197746619683,0.3595268812964266,,
1991,0.0539337701804203,0.0786517308579928,0.0539337701804203,,
1992,-0.1561594466813965,-0.4237631171662546,-0.1561594466813965,,
1993,-0.0111767225894311,-0.492911735715592,-0.0111767225894311,,
1994,-0.0488804608468987,-0.5366510090617914,-0.0488804608468987,,
1995,0.1165674042863728,-0.5469496812130671,0.1165674042863728,,
1996,-0.0223296893712138,-0.6234110656375964,-0.0223296893712138,,
1997,0.0625823405209999,-0.6828751734503904,0.0625823405209999,,
1998,0.3514351931436222,-0.954902164467595,0.3514351931436222,,
1999,0.5664185746643449,-0.8087822431953763,0.5664185746643449,,
2000,0.8861395673783343,-0.5119161202450521,0.8861395673783343,,
2001,0.5658534722445379,-0.4715483157687726,0.5658534722445379,,
2002,-0.0573269804529739,-0.7454865161717611,-0.0573269804529739,,
2003,-0.2332936728432721,-0.5170517626436614,-0.2332936728432721,,
2004,-0.4336867204936936,-0.2241949771563451,-0.4336867204936936,,
2005,-0.4620632697240695,-0.0102828388372111,-0.4620632697240695,,
2006,-0.3485765958536412,-0.055605614760804,-0.3485765958536412,,
2007,0.293474311403463,-0.1967289272489944,0.293474311403463,,
2008,0.4693305187376166,-0.4892662221341374,0.4693305187376166,,
2009,-0.4348220244459893,-0.9867989747485082,-0.4348220244459893,,
2010,-0.9643681902370164,-0.945702495483345,-0.9643681902370164,,
2011,,0.020617295929175956,,,0.020617295929175956
2012,1.152792766766722,0.01862237239998093,1.152792766766722,1.152792766766722,0.01862237239998093
2013,1.1960012272360152,0.016979011640796602,1.1960012272360152,1.1960012272360152,0.016979011640796602
