,"Shaikh Appendix 14, gwsh, Rate (decimal)","Shaikh Appendix 14, ulintensity, Index",Composite final series,Composite final series,Composite final series
Year,S071-A,S071-B,S071,S071-A-EXT,S071-B-EXT
1948,,0.0320853960396039,,,
1949,0.0150403490907111,0.0601505775602413,0.0150403490907111,,
1950,-0.0062532860215775,0.062096053354342,-0.0062532860215775,,
1951,0.0176186001387445,0.0314246424658415,0.0176186001387445,,
1952,0.0208495045796239,0.0252582508250825,0.0208495045796239,,
1953,0.0151528668068629,0.0232165841584158,0.0151528668068629,,
1954,-0.0097152294438115,0.0653745187028444,-0.0097152294438115,,
1955,-0.0131862915001453,0.0560965346513243,-0.0131862915001453,,
1956,0.0169010573806701,0.0461169554427496,0.0169010573806701,,
1957,0.0033190651366078,0.0444900990073144,0.0033190651366078,,
1958,-0.0029789026057557,0.0946656353146844,-0.0029789026057557,,
1959,-0.0029242531089307,0.077523102310231,-0.0029242531089307,,
1960,0.0125187455055784,0.0701852997778671,0.0125187455055784,,
1961,-0.003976103858422,0.103687706271918,-0.003976103858422,,
1962,-0.0018878136959342,0.0808360836059405,-0.0018878136959342,,
1963,-0.0014266948564906,0.0782013201331683,-0.0014266948564906,,
1964,0.0017465528599895,0.0678840071529083,0.0017465528599895,,
1965,-0.0045697389684201,0.052634419693915,-0.0045697389684201,,
1966,0.0171816060915468,0.0387926292637788,0.0171816060915468,,
1967,0.013208825095647,0.0332817656751237,0.013208825095647,,
1968,0.0089455137630393,0.0296527777770833,0.0089455137630393,,
1969,0.0160501561405576,0.0272822469753486,0.0160501561405576,,
1970,0.01692382787292,0.0427612761290428,0.01692382787292,,
1971,-0.0132203837928484,0.0668638613833292,-0.0132203837928484,,
1972,-0.0006373805104359,0.066580858088781,-0.0006373805104359,,
1973,0.0002474323484826,0.0481824807472483,0.0002474323484826,,
1974,0.0123526873633683,0.0543685368520792,0.0123526873633683,,
1975,-0.0204035354836856,0.119573019805507,-0.0204035354836856,,
1976,0.0043319113697798,0.120264851485148,0.0043319113697798,,
1977,-0.0006263705633469,0.0995841584158415,-0.0006263705633469,,
1978,0.002053060305368,0.0713283828363242,0.002053060305368,,
1979,0.0113054932397159,0.0626509901016872,0.0113054932397159,,
1980,0.0086878021536693,0.0847147277227722,0.0086878021536693,,
1981,-0.020032646489371,0.10375508800653,-0.020032646489371,,
1982,0.003523080199885,0.150030596819983,0.003523080199885,,
1983,-0.0115729390301182,0.189544554455445,-0.0115729390301182,,
1984,-0.0142651121585738,0.134493330581565,-0.0142651121585738,,
1985,0.0029888523133221,0.111138545101934,0.0029888523133221,,
1986,0.0086522728236705,0.104249174917491,0.0086522728236705,,
1987,-0.0012351104606753,0.0887019389438943,-0.0012351104606753,,
1988,-0.0062916464008498,0.0734034653476485,-0.0062916464008498,,
1989,-0.0017358979789537,0.0619546204610643,-0.0017358979789537,,
1990,0.0085757938873745,0.0666399889969224,0.0085757938873745,,
1991,-0.0004555832242469,0.092802805280528,-0.0004555832242469,,
1992,0.0019643643406352,0.13184591584305,0.0019643643406352,,
1993,-0.0021736686399743,0.123004812979814,-0.0021736686399743,,
1994,-0.0140216496912443,0.113494224422442,-0.0140216496912443,,
1995,-0.005902762381723,0.0920410478602722,-0.005902762381723,,
1996,-0.0137168475796625,0.0895141639150124,-0.0137168475796625,,
1997,-0.0055563655241538,0.077264507702073,-0.0055563655241538,,
1998,0.0119752672352501,0.064529702966712,0.0119752672352501,,
1999,0.0041586052156692,0.0558395214532487,0.0041586052156692,,
2000,0.0101496236805004,0.0500990099009901,0.0101496236805004,,
2001,0.0027675191351885,0.0617464246435437,0.0027675191351885,,
2002,-0.0043233557095814,0.0954345434529704,-0.0043233557095814,,
2003,0.0011940244825174,0.114257425742574,0.0011940244825174,,
2004,-0.0176670080733157,0.107263407590759,-0.0176670080733157,,
2005,-0.0144663081784156,0.0929950495049505,-0.0144663081784156,,
2006,-0.0119214575233432,0.0771214933993399,-0.0119214575233432,,
2007,0.0189876166488111,0.0771596534653465,0.0189876166488111,,
2008,0.0093162355795776,0.102169966996699,0.0093162355795776,,
2009,-0.0024762151374384,0.223982673267326,-0.0024762151374384,,
2010,-0.0259117649381148,0.315274339933993,-0.0259117649381148,,
2011,-0.0024890333168818,0.352538503850384,-0.0024890333168818,,
2012,0.0014788542476372735,31.53364968021456,0.0014788542476372735,0.0014788542476372735,31.53364968021456
2013,-0.0048130674313872635,26.67035279554364,-0.0048130674313872635,-0.0048130674313872635,26.67035279554364
2014,0.003165947495843091,20.55234165463174,0.003165947495843091,0.003165947495843091,20.55234165463174
2015,0.005002506729872458,15.201402929647205,0.005002506729872458,0.005002506729872458,15.201402929647205
2016,0.0006762956340810589,13.272230245512688,0.0006762956340810589,0.0006762956340810589,13.272230245512688
2017,0.0018277714134178336,10.79377621896706,0.0018277714134178336,0.0018277714134178336,10.79377621896706
2018,-0.001252237375661991,8.745210095591773,-0.001252237375661991,-0.001252237375661991,8.745210095591773
2019,0.002073731356484698,7.885289870022695,0.002073731356484698,0.002073731356484698,7.885289870022695
2020,0.009895105317506536,14.605735506498862,0.009895105317506536,0.009895105317506536,14.605735506498862
2021,-0.00805769935585865,15.242562409737985,-0.00805769935585865,-0.00805769935585865,15.242562409737985
2022,-0.007858190776970697,8.14134516195585,-0.007858190776970697,-0.007858190776970697,8.14134516195585
2023,-0.005047958534175223,7.424083625610343,-0.005047958534175223,-0.005047958534175223,7.424083625610343
2024,0.0009716102964232864,8.650821814180594,0.0009716102964232864,0.0009716102964232864,8.650821814180594
2025,-0.0010170296753125307,9.695591274827915,-0.0010170296753125307,-0.0010170296753125307,9.695591274827915
2026,-0.003093061309380307,,-0.003093061309380307,-0.003093061309380307,
