,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series
Year,S010,S010A,S010AA,S010AB,S010AC,S010AD,S010AE,S010AF,S010AG,S010AH,S010AI,S010AJ,S010AK,S010AL,S010AM,S010AN,S010AO,S010AP,S010AQ,S010AR,S010AS,S010B,S010C,S010D,S010E,S010F,S010G,S010H,S010I,S010J,S010K,S010L,S010M,S010N,S010O,S010P,S010Q,S010R,S010S,S010T,S010U,S010V,S010W,S010X,S010Y,S010Z
1789,0.004295868129715,8.54,,,,,,,,,,,,,,,,,0.0661521499448732,0.0166728781131864,-0.0092833066254076,29.52973720608575,19.49,94.2912433478471,51.1377245508982,71.71635168447001,,76.0583370609541,4.23,,,,4.23,99.5294117647059,96.7,,,96.7,97.15721040189123,-32.0580643842049,-13.2658583888378,-22.6619613865214,-19.3442019640723,,,
1790,0.0146208643150615,8.86,,3.875675294117648,,,94.2917739392198,,,94.739356271746,,,,,,,,,-0.0020682523267838,0.0205713181280813,0.0374811757487869,30.636237897648684,19.49,94.2912433478471,53.05389221556887,74.40361544782253,,78.90829816862453,4.23,,4.5,,4.23,99.5294117647059,96.5,,,96.5,96.9562647754137,-28.0556285037566,-14.5584972901001,-21.3070628969283,-17.7766516440802,100.0,100.0,100.0
1791,0.0235941112298378,9.1,,3.875675294117648,,,98.5906400396107,,,97.1565644151867,,,,,,,,,0.0041450777202073,0.0249274448892106,0.0270818773184237,31.466113416320884,19.39,93.80745041122398,54.49101796407186,76.4190632703369,,81.46374614738856,4.23,,4.55,,4.23,99.5294117647059,96.9,,,96.9,97.35815602836878,-24.3811131320244,-15.1792254247638,-19.7801692783941,-15.5395343398231,100.41450777202073,101.53022452504318,100.41450777202073
1792,0.0308111446655113,9.27,,3.875675294117648,,,102.91638840061,,,100.320653801379,,,,,,,,,-0.0175438596491228,0.0295616757563505,0.0186864523220664,32.05394190871369,19.39,93.80745041122398,55.50898203592815,77.84667214461793,,82.98559635014196,4.23,,4.47,,4.23,99.5294117647059,95.2,,,95.2,95.65011820330967,-21.7542359749708,-17.8398948871748,-19.7970654310728,-12.6924661308996,98.65284974093264,97.99516407599307,98.65284974093264
1793,0.0359023780744353,9.59,,3.875675294117648,,,107.283894882428,,,105.056317534678,,,,,,,,,0.0966386554621849,0.0340866044175871,0.034516423240459,33.160442600276625,19.39,93.80745041122398,57.4251497005988,80.53393590797043,,85.85025555532485,4.23,,4.51,,4.23,99.5294117647059,104.4,,,104.4,104.89361702127658,-17.8247147385581,-9.48233861115569,-13.6535266748569,-9.33746944629395,108.18652849740933,108.42694300518134,108.18652849740933
1794,0.0383769779855285,10.64,,3.875675294117648,,,111.635671461272,,,110.64136411898,,,,,,,,,0.0191570881226053,0.037643769206952,0.109494126704249,36.79114799446749,19.39,93.80745041122398,63.71257485029941,89.35152013147083,,95.24991857233124,4.23,,4.75,,4.23,99.5294117647059,106.4,,,106.4,106.903073286052,-7.38226712874873,-8.28837037000612,-7.83531874937742,-5.64761270799241,110.25906735751296,116.384571099597,110.25906735751296
1795,0.0377302513793701,12.17,,3.875675294117648,,,115.890591164523,,,116.308162879956,,,,,,,,,0.166353383458646,0.0400002289689226,0.143790849673202,42.08160442600276,19.39,93.80745041122398,72.87425149700599,102.2,,108.94657039711193,4.23,,4.53,,4.23,99.5294117647059,124.1,,,124.1,124.6867612293144,7.33338914849497,8.75021522349727,8.04180218599612,-1.83912491026665,128.60103626943004,129.45837651122625,128.60103626943004
1796,0.0341686767237262,12.81,,3.875675294117648,,,119.920470304949,,,120.051961770282,,,,,,,,,0.0104754230459307,0.0407381757371328,0.0525929549902152,44.29460580912863,19.39,93.80745041122398,76.7065868263473,107.57452752670504,,114.67588880747772,4.23,,4.29,,4.23,99.5294117647059,125.4,,,125.4,125.99290780141844,14.0525363872106,9.36164271710086,11.7070895521557,1.84988789219772,129.94818652849742,123.8839378238342,129.94818652849742
1797,0.0289593384693016,12.33,,3.875675294117648,,,123.685419283674,,,122.671954449316,,,,,,,,,-0.0853269537480064,0.0407033330901139,-0.0374715314896584,42.63485477178423,19.39,93.80745041122398,73.83233532934132,103.54363188167626,,110.3788999997034,4.23,,4.44,,4.23,99.5294117647059,114.7,,,114.7,115.24231678486996,10.7154568814358,-2.01584418092597,4.34980635025492,5.28012891567775,118.860103626943,117.27530224525044,118.860103626943
1798,0.0235535638494655,11.92,,3.894,,,127.206643798772,,,126.960013986322,,,,,,,,,0.0165649520488229,0.040438797079485,-0.0332515645522676,41.21715076071922,19.39,93.80745041122398,71.37724550898204,100.10057518488088,,106.7085553930628,4.25,,4.39,,4.25,100.0,116.6,,,116.6,116.6,7.98243292520821,-1.2239826017908,3.3792251617087,8.41087339305005,120.82901554404144,117.8754173862982,120.26040841206952
1799,0.018738371397998,11.92,,3.884837647058824,,,130.415295355481,-0.199456783479243,,133.044028634127,,,,,,,,,0.154373927958833,0.0392273608884841,0.0,41.21715076071922,19.39,93.80745041122398,71.37724550898204,100.10057518488088,,106.7085553930628,4.24,,4.13,,4.24,99.76470588235294,134.6,,,134.6,134.9174528301887,8.89374681256543,16.5855094838217,12.7396281481936,11.192093331537,139.4818652849741,128.01335636154292,139.15289862156615
1800,0.0147327283646615,12.17,19.37123850991775,3.903162352941176,0.0,107.018471659752,133.136459021051,-0.0798590844853426,111.18915542899,137.598548650115,,,,,,,,,0.211738484398216,0.0361130792500424,0.0209688214902948,42.08160442600276,19.39,93.80745041122398,72.87425149700599,102.2,,108.94657039711193,4.26,,4.55,,4.26,100.23529411764706,163.1,,,163.1,162.71713615023475,12.0196808375451,43.9309332657502,27.9753070516476,13.5234442560476,169.01554404145077,170.8934945308002,167.82529373129972
