,"BLS PRS84006093/PRS84006153, reindexed 1982=100, Ratio","Regression trend of wage/productivity ratio, Ratio (fitted)","Derived from S094-A, S094-B","Calculated impact of wage suppression, Index (100=base)","Calculated final impact on profitability, Index (100=base)",Composite final series
1968,84.11100707449022,84.24356361655052,0.992986386688112,93.27423610411113,86.42793789448072,84.11100707449022
1969,83.3170956824941,84.56879039787314,0.9826102481902405,94.16302703010524,86.3397637874167,83.3170956824941
1970,83.42772995015858,85.89406806213341,0.979870430072956,94.03815658783422,85.98484540779978,83.42772995015858
1971,85.32273418472684,88.67893804626954,0.993692631280401,91.9495842202502,85.26111243240834,85.32273418472684
1972,85.49707181259599,90.9346377491432,0.9891193471950416,91.76208923291718,84.69565780341331,85.49707181259599
1973,86.30074180313414,93.114445477148,0.9921713446689794,90.90756080309431,84.16583581535411,86.30074180313414
1974,86.03150412554025,91.95633426408348,0.9923606930702829,91.1920582182579,84.4453475200149,86.03150412554025
1975,88.15355240205555,94.49856548148584,1.0095187612690246,88.9968664795138,83.8374896592347,88.15355240205555
1976,88.52080918886045,96.8402472559136,1.0071723520386346,88.62763461732828,83.29560935126483,88.52080918886045
1977,88.81530537159676,98.13800191444336,1.0069657799876963,88.33376071833588,83.00238816064548,88.81530537159676
1978,88.39261834715163,98.99242720942804,0.9998747010573392,88.75616628991251,82.81199948646882,88.39261834715163
1979,88.2500222558533,98.97762726766798,0.998301230780612,88.89958021852176,82.81527959573879,88.2500222558533
1980,88.34507160157601,98.82564726781654,0.9997833555144212,88.80393428398791,82.84899884177848,88.34507160157601
1981,90.10987785152548,100.42918740847756,1.01541644133299,87.06470500101503,82.49649165103251,90.10987785152548
1982,88.42759107659039,99.80946306439635,0.9980946306439636,88.72106361039938,82.6318763440464,88.42759107659039
1983,91.62177675732956,102.607911443241,1.026600127758795,85.62800472206459,82.02878784694788,91.62177675732956
1984,93.88117088433276,104.76472826284572,1.0461352929180456,83.5672356759009,81.57799852412178,93.88117088433276
1985,94.74262227344887,106.62262204134038,1.0508297867236818,82.8073969725787,81.19899674308206,94.74262227344887
1986,94.46621578914102,109.07439185959323,1.0414728029591276,83.04968995828449,80.71144159975239,94.46621578914102
1987,94.66956558272412,109.51649840576265,1.0425968807769848,82.8712996043602,80.62499979007822,94.66956558272412
1988,94.79840046411404,110.83425062511417,1.040713037477115,82.75867413807721,80.36994574225538,94.79840046411404
1989,97.26648843230954,111.69707093006896,1.0656168152495202,80.65871462276944,80.20501371614411,97.26648843230954
1990,98.09385230993088,113.57730541932024,1.0699391787763184,79.978405864139,79.85111592947858,98.09385230993088
1991,98.397356972831,115.02190772384792,1.06966220063553,79.73171408442191,79.58420925194869,98.397356972831
1992,100.0,118.89048207175,1.0775995514019276,78.45389932820561,78.8898429333573,100.0
1993,100.6284895201628,119.25689893833008,1.0834885484570795,77.96390435979455,78.82555935954778,100.6284895201628
1994,102.3466214305909,120.16695414941864,1.0997710317657223,76.65509445410588,78.6669757920789,102.3466214305909
1995,102.842233255649,120.29346639295773,1.1047886520341377,76.28568229667088,78.64505042581457,102.842233255649
1996,105.04020908725371,123.09492809204478,1.1215398162853594,74.68939752684263,78.16688550316006,105.04020908725371
1997,105.93560967844635,124.93898189363348,1.126653478278728,74.05809960063678,77.85958434933245,105.93560967844635
1998,104.08834631145592,127.7128577217032,1.100586439828074,75.37241401977293,77.40798068271307,104.08834631145592
1999,104.38382268598174,130.8054738352766,1.0967370203587168,75.15905943032837,76.91888771579359,104.38382268598174
2000,104.74590808376814,134.82065104954123,1.0917620407608748,74.89924977829577,76.30528409610686,104.74590808376814
2001,105.9337053414754,137.99184040176786,1.0973629913609386,74.0594309198483,75.83677143603256,105.9337053414754
2002,109.11512384115125,142.87804457140524,1.1199477829548072,71.90011482039654,75.1409210069637,109.11512384115125
2003,110.5153943483762,147.19745649815297,1.1254055725077678,70.98911404224503,74.55039914659623,110.5153943483762
2004,112.879466340802,150.60579165672232,1.1425301726844497,69.50236555100302,74.0996949262957,112.879466340802
2005,114.12191509543858,152.6230512295437,1.1510415966903016,68.74569118700444,73.83897460537058,114.12191509543858
2006,114.61767626613704,153.809476017944,1.1536728969972203,68.44834224874637,73.68766247387349,114.61767626613704
2007,115.14706002466654,155.97745002747715,1.154711892675216,68.13365387826609,73.41494442094628,115.14706002466654
2008,118.5746528063788,158.57306325111023,1.183896913309017,66.16414003447551,73.09467106245586,118.5746528063788
2009,120.45690969058198,163.27743008489986,1.19341163870065,65.13026071292246,72.5307621858917,120.45690969058198
2010,120.9199715163509,163.69909370163433,1.1971811191904973,64.88084502864525,72.48122291409261,120.9199715163509
2011,122.85098753602546,164.96259979480652,1.213824467466561,63.86102456457616,72.33374070964155,122.85098753602546
2012,122.32229653976484,164.1339358561922,1.21021420286469,64.13703923773342,72.43030412802752,122.32229653976484
2013,121.1042163593811,,,,,121.1042163593811
2014,121.13453095553787,,,,,121.13453095553787
2015,123.07056452619824,,,,,123.07056452619824
2016,122.18619530728921,,,,,122.18619530728921
2017,122.12142798838705,,,,,122.12142798838705
2018,121.55003318349667,,,,,121.55003318349667
2019,121.24876034440317,,,,,121.24876034440317
2020,122.86528511398677,,,,,122.86528511398677
2021,120.5522471464645,,,,,120.5522471464645
2022,117.35248723378702,,,,,117.35248723378702
2023,114.89182961899641,,,,,114.89182961899641
2024,114.28502122105294,,,,,114.28502122105294
2025,113.38509967022831,,,,,113.38509967022831
