,"BLS PRS84006093/PRS84006153, reindexed 1982=100, Ratio","Regression trend of wage/productivity ratio, Ratio (fitted)","Derived from S094-A, S094-B","Calculated impact of wage suppression, Index (100=base)","Calculated final impact on profitability, Index (100=base)",Composite final series
Year,S094-A,S094-B,S094-C,S094-D,S094-E,S094
1947,78.45389932820562,48.57504940621847,1.0716447590499536,100.0,100.0,78.45389932820562
1948,81.79194256469961,50.341836234006,1.106716959561919,95.91886054808695,99.0580402824274,81.79194256469961
1949,81.50519848771268,51.24961384737536,1.0976281899570908,96.25631344242778,98.59017384587372,81.50519848771268
1950,83.4245993607653,54.5484676205229,1.1050633665293477,94.04168546130602,96.97431975694532,83.4245993607653
1951,84.75098483681418,55.91309467168757,1.1153086720333676,92.56989695077472,96.34163557144,84.75098483681418
1952,83.6950778789864,57.16285464952826,1.0949821036253236,93.7377696710445,95.77910903473364,83.6950778789864
1953,82.10646433504834,58.76707581686296,1.0663510676240364,95.55142821405892,95.07942499470911,82.10646433504834
1954,81.86189238316753,59.75044157668794,1.0585111357089778,95.83689925098447,94.66236288872452,81.86189238316753
1955,82.82507975087346,61.699997955842974,1.0618951114084945,94.72239515396092,93.86062639271128,82.82507975087346
1956,78.89485385825064,61.73130767481058,1.011370002535922,99.44108581424426,93.848012937876,78.89485385825064
1957,78.955582443404,63.26817038569562,1.0055763809105651,99.36460083039978,93.23863607772168,78.955582443404
1958,79.893631717088,64.64392795379587,1.0117413216390645,98.1979384865359,92.70881159786296,79.893631717088
1959,80.21612773917691,66.57922401048225,1.0079181764200449,97.80314949046009,91.98717322142612,80.21612773917691
1960,79.68981881635382,67.49597096416646,0.9976842114597628,98.44908734076006,91.65453313052691,79.68981881635382
1961,80.1966537150107,69.34894605300826,0.996851918539777,97.8268988716185,90.99930830756192,80.1966537150107
1962,81.11731500797644,71.84595394364867,0.998891516373854,96.71658796952424,90.15056379413502,81.11731500797644
1963,82.46664565605631,74.05818939097138,1.007381653237715,95.13409779683938,89.42921048092502,82.46664565605631
1964,83.22662877067553,76.03094011981962,1.0096096152160523,94.2653817498474,88.80856738480203,83.22662877067553
1965,84.41500660198633,78.14887687095512,1.016599388861248,92.93833227794777,88.16452560203409,84.41500660198633
1966,84.65421853388658,80.64677335610037,1.0110182909336412,92.675711484834,87.43274172265934,84.65421853388658
1967,84.37845713823157,82.03739970798154,1.0031712358991975,92.9785895464761,87.03765478234827,84.37845713823157
