,"Shaikh Appendix 6.8.II.7, rcorp = Rcorp * Profshcorp, Rate (decimal)","Shaikh Appendix 6.8.II.7, iroprcorp, Rate (decimal)","HP-filtered incremental rate of profit, Rate (decimal)","HP-filtered IROP, lagged one period, Rate (decimal)",Derived from S099-A,Composite final series,Composite final series,Composite final series
Year,S099-A,S099-B,S099-C,S099-D,S099-E,S099,S099-A-EXT,S099-B-EXT
1947,0.1437460364054025,,,,,0.1437460364054025,,
1948,0.1639635207520729,0.3146845373281579,0.162021979190928,,0.1639635207520729,0.1639635207520729,,
1949,0.1369728251198376,-0.1193329142047778,0.143262907836036,0.162021979190928,0.1369728251198376,0.1369728251198376,,
1950,0.1622841654864254,0.4391864320248649,0.126030616689233,0.143262907836036,0.1622841654864254,0.1622841654864254,,
1951,0.1598319376178753,0.0742394802643954,0.109226256880253,0.126030616689233,0.1598319376178753,0.1598319376178753,,
1952,0.136202164687798,-0.0865276119641254,0.0948826733719315,0.109226256880253,0.136202164687798,0.136202164687798,,
1953,0.1280451619832189,0.0166926363950819,0.0846824485583049,0.0948826733719315,0.1280451619832189,0.1280451619832189,,
1954,0.117617301564283,-0.013296796656494,0.0784943380996895,0.0846824485583049,0.117617301564283,0.117617301564283,,
1955,0.1435878447213399,0.4683115288190786,0.0755072731708185,0.0784943380996895,0.1435878447213399,0.1435878447213399,,
1956,0.1255092604432955,-0.1179289101561937,0.0739922415654283,0.0755072731708185,0.1255092604432955,0.1255092604432955,,
1957,0.112054004990328,-0.0449562585858918,0.0761481583455471,0.0739922415654283,0.112054004990328,0.112054004990328,,
1958,0.0950543175924886,-0.0984397682431357,0.0822550161575488,0.0761481583455471,0.0950543175924886,0.0950543175924886,,
1959,0.113812255694978,0.3213454719068297,0.0913813260643518,0.0822550161575488,0.113812255694978,0.113812255694978,,
1960,0.1057030783088954,-0.0051659491143817,0.100789048967299,0.0913813260643518,0.1057030783088954,0.1057030783088954,,
1961,0.1051665795581391,0.0697966879034338,0.110039332507089,0.100789048967299,0.1051665795581391,0.1051665795581391,,
1962,0.1160778924931702,0.2458098044092056,0.11763343383475,0.110039332507089,0.1160778924931702,0.1160778924931702,,
1963,0.1214306920317796,0.1685280262198505,0.121670216776237,0.11763343383475,0.1214306920317795,0.1214306920317796,,
1964,0.1281373859191596,0.18526608515762,0.121530210819157,0.121670216776237,0.1281373859191596,0.1281373859191596,,
1965,0.1381820900694508,0.2577875737446189,0.117062243283357,0.121530210819157,0.1381820900694508,0.1381820900694508,,
