,"S200-E, Japan rows, Ratio","S200-E, US rows, Ratio",Composite final series,Composite final series,Composite final series
Year,S062-A,S062-B,S062,S062-A-EXT,S062-B-EXT
1960,99.78539908074232,102.21587342784254,99.78539908074232,,
1961,101.7480361644832,102.21542823004394,101.7480361644832,,
1962,93.59488830833688,104.83416366791847,93.59488830833688,,
1963,96.22654446771932,104.96032578594286,96.22654446771932,,
1964,91.60553085812164,102.21657477000946,91.60553085812164,,
1965,84.96099213941898,105.77804388344498,84.96099213941898,,
1966,88.62449312915419,107.17693188522531,88.62449312915419,,
1967,94.4942815266576,104.07047851754204,94.4942815266576,,
1968,93.7876396623712,106.49457701574816,93.7876396623712,,
1969,95.50402485908975,102.92809048563088,95.50402485908975,,
1970,95.80100177665972,101.0795458897892,95.80100177665972,,
1971,87.44975960469506,104.26255052420646,87.44975960469506,,
1972,91.42160462039708,98.08871109743744,91.42160462039708,,
1973,97.6330728255464,89.19900425836262,97.6330728255464,,
1974,91.22314818527816,88.51121016404124,91.22314818527816,,
1975,80.17084965343241,99.08731204303686,80.17084965343241,,
1976,86.1481396613752,102.76740568696194,86.1481396613752,,
1977,90.75354083440536,100.87012256338951,90.75354083440536,,
1978,106.36621075413736,92.10936030927628,106.36621075413736,,
1979,92.1154243220085,89.77406934902578,92.1154243220085,,
1980,92.68461665002802,89.27509130187576,92.68461665002802,,
1981,100.93190277220606,106.89567222478702,100.93190277220606,,
1982,93.04909736832026,111.49329421034425,93.04909736832026,,
1983,96.373282910887,119.1778472621178,96.373282910887,,
1984,99.22451762937762,124.41189253421696,99.22451762937762,,
1985,100.790922028561,121.4651562604521,100.790922028561,,
1986,114.97084491071404,95.51160152956116,114.97084491071404,,
1987,115.30224225574578,87.51618313028312,115.30224225574578,,
1988,120.92337075911723,84.99258887650666,120.92337075911723,,
1989,112.24089822314824,91.3551286118263,112.24089822314824,,
1990,98.94258096432716,85.80519818823066,98.94258096432716,,
1991,110.10528073117268,86.9986347543496,110.10528073117268,,
1992,111.41265521143649,84.79225088375759,111.41265521143649,,
1993,131.77797773047055,92.65436236903118,131.77797773047055,,
1994,130.081849893987,89.74722046162894,130.081849893987,,
1995,124.5386260743559,83.44492123978986,124.5386260743559,,
1996,109.43512740652322,89.97542946482722,109.43512740652322,,
1997,103.4737183374834,98.42829401685182,103.4737183374834,,
1998,96.70624999650316,97.54008080323624,96.70624999650316,,
1999,111.8986125179153,98.603985064646,111.8986125179153,,
2000,123.5586747114106,104.29156874459392,123.5586747114106,,
2001,106.32610510402864,110.78297543399428,106.32610510402864,,
2002,99.96317291535756,108.3212333366187,99.96317291535756,,
2003,98.83650459820674,96.4699093511032,98.83650459820674,,
2004,96.59774696898576,96.92735505117606,96.59774696898576,,
2005,92.69818923287704,102.23780156269268,92.69818923287704,,
2006,82.75377533887705,104.02833811443044,82.75377533887705,,
2007,76.59710747693032,99.6456815663578,76.59710747693032,,
2008,79.01709605040546,99.20450519791076,79.01709605040546,,
2009,82.60942919209398,110.86177383617684,82.60942919209398,,
2010,71.792020020494,1.0,71.792020020494,71.792020020494,1.0
2011,59.689840847718614,1.0,59.689840847718614,59.689840847718614,1.0
2012,58.75087981702751,1.0,58.75087981702751,58.75087981702751,1.0
2013,72.97470511637471,1.0,72.97470511637471,72.97470511637471,1.0
2014,78.98961892607188,1.0,78.98961892607188,78.98961892607188,1.0
2015,97.35652554614022,1.0,97.35652554614022,97.35652554614022,1.0
2016,86.64078037995296,1.0,86.64078037995296,86.64078037995296,1.0
2017,86.08526055182946,1.0,86.08526055182946,86.08526055182946,1.0
2018,81.49366992193448,1.0,81.49366992193448,81.49366992193448,1.0
2019,80.13015941301687,1.0,80.13015941301687,80.13015941301687,1.0
2020,78.86415968520373,1.0,78.86415968520373,78.86415968520373,1.0
2021,71.1581750916448,1.0,71.1581750916448,71.1581750916448,1.0
2022,75.31481091258755,1.0,75.31481091258755,75.31481091258755,1.0
