,"Shaikh Appendix 15, S073-Q, Rate (decimal)","Shaikh Appendix 15, S073-G, Rate (decimal)",Composite final series,Composite final series
Year,S079-A,S079-B,S079,S079-A-EXT
1949,-0.0070599163957268,0.007624709707385,-0.0070599163957268,
1950,0.0991673683225746,0.0276658246795771,0.0991673683225746,
1951,0.154991914205464,0.0327653417312111,0.154991914205464,
1952,0.0561532792925571,0.141078850405305,0.0561532792925571,
1953,0.0587496511303377,0.0238515210717276,0.0587496511303377,
1954,0.0026360880453407,0.0428311585606959,0.0026360880453407,
1955,0.0903772840804522,0.0392165111081898,0.0903772840804522,
1956,0.0547953463138223,0.0373524624751341,0.0547953463138223,
1957,0.0540061721339581,0.0323671276717339,0.0540061721339581,
1958,0.0131757306295071,0.0553489128666702,0.0131757306295071,
1959,0.0845017660280424,0.0307353098576474,0.0845017660280424,
1960,0.0391808536886257,0.0405487293362941,0.0391808536886257,
1961,0.03475948525571,0.0623315447077259,0.03475948525571,
1962,0.0750309760910467,0.0669524115460511,0.0750309760910467,
1963,0.0548535814906514,0.0749850593357807,0.0548535814906514,
1964,0.0742584274209866,0.0776285864594714,0.0742584274209866,
1965,0.0835907481353123,0.0821170797860317,0.0835907481353123,
1966,0.0953241786893794,0.0479304710585781,0.0953241786893794,
1967,0.0568445107436443,0.0680458310851556,0.0568445107436443,
1968,0.0929785572707069,0.0702564718601717,0.0929785572707069,
1969,0.0819915370665494,0.0413024124855745,0.0819915370665494,
1970,0.0547513840215347,0.0487470161003606,0.0547513840215347,
1971,0.0852313767034237,0.0768507728607887,0.0852313767034237,
1972,0.0985490526689445,0.0922270044815192,0.0985490526689445,
1973,0.116628968414249,0.104859843282979,0.116628968414249,
1974,0.0847696731837007,0.0685001175598198,0.0847696731837007,
1975,0.0921838007269331,0.0617186301643936,0.0921838007269331,
1976,0.114125207993039,0.0827081075304929,0.114125207993039,
1977,0.112656372031843,0.0839225573078662,0.112656372031843,
1978,0.12985653592759,0.0809979681054122,0.12985653592759,
1979,0.117035422343324,0.0737307901907357,0.117035422343324,
1980,0.0881859339630006,0.0524416517055655,0.0881859339630006,
1981,0.121478399655685,0.0514459408568405,0.121478399655685,
1982,0.0404000831507748,0.0310078833330668,0.0404000831507748,
1983,0.0865077962298369,0.0597902049536222,0.0865077962298369,
1984,0.112127256266621,0.0655225485203417,0.112127256266621,
1985,0.0728963284723061,0.0499432067515915,0.0728963284723061,
1986,0.0575166420666393,0.0238083213297055,0.0575166420666393,
1987,0.0619499781392585,7.86986692974293e-05,0.0619499781392585,
1988,0.0768682635362673,0.0197521298045963,0.0768682635362673,
1989,0.074836900846498,0.0052389751834405,0.074836900846498,
1990,0.0580796680119478,-0.0116383701575575,0.0580796680119478,
1991,0.033027182884308,0.0005247800845613,0.033027182884308,
1992,0.0584436174296156,0.0030561906510238,0.0584436174296156,
1993,0.051247181621809,0.0079048610125664,0.051247181621809,
1994,0.0626675615782941,0.0141265050076305,0.0626675615782941,
1995,0.0465021912027268,0.0231197645780258,0.0465021912027268,
1996,0.0571640507780232,0.0191320532056577,0.0571640507780232,
1997,0.0630065159358165,0.0250097117105049,0.0630065159358165,
1998,0.0553415303005754,0.0133994611364141,0.0553415303005754,
1999,0.0636864265833472,0.0002786156781022,0.0636864265833472,
2000,0.063930614208585,0.0103767573635537,0.063930614208585,
2001,0.0336332051278827,-0.0130243004177772,0.0336332051278827,
2002,0.0346217131246551,-0.0133928306683485,0.0346217131246551,
2003,0.0469705796679289,-0.0110109656747131,0.0469705796679289,
2004,0.0651196916221476,0.0031653604435399,0.0651196916221476,
2005,0.0649343809904994,-0.0006272461081502,0.0649343809904994,
2006,0.0584588604152037,-0.0020897465061766,0.0584588604152037,
2007,0.0487004006817569,0.010666282929163,0.0487004006817569,
2008,0.0187384054445626,-0.0321425223693613,0.0187384054445626,
2009,-0.0246736708054759,-0.0552647543478489,-0.0246736708054759,
2010,0.042157124742403,-0.0157786916853344,0.042157124742403,
2011,0.036597884333752884,,0.036597884333752884,0.036597884333752884
2012,0.041939087220828064,,0.041939087220828064,0.041939087220828064
2013,0.038557549324872875,,0.038557549324872875,0.038557549324872875
2014,0.043093931046896294,,0.043093931046896294,0.043093931046896294
2015,0.03900927742886173,,0.03900927742886173,0.03900927742886173
2016,0.02787065976810421,,0.02787065976810421,0.02787065976810421
2017,0.04292438041425162,,0.04292438041425162,0.04292438041425162
2018,0.05325349487644182,,0.05325349487644182,0.05325349487644182
2019,0.0427693625287382,,0.0427693625287382,0.0427693625287382
2020,-0.007646246121427724,,-0.007646246121427724,-0.007646246121427724
2021,0.10995710161758554,,0.10995710161758554,0.10995710161758554
2022,0.09816250310239183,,0.09816250310239183,0.09816250310239183
2023,0.06743153950168357,,0.06743153950168357,0.06743153950168357
2024,0.05344892729152462,,0.05344892729152462,0.05344892729152462
2025,0.049972194786487734,,0.049972194786487734,0.049972194786487734
2026,0.03556838754377911,,0.03556838754377911,0.03556838754377911
