,"S074-C, Rate (decimal)","S074-D, Rate (decimal)",Composite final series,Composite final series,Composite final series
Year,S092-A,S092-B,S092,S092-A-EXT,S092-B-EXT
1961,20.310697533647897,,20.310697533647897,,
1962,28.87184161137023,,28.87184161137023,,
1963,25.59115435206468,59.40366972477064,25.59115435206468,,
1964,28.77461735176104,0.7194244604316545,28.77461735176104,,
1965,21.23293491740901,21.428571428571423,21.23293491740901,,
1966,25.6034624194849,22.941176470588243,25.6034624194849,,
1967,29.018262947518195,59.33014354066984,29.018262947518195,,
1968,10.275310542495845,5.105105105105119,10.275310542495845,,
1969,7.795830054766341,0.0,7.795830054766341,,
1970,6.467874609647424,8.28571428571428,6.467874609647424,,
1971,31.271063886809287,19.261213720316636,31.271063886809287,,
1972,64.24478595024274,10.61946902654867,64.24478595024274,,
1973,65.5352873679864,0.0,65.5352873679864,,
1974,30.63044136171177,0.0,30.63044136171177,,
1975,197.69736449881543,632.0,197.69736449881543,,
1976,438.3227798132292,282.5136612021858,438.3227798132292,,
1977,159.42717768784917,191.42857142857144,159.42717768784917,,
1978,161.37217199264285,95.09803921568628,161.37217199264285,,
1979,147.3770440752795,65.82914572864323,147.3770440752795,,
1980,90.8408016044117,39.39393939393938,90.8408016044117,,
1981,106.3640990002396,139.1304347826087,106.3640990002396,,
1982,207.61768137585028,488.6363636363636,207.61768137585028,,
1983,382.3494348358886,305.4054054054054,382.3494348358886,,
1984,606.7359411957335,544.7619047619048,606.7359411957335,,
1985,625.8021403023716,789.2171344165436,625.8021403023716,,
1986,74.46149340307639,56.64451827242525,74.46149340307639,,
1987,127.086376406594,127.39112760339344,127.086376406594,,
1988,388.4913389587641,308.18033716558693,388.4913389587641,,
1989,3057.628835673213,4736.727450107137,3057.628835673213,,
1990,2076.793473222132,1051.7681637526262,2076.793473222132,,
1991,132.9532281427737,95.56516937534364,132.9532281427737,,
1992,11.920760241953076,3.889369012574658,11.920760241953076,,
1993,-1.4666599492073829,0.8382613955572963,-1.4666599492073829,,
1994,2.849322534319868,0.0062565954944455,2.849322534319868,,
1995,3.1651918596055566,0.0742402886197928,3.1651918596055566,,
1996,-0.0524222133086027,-0.0087521880470135,-0.0524222133086027,,
1997,-0.4639540284121466,-0.0162554862265969,-0.4639540284121466,,
1998,-1.7052052088351104,0.0,-1.7052052088351104,,
1999,-1.836587324863899,0.0,-1.836587324863899,,
2000,1.037277263318188,0.0,1.037277263318188,,
2001,-1.095778846119515,0.0,-1.095778846119515,,
2002,30.555281544398213,206.4789061230615,30.555281544398213,,
2003,10.4956080507191,-5.308974000379677,10.4956080507191,,
2004,9.220651190261208,0.7816115365685747,9.220651190261208,,
2005,8.840489895574024,-0.6719568089948253,8.840489895574024,,
2006,13.42627795867213,5.188484981441513,13.42627795867213,,
2007,0.149399250245835,1.3533489000402985,0.149399250245835,0.149399250245835,
2008,0.231711649813124,1.56722267490184,0.231711649813124,0.231711649813124,
2009,0.153776493708921,17.999766227821095,0.153776493708921,0.153776493708921,
2010,0.20915124272046998,5.018408701048323,0.20915124272046998,0.20915124272046998,
2011,0.23703472183959298,5.48840406643787,0.23703472183959298,0.23703472183959298,
2012,0.223148806733049,10.38394867345576,0.223148806733049,0.223148806733049,
2013,0.239487984162746,0.20331312539233393,0.239487984162746,0.239487984162746,0.20331312539233393
2014,0.402829716315506,0.4791636461024704,0.402829716315506,0.402829716315506,0.4791636461024704
2015,0.265799916024707,0.14338946841463418,0.265799916024707,0.265799916024707,0.14338946841463418
2016,0.411193799882279,0.5983838998816382,0.411193799882279,0.411193799882279,0.5983838998816382
2017,0.260063792819079,0.1222733723595435,0.260063792819079,0.260063792819079,0.1222733723595435
2018,0.420336689575031,0.6962801910127536,0.420336689575031,0.420336689575031,0.6962801910127536
2019,0.491955790596612,0.7137535486010425,0.491955790596612,0.491955790596612,0.7137535486010425
2020,0.40083087801199296,0.4650520349887255,0.40083087801199296,0.40083087801199296,0.4650520349887255
2021,0.5380208776655541,0.3466382742448051,0.5380208776655541,0.5380208776655541,0.3466382742448051
2022,0.689938267692314,0.3750450592158596,0.689938267692314,0.689938267692314,0.3750450592158596
2023,1.3674235843759899,1.2681508711313074,1.3674235843759899,1.3674235843759899,1.2681508711313074
2024,2.07605241734472,2.0874938556520255,2.07605241734472,2.07605241734472,2.0874938556520255
