,"Computed from S217 industry ROP columns, Rate (decimal)",Composite final series,Composite final series
Year,S034-A,S034,S034-A-EXT
1987,0.13799681716242934,0.13799681716242934,
1988,0.14781066312272015,0.14781066312272015,
1989,0.16435999904968532,0.16435999904968532,
1990,0.15622816084584742,0.15622816084584742,
1991,0.1446457446624872,0.1446457446624872,
1992,0.15613832364597682,0.15613832364597682,
1993,0.16141798951603387,0.16141798951603387,
1994,0.16520003865964725,0.16520003865964725,
1995,0.16237178831591345,0.16237178831591345,
1996,0.16529581224379095,0.16529581224379095,
1997,0.17052547275337931,0.17052547275337931,
1998,0.15355900912231563,0.15355900912231563,
1999,0.1529379925221682,0.1529379925221682,
2000,0.12460531386111272,0.12460531386111272,
2001,0.12087664850088266,0.12087664850088266,
2002,0.14629980672474704,0.14629980672474704,
2003,0.15176438470540346,0.15176438470540346,
2004,0.1679750967221335,0.1679750967221335,
2005,0.1819690361976059,0.1819690361976059,
2006,0.1634301894738034,0.1634301894738034,0.1634301894738034
2007,0.1706945052868279,0.1706945052868279,0.1706945052868279
2008,0.1640708115612463,0.1640708115612463,0.1640708115612463
2009,0.11380315606732536,0.11380315606732536,0.11380315606732536
2010,0.13608422244607257,0.13608422244607257,0.13608422244607257
2011,0.14653999368943704,0.14653999368943704,0.14653999368943704
2012,0.14483113351315258,0.14483113351315258,0.14483113351315258
2013,0.1475533346156958,0.1475533346156958,0.1475533346156958
2014,0.13572906618690894,0.13572906618690894,0.13572906618690894
2015,0.09646684480992886,0.09646684480992886,0.09646684480992886
2016,0.08765040708360759,0.08765040708360759,0.08765040708360759
2017,0.09613865090272203,0.09613865090272203,0.09613865090272203
2018,0.10338621173518785,0.10338621173518785,0.10338621173518785
2019,0.10697286605856908,0.10697286605856908,0.10697286605856908
2020,0.09888826479564217,0.09888826479564217,0.09888826479564217
2021,0.107387478694009,0.107387478694009,0.107387478694009
2022,0.14911600537556063,0.14911600537556063,0.14911600537556063
2023,0.1290787619680045,0.1290787619680045,0.1290787619680045
2024,0.11416952860495391,0.11416952860495391,0.11416952860495391
