,"S073-S, Rate (decimal)","Appendix 6.8.II.7 via S073-T, Rate (decimal)",Composite final series,Composite final series,Composite final series
Year,S081-A,S081-B,S081,S081-A-EXT,S081-B-EXT
1948,,0.152106226528314,,,
1949,-0.0051406617815531,0.131929957098199,-0.0051406617815531,,
1950,0.087382264393964,0.113275625402801,0.087382264393964,,
1951,0.0773695120213154,0.0950418696058558,0.0773695120213154,,
1952,0.0382949760981064,0.0792645716170687,0.0382949760981064,,
1953,0.0460409868363588,0.0676161946500888,0.0460409868363588,,
1954,-0.0062792386711964,0.0599345562023938,-0.0062792386711964,,
1955,0.0719709634955044,0.0553553118249606,0.0719709634955044,,
1956,0.0197523115525658,0.0521867715067422,0.0197523115525658,,
1957,0.0201728475291843,0.0526916921184417,0.0201728475291843,,
1958,-0.0090187606280063,0.0571659628156952,-0.0090187606280063,,
1959,0.0716698749032832,0.064602555832954,0.0716698749032832,,
1960,0.0248199632547935,0.0722547837765127,0.0248199632547935,,
1961,0.0232597121823057,0.0796029336943361,0.0232597121823057,,
1962,0.0605934600969585,0.0850607447966243,0.0605934600969585,,
1963,0.0437383322281235,0.0867059269566337,0.0437383322281235,,
1964,0.0578944233637637,0.0839455825996547,0.0578944233637637,,
1965,0.0641709741852965,0.0766897548814111,0.0641709741852965,,
1966,0.0651658679697538,0.0655070311316302,0.0651658679697538,,
1967,0.0252618024187933,0.0523811011312252,0.0252618024187933,,
1968,0.0484391348705692,0.0394835843497932,0.0484391348705692,,
1969,0.0310748393397499,0.0280072892456187,0.0310748393397499,,
1970,0.0018793576574319,0.0192531884334885,0.0018793576574319,,
1971,0.0335901233178183,0.0134831816357332,0.0335901233178183,,
1972,0.0530975393953882,0.0090146366903484,0.0530975393953882,,
1973,0.057961460362605,0.0049050896189725,0.057961460362605,,
1974,-0.0055098795806096,0.0013959300763403,-0.0055098795806096,,
1975,-0.0021237093888717,-0.000954503179003,-0.0021237093888717,,
1976,0.0536298636383772,-0.0031568306892758,0.0536298636383772,,
1977,0.0459871788042192,-0.0062841279649063,0.0459871788042192,,
1978,0.0557726259357047,-0.0100879022094301,0.0557726259357047,,
1979,0.0312431403000454,-0.0134368193467335,0.0312431403000454,,
1980,-0.0027203213370707,-0.0145076662786086,-0.0027203213370707,,
1981,0.0253627232328532,-0.0123358617133803,0.0253627232328532,,
1982,-0.0194016577460727,-0.0075397476965874,-0.0194016577460727,,
1983,0.045162291840555,-0.0009153076566346,0.045162291840555,,
1984,0.0718601626771662,0.0054138724550388,0.0718601626771662,,
1985,0.0413764269164013,0.0105373597635603,0.0413764269164013,,
1986,0.0346480568170611,0.0151035826695068,0.0346480568170611,,
1987,0.0319922452929178,0.0197335959758195,0.0319922452929178,,
1988,0.0411162629077268,0.0242684186587448,0.0411162629077268,,
1989,0.0357198756279699,0.0290937337347705,0.0357198756279699,,
1990,0.0187753789592048,0.0350165400337974,0.0187753789592048,,
1991,-0.00234667463554,0.0424378990483783,-0.00234667463554,,
1992,0.033936717177626,0.0509027068707281,0.033936717177626,,
1993,0.0285216535274827,0.0593594806025778,0.0285216535274827,,
1994,0.0407282235243754,0.0666527102769513,0.0407282235243754,,
1995,0.0251575766939865,0.0716322911208466,0.0251575766939865,,
1996,0.0374045696151806,0.0738865912584921,0.0374045696151806,,
1997,0.0445637206087765,0.073187655902908,0.0445637206087765,,
1998,0.0435551759392489,0.0704166643545294,0.0435551759392489,,
1999,0.048264640617993,0.0669809193547625,0.048264640617993,,
2000,0.0413790825820446,0.0637095570014681,0.0413790825820446,,
2001,0.0107940731932865,0.0615209041989594,0.0107940731932865,,
2002,0.018144949300889,0.060604192281535,0.018144949300889,,
2003,0.0248965355019672,0.0602704435415038,0.0248965355019672,,
2004,0.0357320695387637,0.0598346383483594,0.0357320695387637,,
2005,0.0305476498283161,0.0589050526361805,0.0305476498283161,,
2006,0.0253304340897634,0.0586936159555621,0.0253304340897634,,
2007,0.0191231143003045,0.0611672073307372,0.0191231143003045,,
2008,-0.0033658621040165,0.0681937696263835,-0.0033658621040165,,
2009,-0.0348510972319826,0.0798455736338712,-0.0348510972319826,,
2010,0.0302888224712987,0.0934329524483067,0.0302888224712987,,
2011,0.015644068087848906,0.106754783428457,0.015644068087848906,0.015644068087848906,
2012,0.022891118531306986,-0.018907046625772243,0.022891118531306986,0.022891118531306986,-0.018907046625772243
2013,0.02117828634251162,0.0036601128313189205,0.02117828634251162,0.02117828634251162,0.0036601128313189205
2014,0.02523821217261224,0.006667261537918324,0.02523821217261224,0.02523821217261224,0.006667261537918324
2015,0.02945549046689311,0.001587287953419876,0.02945549046689311,0.02945549046689311,0.001587287953419876
2016,0.018194528060191617,-0.0022943231276057884,0.018194528060191617,0.018194528060191617,-0.0022943231276057884
2017,0.024576235757040488,-0.003407579276985644,0.024576235757040488,0.024576235757040488,-0.003407579276985644
2018,0.02966498619921043,-0.0006133968765351583,0.02966498619921043,0.02966498619921043,-0.0006133968765351583
2019,0.025838316161415076,-1.5135275713894512e-05,0.025838316161415076,0.025838316161415076,-1.5135275713894512e-05
2020,-0.02081378341995821,0.00977754460860309,-0.02081378341995821,-0.02081378341995821,0.00977754460860309
2021,0.06152022480218888,0.02118161679802816,0.06152022480218888,0.06152022480218888,0.02118161679802816
2022,0.025242150122835927,-0.005243805914514818,0.025242150122835927,0.025242150122835927,-0.005243805914514818
2023,0.029343609230527923,-0.014963387240033375,0.029343609230527923,0.029343609230527923,-0.014963387240033375
2024,0.027931871846460066,-0.0011667804633834628,0.027931871846460066,0.027931871846460066,-0.0011667804633834628
2025,0.01810678902617835,,0.01810678902617835,0.01810678902617835,
