,"Jastram (1977) Golden Constant, UK commodity price/gold price ratio, Index 1930=100, Index 1930=100","Jastram (1977) Golden Constant Table 7 + BLS PPI extension, Â£ per oz ($ per oz after 1950)",Composite final series,Composite final series,Composite final series
Year,S024-A,S024-B,S024,S024-A-EXT,S024-B-EXT
1780,88.74371859296483,,88.74371859296483,,
1781,90.15075376884424,,90.15075376884424,,
1782,98.29659318637276,,98.29659318637276,,
1783,95.59118236472946,,95.59118236472946,,
1784,90.1,,90.1,,
1785,89.3,,89.3,,
1786,91.02836879432624,,91.02836879432624,,
1787,96.35342789598108,,96.35342789598108,,
1788,91.128841607565,,91.128841607565,,
1789,97.15721040189123,,97.15721040189123,,
1790,96.9562647754137,3.875675294117648,96.9562647754137,,
1791,97.35815602836878,3.875675294117648,97.35815602836878,,
1792,95.65011820330967,3.875675294117648,95.65011820330967,,
1793,104.89361702127658,3.875675294117648,104.89361702127658,,
1794,106.903073286052,3.875675294117648,106.903073286052,,
1795,124.6867612293144,3.875675294117648,124.6867612293144,,
1796,125.99290780141844,3.875675294117648,125.99290780141844,,
1797,115.24231678486996,3.875675294117648,115.24231678486996,,
1798,116.6,3.894,116.6,,
1799,134.9174528301887,3.884837647058824,134.9174528301887,,
1800,162.71713615023475,3.903162352941176,162.71713615023475,,
1801,161.67832167832165,3.930649411764706,161.67832167832165,,
1802,130.16241299303948,3.948974117647058,130.16241299303948,,
1803,130.7315668202765,3.976461176470589,130.7315668202765,,
1804,130.91169724770643,3.9947858823529416,130.91169724770643,,
1805,143.38876146788988,3.9947858823529416,143.38876146788988,,
1806,139.71153846153848,4.04976,139.71153846153848,,
1807,134.72595078299776,4.095571764705882,134.72595078299776,,
1808,146.7754424778761,4.1413835294117645,146.7754424778761,,
1809,155.33842794759826,4.196357647058823,155.33842794759826,,
1810,152.10043196544277,4.2421694117647055,152.10043196544277,,
1811,128.64643545279384,4.755261176470588,128.64643545279384,,
1812,137.1167883211679,5.020969411764706,137.1167883211679,,
1813,134.65711805555554,5.277515294117648,134.65711805555554,,
1814,135.4126679462572,4.773585882352942,135.4126679462572,,
1815,119.49398797595192,4.572014117647059,119.49398797595192,,
1816,124.86811926605502,3.9947858823529416,124.86811926605502,,
1817,140.25981524249423,3.967298823529412,140.25981524249423,,
1818,143.38963963963965,4.068084705882353,143.38963963963965,,
1819,134.90825688073392,3.9947858823529416,134.90825688073392,,
1820,124.7,3.894,124.7,,
1821,107.7,3.894,107.7,,
1822,95.2240566037736,3.884837647058824,95.2240566037736,,
1823,105.89834515366428,3.875675294117648,105.89834515366428,,
1824,110.62056737588652,3.875675294117648,110.62056737588652,,
1825,122.3879716981132,3.884837647058824,122.3879716981132,,
1826,108.51063829787232,3.875675294117648,108.51063829787232,,
1827,107.80732860520092,3.875675294117648,107.80732860520092,,
1828,104.59219858156028,3.875675294117648,104.59219858156028,,
1829,103.74410377358492,3.884837647058824,103.74410377358492,,
1830,102.34080188679243,3.884837647058824,102.34080188679243,,
1831,102.9,3.894,102.9,,
1832,99.03301886792453,3.884837647058824,99.03301886792453,,
1833,95.9257075471698,3.884837647058824,95.9257075471698,,
1834,93.62028301886792,3.884837647058824,93.62028301886792,,
1835,91.51533018867924,3.884837647058824,91.51533018867924,,
1836,103.04245283018868,3.884837647058824,103.04245283018868,,
1837,102.14033018867924,3.884837647058824,102.14033018867924,,
1838,105.9492924528302,3.884837647058824,105.9492924528302,,
1839,112.7,3.894,112.7,,
1840,110.96108490566036,3.884837647058824,110.96108490566036,,
1841,105.74882075471696,3.884837647058824,105.74882075471696,,
1842,96.126179245283,3.884837647058824,96.126179245283,,
1843,86.30306603773585,3.884837647058824,86.30306603773585,,
1844,87.80660377358491,3.884837647058824,87.80660377358491,,
1845,90.2122641509434,3.884837647058824,90.2122641509434,,
1846,93.11910377358492,3.884837647058824,93.11910377358492,,
1847,104.84669811320757,3.884837647058824,104.84669811320757,,
1848,88.60849056603773,3.884837647058824,88.60849056603773,,
1849,79.98820754716981,3.884837647058824,79.98820754716981,,
1850,79.58726415094341,3.884837647058824,79.58726415094341,,
1851,77.48231132075472,3.884837647058824,77.48231132075472,,
1852,80.58962264150944,3.884837647058824,80.58962264150944,,
1853,98.13089622641508,3.884837647058824,98.13089622641508,,
1854,105.44811320754717,3.884837647058824,105.44811320754717,,
1855,104.34551886792453,3.884837647058824,104.34551886792453,,
1856,104.34551886792453,3.884837647058824,104.34551886792453,,
1857,108.45518867924528,3.884837647058824,108.45518867924528,,
1858,94.02122641509432,3.884837647058824,94.02122641509432,,
1859,97.12853773584904,3.884837647058824,97.12853773584904,,
1860,102.34080188679243,3.884837647058824,102.34080188679243,,
1861,101.2382075471698,3.884837647058824,101.2382075471698,,
1862,104.34551886792453,3.884837647058824,104.34551886792453,,
1863,106.4504716981132,3.884837647058824,106.4504716981132,,
1864,108.45518867924528,3.884837647058824,108.45518867924528,,
1865,104.34551886792453,3.884837647058824,104.34551886792453,,
1866,105.44811320754717,3.884837647058824,105.44811320754717,,
1867,103.34316037735849,3.884837647058824,103.34316037735849,,
1868,102.34080188679243,3.884837647058824,102.34080188679243,,
1869,101.2382075471698,3.884837647058824,101.2382075471698,,
1870,99.23349056603772,3.884837647058824,99.23349056603772,,
1871,103.34316037735849,3.884837647058824,103.34316037735849,,
1872,112.66509433962264,3.884837647058824,112.66509433962264,,
1873,114.66981132075472,3.884837647058824,114.66981132075472,,
1874,105.44811320754717,3.884837647058824,105.44811320754717,,
1875,99.23349056603772,3.884837647058824,99.23349056603772,,
1876,98.13089622641508,3.884837647058824,98.13089622641508,,
1877,97.12853773584904,3.884837647058824,97.12853773584904,,
1878,89.91155660377359,3.884837647058824,89.91155660377359,,
1879,85.80188679245283,3.884837647058824,85.80188679245283,,
1880,90.91391509433964,3.884837647058824,90.91391509433964,,
1881,87.80660377358491,3.884837647058824,87.80660377358491,,
1882,86.80424528301887,3.884837647058824,86.80424528301887,,
1883,84.69929245283019,3.884837647058824,84.69929245283019,,
1884,78.58490566037737,3.884837647058824,78.58490566037737,,
1885,74.375,3.884837647058824,74.375,,
1886,71.26768867924527,3.884837647058824,71.26768867924527,,
1887,70.26533018867923,3.884837647058824,70.26533018867923,,
1888,72.37028301886792,3.884837647058824,72.37028301886792,,
