,"Derived from S052, Ratio",Composite final series,Composite final series,Composite final series
1896,4.705021182291439,31.37026239067056,147.59774904214547,4.705021182291439
1897,4.442337075731035,31.37026239067056,139.35727969348673,4.442337075731035
1898,4.18496614215174,32.71137026239067,136.89597701149427,4.18496614215174
1899,3.735274914539694,35.160349854227405,131.33357279693502,3.735274914539694
1900,3.533064221329411,37.78425655976677,133.49420498084305,3.533064221329411
1901,3.581887359169916,37.25947521865889,133.45924329501904,3.581887359169916
1902,3.4364938034404076,39.7667638483965,136.65823754789258,3.4364938034404076
1903,3.6348693311930593,40.29154518950437,146.45450191570868,3.6348693311930593
1904,3.6589051107285284,40.29154518950437,147.42294061302698,3.6589051107285284
1905,3.5838401657983945,40.52478134110788,145.23433908045976,3.5838401657983945
1906,3.577263557323899,41.690962099125365,149.13955938697305,3.577263557323899
1907,3.6098996892379427,43.9067055393586,158.49880268199246,3.6098996892379427
1908,3.7009440680037216,42.507288629737616,157.31709770114946,3.7009440680037216
1909,3.3613959718735784,45.65597667638484,153.46781609195403,3.3613959718735784
1910,3.3670751344997036,47.46355685131196,159.81336206896555,3.3670751344997036
1911,3.6837838820270297,43.79008746355685,161.31321839080462,3.6837838820270297
1912,3.4938278975095813,46.647230320699705,162.97739463601545,3.4938278975095813
1913,3.6169495096782467,47.05539358600583,170.1969827586207,3.6169495096782467
1914,3.7255518920971538,45.88921282798834,170.96264367816093,3.7255518920971538
1915,3.7313300016658366,46.93877551020408,175.14406130268213,3.7313300016658366
1916,2.938187146736712,57.66763848396501,169.43831417624537,2.938187146736712
1917,2.2716585612025995,79.24198250728863,180.01072796934884,2.2716585612025995
1918,2.2090265174430335,88.62973760932945,195.7854406130269,2.2090265174430335
1919,2.115481991082332,93.46938775510203,197.7328065134098,2.115481991082332
1920,2.0806243125639203,104.19825072886296,216.7974137931035,2.0806243125639203
1921,3.172483239667041,65.88921282798835,209.03242337164764,3.172483239667041
1922,2.8177116053605626,65.24781341107872,183.84952107279707,2.8177116053605626
1923,2.8268436269766055,67.87172011661808,191.86273946360168,2.8268436269766055
1924,2.8590280520532687,66.1807580174927,189.21264367816093,2.8590280520532687
1925,2.675076012188836,69.79591836734694,186.70938697318,2.675076012188836
1926,2.689047243250312,67.46355685131195,181.4126915708811,2.689047243250312
1927,2.7118963393491775,64.43148688046647,174.73151340996156,2.7118963393491775
1928,2.7119678332666854,65.36443148688046,177.2662356321839,2.7119678332666854
1929,2.9279303645936623,64.19825072886297,187.9680076628351,2.9279303645936623
1930,3.056844583333333,58.30903790087464,178.24166666666667,3.056844583333333
1931,3.564697219154361,49.15451895043732,175.22097701149426,3.564697219154361
1932,4.452355599950134,43.9067055393586,195.4882662835248,4.452355599950134
1933,3.98280772015567,44.43148688046647,176.96206896551723,3.98280772015567
1934,3.173475455672937,50.43731778425656,160.0615900383143,3.173475455672937
1935,2.6733685262075553,53.99416909620992,144.34631226053625,2.6733685262075553
1936,2.276968467637839,54.51895043731778,124.13793103448276,2.276968467637839
1937,2.1464000798531933,58.19241982507289,124.904214559387,2.1464000798531933
1938,2.308492413117964,52.94460641399417,122.22222222222224,2.308492413117964
1939,2.217304090854423,52.011661807580175,115.32567049808428,2.217304090854423
1940,2.055209546474927,52.94460641399417,108.81226053639848,2.055209546474927
1941,1.8003304645072784,58.95043731778426,106.13026819923373,1.8003304645072784
1942,1.6297628281973533,66.53061224489795,108.42911877394636,1.6297628281973533
1943,1.4923881653183388,70.08746355685132,104.59770114942528,1.4923881653183388
1944,1.4869215420021547,70.08746355685132,104.21455938697318,1.4869215420021547
1945,1.4065121578644233,71.37026239067055,100.38314176245213,1.4065121578644233
1946,1.1900021118049897,81.45772594752185,96.93486590038312,1.1900021118049897
1947,1.0,100.0,100.0,1.0
1948,0.9978397984637193,108.2798833819242,108.04597701149426,0.9978397984637193
1949,0.9902857825100674,102.91545189504372,101.91570881226056,0.9902857825100674
1950,0.938697318007663,106.93877551020408,100.38314176245213,0.938697318007663
1951,0.9198590458401082,119.12536443148689,109.5785440613027,0.9198590458401082
1952,0.9788529657332046,115.8600583090379,113.40996168582376,0.9788529657332046
1953,1.0727969348659006,114.28571428571428,122.60536398467434,1.0727969348659006
1954,0.9702421362299163,114.51895043731778,111.11111111111111,0.9702421362299163
1955,1.0211730092292606,114.81049562682216,117.24137931034484,1.0211730092292606
1956,1.0854553057787724,118.600583090379,128.73563218390805,1.0854553057787724
1957,1.2218321209057679,121.98250728862972,149.04214559386975,1.2218321209057679
1958,1.1741461502472086,123.6734693877551,145.21072796934865,1.1741461502472086
1959,1.3537375244644845,123.96501457725948,167.816091954023,1.3537375244644845
1960,1.363009699289584,123.96501457725948,168.96551724137933,1.363009699289584
1961,1.3444653496393852,123.96501457725948,166.66666666666666,1.3444653496393852
1962,1.3382838997559858,123.96501457725948,165.90038314176246,1.3382838997559858
1963,1.3209983021702927,123.55685131195337,163.2183908045977,1.3209983021702927
1964,1.3618406686121538,123.79008746355684,168.58237547892725,1.3618406686121538
1965,1.3621078811163825,126.29737609329446,172.03065134099617,1.3621078811163825
1966,1.5061939539613571,130.49562682215745,196.55172413793105,1.5061939539613571
1967,1.6148775894538607,130.72886297376093,211.11111111111111,1.6148775894538607
1968,1.7671038284165141,133.9941690962099,236.7816091954023,1.7671038284165141
1969,1.9343925887419215,139.24198250728864,269.3486590038314,1.9343925887419215
1970,2.1345408104028794,144.3148688046647,308.04597701149424,2.1345408104028794
1971,1.901284740036664,148.92128279883383,283.1417624521073,1.901284740036664
1972,1.7743840314549342,155.6851311953353,276.2452107279694,1.7743840314549342
1973,1.6187866331734797,176.0932944606414,285.05747126436785,1.6187866331734797
1974,1.5685919807041697,209.32944606414,328.352490421456,1.5685919807041697
1975,1.4793697405929025,228.68804664723032,338.3141762452107,1.4793697405929025
1976,1.35037856498372,239.1836734693877,322.98850574712645,1.35037856498372
1977,1.209480421874427,254.0592538160928,307.2796934865901,1.209480421874427
1978,1.222380010246821,273.6323858512309,334.48275862068965,1.222380010246821
1979,1.1976246493455571,308.081098233074,368.96551724137936,1.1976246493455571
1980,1.3013591241731763,351.5334513510806,457.4712643678161,1.3013591241731763
1981,1.4151841172701476,383.63338788870703,542.911877394636,1.4151841172701476
1982,1.3496881579119429,391.4626407027623,528.352490421456,1.3496881579119429
1983,1.1632852268772664,396.55165503189824,461.3026819923372,1.1632852268772664
1984,1.1995986419142066,405.9467584087645,486.9731800766284,1.1995986419142066
1985,1.0783256569654163,403.9894452052507,435.632183908046,1.0783256569654163
1986,0.8810650768344183,392.2455659841679,345.5938697318008,0.8810650768344183
1987,0.8930564160866318,402.4235946424397,359.38697318007667,0.8930564160866318
1988,0.8890182900750985,418.47356291125294,372.03065134099626,0.8890182900750985
1989,0.8077692211711831,439.2210828684993,354.7892720306514,0.8077692211711831
1990,0.7843418150864683,455.2710511373125,357.088122605364,0.7843418150864683
1991,0.7367885010216237,456.0539764187179,336.0153256704981,0.7367885010216237
1992,0.6797762144876226,458.7942149036373,311.87739463601537,0.6797762144876226
1993,0.5943257049985168,465.4490797955842,276.6283524904215,0.5943257049985168
1994,0.6470766852201066,471.32101940612574,304.9808429118774,0.6470766852201066
1995,0.59572317251333,488.1539129563444,290.8045977011494,0.59572317251333
1996,0.5648664253891731,499.8977921774273,282.37547892720306,0.5648664253891731
1997,0.5568716612624607,499.5063295367244,278.1609195402299,0.5568716612624607
1998,0.5137619920747939,486.9795250342361,250.19157088122608,0.5137619920747939
1999,0.5498124406379817,491.2856140819665,270.11494252873564,0.5498124406379817
2000,0.562021875297566,519.4709242125654,291.95402298850576,0.562021875297566
2001,0.5163568147514267,525.3428638231069,271.264367816092,0.5163568147514267
2002,0.4845194062649733,513.2075219613213,248.65900383141764,0.4845194062649733
2003,0.4018449839219994,540.6099068105146,217.24137931034485,0.4018449839219994
2004,0.37561891361187294,574.2756939109523,215.7088122605364,0.37561891361187294
2005,0.3252116778856315,616.162196466148,200.3831417624521,0.3252116778856315
2006,0.3321906312938399,644.7389692374496,214.176245210728,0.3321906312938399
2007,0.31528489996825415,675.6645178529678,213.02681992337165,0.31528489996825415
2008,0.290629191069946,742.2131667724374,215.7088122605364,0.290629191069946
2009,0.300585965325223,676.8389057750761,203.44827586206893,0.300585965325223
2010,0.2617756367982809,723.0314973780019,189.27203065134103,0.2617756367982809
2011,0.22582659234656866,787.231370453255,177.77777777777777,0.22582659234656866
