,"S200F, US rows, Percent of GDP","S200B, US rows, Index (2002=100)","S200, US rows, Index",Composite final series
Year,S063-A,S063-B,S063-C,S063
1960,-0.6064072263096522,188.38439693916692,,-0.6064072263096522
1961,-0.5845610401967316,184.85507654303447,2.611302366835192,-0.5845610401967316
1962,-0.4669642461404871,183.53084209141235,0.3044543969368189,-0.4669642461404871
1963,-0.4735197743308784,174.5415305826755,1.259694316954075,-0.4735197743308784
1964,-0.6072988107294374,169.9838389109758,3.251943565611724,-0.6072988107294374
1965,-0.8698601010088203,167.2648775519164,0.4639715753775599,-0.8698601010088203
1966,-0.5797899766258224,166.6213630963596,-1.1824767555101925,-0.5797899766258224
1967,-0.534320578077407,168.06458008834633,-0.2766685918868536,-0.534320578077407
1968,-0.0523657222920906,174.4339360257947,0.1852425217013652,-0.0523657222920906
1969,0.4087448475644448,172.05050030188454,1.0472558077019078,0.4087448475644448
1970,-0.4095944014713298,169.29672848268598,2.599232731783266,-0.4095944014713298
1971,-1.0670842951592758,161.2842108190799,-0.0274164950524429,-1.0670842951592758
1972,-0.9242223829629264,144.5873269765595,-1.057539520061434,-0.9242223829629264
1973,-0.1861179216307676,122.4028336345354,-1.952157787252797,-0.1861179216307676
1974,-0.1444403203171206,120.1531499450135,0.6295842795716821,-0.1444403203171206
1975,-0.9979354813818572,121.69872893749192,-4.099302022544714,-0.9979354813818572
1976,-1.8842045661326647,125.96782209046556,2.6026815709160207,-1.8842045661326647
1977,-1.4068650709311183,122.50899809297115,0.2997382398804544,-1.4068650709311183
1978,0.3891608038309083,110.02205334616666,-2.5519791244882546,0.3891608038309083
1979,1.0596284762207897,105.42612365446476,-3.510551847309162,1.0596284762207897
1980,0.8793048574231902,104.91873105032674,-0.9158815888360866,0.8793048574231902
1981,1.5909140126111092,122.63753012108164,3.076547925466393,1.5909140126111092
1982,0.2597135726834277,137.1337152064278,5.3572798151148735,0.2597135726834277
1983,-0.3566554502976632,142.21539196419292,3.6264144030459726,-0.3566554502976632
1984,0.4684529738591468,150.7851808112382,3.5623512862748545,0.4684529738591468
1985,-0.4345223819912681,151.64839891399745,3.052022653492781,-0.4345223819912681
1986,-0.5434656364153299,118.99470913464044,-0.0700305668656789,-0.5434656364153299
1987,-0.0670239272556819,99.16822696183355,-3.2237788180445746,-0.0670239272556819
1988,0.4127684369864861,93.78014043514744,-1.0281562770743031,0.4127684369864861
1989,0.2255492682483876,100.19181511485202,-0.6772824776947067,0.2255492682483876
1990,-1.1856756635130574,92.2875039003724,-2.5626175989525946,-1.1856756635130574
1991,-2.134313800304556,93.56926985420964,-0.5596489318448608,-2.134313800304556
1992,-2.755671938545288,89.51297559978933,-2.726104126545833,-2.755671938545288
1993,-1.8599219899136368,94.81890206484464,-2.480189805610981,-1.8599219899136368
1994,-0.8967041499514661,92.11064663476084,-0.7848502667725044,-0.8967041499514661
1995,-0.0186211680123953,82.98236681177458,-0.2535293639789702,-0.0186211680123953
1996,0.4891324531357383,85.03294589111988,-1.7861124534226525,0.4891324531357383
1997,0.9322409462581344,93.69307680885316,2.211611391009045,0.9322409462581344
1998,1.058357744576355,95.3158289683217,3.217827157670131,1.058357744576355
1999,1.0873713029130354,94.73395711133404,0.0443343995748772,1.0873713029130354
2000,1.2227520834769,100.8829469887572,-0.3485710753894588,1.2227520834769
2001,-0.1365480138315756,106.093625465436,-0.2444314120250971,-0.1365480138315756
2002,-0.8353345765818871,99.99999999999994,1.0187372426388708,-0.8353345765818871
2003,-0.7939140770040748,85.54555742727158,-5.346812321561091,-0.7939140770040748
2004,-0.631761142941689,77.98584395454506,-4.248127058612471,-0.631761142941689
2005,0.5825128134793943,79.0888640583566,-2.9575753228706363,0.5825128134793943
2006,1.211844568066943,79.05204377927889,0.6785905179799864,1.211844568066943
2007,0.8397513385013162,71.76219942987257,-1.4570466795211072,0.8397513385013162
2008,-0.5333396164751679,69.21180474762886,-3.969008220513261,-0.5333396164751679
2009,-0.5767286712132335,73.30465549248166,4.720607617508601,-0.5767286712132335
