Year,Data sources available in Appendix 11.1.II,Data sources available in Appendix 11.1.II Calculated,Data sources available in Appendix 11.1.II Calculated,Data sources available in Appendix 11.1.II Calculated,Calculated
1966,,3170.94,3612.34,6783.280000000001,0.8778077368132567
1966,,,,15656.367306164038,
1966,,10004.7,10061.8,20066.5,0.9943250710608441
1966,,2453.4,3002.69,5456.09,0.8170673629312384
1966,,1505.31,1726.25,3231.56,0.8720115858073859
1966,,10982.4,11859.1,22841.5,0.9260736480845932
1966,,20157.0,18167.2,38324.2,1.1095270597560438
1966,,8038.4,8590.4,16628.8,0.9357422238778171
1966,,9776.39,9522.5,19298.89,1.0266621160409555
1966,,251.0,716.0,967.0,0.3505586592178771
1966,,7770.99,9539.5,17310.489999999998,0.8146118769327533
1966,,1563.52,2403.66,3967.18,0.6504746927602074
1966,,1253.5,3590.83,4844.33,0.34908363804468606
1966,,4266.4,4582.07,8848.47,0.9311075561918521
1966,,14770.0,16662.8,31432.8,0.8864056461098976
1966,,29379.0,27745.0,57124.0,1.0588934943233015
1967,,3478.05,3923.92,7401.97,0.886371281779445
1967,,,,15962.479335540558,
1967,,10999.8,10819.2,21819.0,1.0166925465838508
1967,,2538.38,3153.39,5691.77,0.8049686210712916
1967,,1512.73,1676.49,3189.2200000000003,0.902319727525962
1967,,11546.8,12443.2,23990.0,0.9279606532081779
1967,,21761.2,17545.5,39306.7,1.2402724345273717
1967,,8705.6,9828.8,18534.4,0.8857235878235391
1967,,10441.9,11662.8,22104.699999999997,0.8953167335459753
1967,,321.0,996.0,1317.0,0.32228915662650603
1967,,8361.05,9875.14,18236.19,0.8466766040785244
1967,,1737.54,2747.78,4485.32,0.6323432006929229
1967,,1362.07,3441.12,4803.19,0.39582170921095455
1967,,4527.56,4700.95,9228.51,0.9631159659217818
1967,,14493.2,17800.4,32293.600000000002,0.8142064223275881
1967,,30934.0,28753.0,59687.0,1.0758529544743156
1968,,3526.21,4365.98,7892.19,0.8076560130829734
1968,,,,19275.241195887484,
1968,,13171.3,12280.2,25451.5,1.0725639647562741
1968,,2639.87,3236.27,5876.139999999999,0.8157137692466945
1968,,1635.49,1592.15,3227.6400000000003,1.0272210532927173
1968,,12902.6,14018.5,26921.1,0.9203980454399544
1968,,24888.0,20295.0,45183.0,1.2263118994826312
1968,,10185.6,10284.8,20470.4,0.9903546981953952
1968,,12971.4,12987.5,25958.9,0.9987603464870067
1968,,457.0,1463.0,1920.0,0.31237183868762813
1968,,9535.36,10963.0,20498.36,0.8697765210252668
1968,,1937.74,2706.34,4644.08,0.716000206921525
1968,,1589.43,3505.14,5094.57,0.4534569232612678
1968,,4910.49,5125.64,10036.130000000001,0.9580247539819416
1968,,15460.8,18960.0,34420.8,0.8154430379746835
1968,,34063.0,35350.0,69413.0,0.9635926449787836
1969,,4220.27,4537.68,8757.95,0.9300501577898839
1969,,,,23554.584411410804,
1969,,14350.1,14018.8,28368.9,1.0236325505749424
1969,,3018.67,3813.07,6831.74,0.7916639348346608
1969,,1986.68,2025.49,4012.17,0.9808392043406781
1969,,15194.4,17370.5,32564.9,0.8747243890504015
1969,,28851.6,24875.7,53727.3,1.1598306781316705
1969,,11728.0,12470.4,24198.4,0.9404670259173724
1969,,15990.0,15023.1,31013.1,1.064360884238273
1969,,624.0,1824.0,2448.0,0.34210526315789475
1969,,11382.9,12983.1,24366.0,0.8767474640109064
1969,,2203.74,2941.54,5145.28,0.7491790014754176
1969,,1900.14,4233.0,6133.14,0.4488873139617293
1969,,5694.53,5909.48,11604.009999999998,0.9636262412259624
1969,,17644.8,19960.8,37605.6,0.8839725862690874
1969,,37332.0,38312.0,75644.0,0.9744205470870746
1970,,4769.52,5056.46,9825.98,0.9432527895009553
1970,,,,26949.83011541844,
1970,,16786.5,14286.0,31072.5,1.1750314993700126
1970,,3356.13,4407.2,7763.33,0.7615107097476856
1970,,2306.45,2637.64,4944.09,0.8744369967091794
1970,,18098.6,19131.1,37229.7,0.9460302857650632
1970,,34228.4,29947.3,64175.7,1.1429544566622034
1970,,13204.8,14974.4,28179.199999999997,0.8818249813014211
1970,,19317.5,18881.4,38198.9,1.0230968042623958
1970,,836.0,1984.0,2820.0,0.4213709677419355
1970,,13355.0,15688.1,29043.1,0.8512821820360655
1970,,2456.86,3702.02,6158.88,0.6636538970616043
1970,,2388.43,4747.14,7135.57,0.5031303058262447
1970,,6794.62,7007.45,13802.07,0.9696280387302085
1970,,19430.4,21871.2,41301.600000000006,0.8884011851201581
1970,,43225.0,42428.0,85653.0,1.0187847647779769
1971,,5212.5,5227.76,10440.26,0.9970809677567447
1971,,,,29247.76535354215,
1971,,18373.6,16472.0,34845.6,1.1154443904808158
1971,,3680.09,4607.65,8287.74,0.7986913068483935
1971,,2366.53,2807.11,5173.64,0.8430485445885626
1971,,20810.6,21336.2,42146.8,0.9753658102192517
1971,,38844.6,34293.2,73137.79999999999,1.132720189425309
1971,,15104.6,15969.3,31073.9,0.9458523542046302
1971,,23995.3,19712.1,43707.399999999994,1.217287858726366
1971,,1067.0,2394.0,3461.0,0.44569757727652465
1971,,15773.2,17867.1,33640.3,0.8828069468464386
1971,,2554.78,4075.17,6629.950000000001,0.6269137238446495
1971,,2964.37,5009.49,7973.86,0.5917508568736538
1971,,7463.41,7066.83,14530.24,1.0561185142418879
1971,,22098.2,23858.3,45956.5,0.9262269315081125
1971,,43549.0,48342.0,91891.0,0.9008522609738944
1972,,6461.22,5028.01,11489.23,1.2850451769189004
1972,,,,33755.28593628942,
1972,,21185.3,20037.6,41222.899999999994,1.057277318640955
1972,,4432.21,5087.44,9519.65,0.8712063434654759
1972,,2913.34,3165.16,6078.5,0.9204400409457975
1972,,26448.8,26999.3,53448.1,0.9796105824965833
1972,,46736.5,40378.4,87114.9,1.1574629009569473
1972,,18608.7,19318.8,37927.5,0.9632430585750669
1972,,29088.3,23862.8,52951.1,1.2189810080962837
1972,,1625.0,2522.0,4147.0,0.6443298969072165
1972,,19153.7,20667.0,39820.7,0.9267769874679441
1972,,3283.07,4372.81,7655.880000000001,0.7507918249363681
1972,,3816.64,6829.33,10645.97,0.5588600931570153
1972,,8768.95,8109.72,16878.670000000002,1.08128887310536
1972,,23984.7,27660.7,51645.4,0.8671038693886995
1972,,49199.0,58862.0,108061.0,0.8358363630185859
1973,,9559.1,7392.74,16951.84,1.2930388462193991
1973,,,,43228.47756577456,
1973,,26436.9,24713.3,51150.2,1.0697438221524442
1973,,6248.34,7801.84,14050.18,0.8008803051587831
1973,,3837.49,4341.24,8178.73,0.8839617252213653
1973,,36668.7,37737.5,74406.2,0.9716780390857899
1973,,67563.3,54890.7,122454.0,1.2308697101694823
1973,,22226.4,27797.8,50024.2,0.7995740670124974
1973,,37016.7,38388.9,75405.6,0.9642552925455014
1973,,3221.0,4240.0,7461.0,0.7596698113207547
1973,,27351.9,28743.7,56095.600000000006,0.9515789546926805
1973,,4725.29,6289.08,11014.369999999999,0.7513483689188244
1973,,5197.58,9667.04,14864.62,0.5376599248580743
1973,,12200.7,10907.3,23108.0,1.1185811337361218
1973,,29637.3,38528.1,68165.4,0.7692385557554097
1973,,70823.0,73572.0,144395.0,0.9626352416680258
1974,,11015.9,11981.6,22997.5,0.9194014155037724
1974,,,,58440.34195247242,
1974,,34507.6,34248.4,68756.0,1.007568236764345
1974,,7719.01,9926.53,17645.54,0.7776141310206084
1974,,5489.7,6813.11,12302.81,0.8057553745646262
1974,,46259.3,52918.1,99177.4,0.8741678178165884
1974,,89368.4,69661.3,159029.7,1.2828988261775187
1974,,30464.7,41089.3,71554.0,0.741426600112438
1974,,55468.8,61948.0,117416.8,0.8954090527539227
1974,,4462.0,6852.0,11314.0,0.6511967308814944
1974,,37423.1,38948.6,76371.7,0.96083299528096
1974,,6281.94,8420.48,14702.419999999998,0.7460311051151478
1974,,7090.98,15427.6,22518.58,0.4596294951904379
1974,,15939.4,16682.5,32621.9,0.9554563164993256
1974,,38196.6,54190.3,92386.9,0.7048604639575716
1974,,99437.0,110478.0,209915.0,0.9000615507159796
1975,,11948.4,10696.9,22645.3,1.1169965130084416
1975,,,,57334.17255417791,
1975,,34074.2,36106.5,70180.7,0.94371373575395
1975,,8712.25,10368.3,19080.55,0.8402775768448059
1975,,5502.24,7628.43,13130.67,0.7212807877898859
1975,,53099.7,53946.7,107046.4,0.9842993176598384
1975,,90175.6,74930.5,165106.1,1.2034565363903884
1975,,34987.7,38525.5,73513.2,0.9081699134339593
1975,,55819.1,57860.3,113679.4,0.9647219250505095
1975,,4945.0,7274.0,12219.0,0.6798185317569425
1975,,39887.9,40897.0,80784.9,0.9753258185196959
1975,,7231.5,9704.54,16936.04,0.74516669517566
1975,,7690.49,16264.6,23955.09,0.4728360980288479
1975,,17383.5,17450.3,34833.8,0.9961719855819098
1975,,43422.9,53340.9,96763.8,0.8140638796870694
1975,,108856.0,105881.0,214737.0,1.0280975812468716
1976,,13193.3,12232.4,25425.699999999997,1.0785536771197801
1976,,,,73060.45359720386,
1976,,40598.4,40242.9,80841.3,1.0088338564069688
1976,,9115.16,12426.6,21541.760000000002,0.7335200296138927
1976,,6341.8,7391.79,13733.59,0.8579518628099554
1976,,56874.1,64081.7,120955.79999999999,0.8875248315821834
1976,,102162.0,88421.0,190583.0,1.155404259169202
1976,,37264.9,43904.6,81169.5,0.8487698327737868
1976,,67303.7,64894.5,132198.2,1.0371248719074806
1976,,7716.0,8774.0,16490.0,0.879416457715979
1976,,46153.3,46734.4,92887.70000000001,0.9875659043445514
1976,,7950.69,11120.7,19071.39,0.7149451023766489
1976,,8730.29,17474.4,26204.690000000002,0.4996045643913382
1976,,18434.9,19627.6,38062.5,0.9392335282968882
1976,,45355.5,55743.6,101099.1,0.8136449744903451
1976,,116794.0,132497.0,249291.0,0.8814841090741677
1977,,13367.2,13511.3,26878.5,0.9893348530489295
1977,,,,81735.6230179194,
1977,,43544.8,42082.9,85627.70000000001,1.0347385755259262
1977,,10065.1,13265.1,23330.2,0.7587654823559566
1977,,7664.81,7607.63,15272.44,1.007516138403156
1977,,65129.7,70636.7,135766.4,0.9220376942863978
1977,,118072.0,101458.0,219530.0,1.163752488714542
1977,,45305.2,48091.6,93396.79999999999,0.9420605677498772
1977,,81083.3,71339.5,152422.8,1.1365835196490024
1977,,10048.0,10811.0,20859.0,0.929423735084636
1977,,50109.8,52902.8,103012.6,0.9472050628700183
1977,,8879.95,12882.7,21762.65,0.68929261723086
1977,,10223.4,17835.8,28059.199999999997,0.5731954832415703
1977,,19082.2,20137.0,39219.2,0.947618811143666
1977,,55859.9,63191.3,119051.20000000001,0.8839808644544422
1977,,123182.0,160411.0,283593.0,0.7679149185529671
1978,,14415.5,15566.7,29982.2,0.9260472675647375
1978,,,,88048.6897981859,
1978,,48431.5,46277.6,94709.1,1.046543035939634
1978,,11883.4,14808.4,26691.8,0.8024769725291051
1978,,8570.12,7866.29,16436.41,1.0894741994002257
1978,,79370.7,81788.3,161159.0,0.9704407598641859
1978,,142453.0,121754.0,264207.0,1.1700067348916667
1978,,56090.0,56495.9,112585.9,0.992815407843755
1978,,98211.0,79922.4,178133.4,1.2288294645806432
1978,,12722.0,14972.0,27694.0,0.8497194763558643
1978,,57590.0,61313.7,118903.7,0.939268059177639
1978,,10882.1,11497.2,22379.300000000003,0.9465000173955398
1978,,13114.0,18711.6,31825.6,0.7008486714123859
1978,,21789.7,20588.8,42378.5,1.0583278287224123
1978,,67886.6,75813.0,143699.6,0.8954480102357116
1978,,145847.0,186046.0,331893.0,0.7839297808068972
1979,,18663.4,18190.5,36853.9,1.0259970863912482
1979,,,,102737.27859614507,
1979,,58293.9,56641.9,114935.8,1.0291656882978855
1979,,14696.0,18401.4,33097.4,0.798634886476029
1979,,11172.4,11398.1,22570.5,0.9801984541283195
1979,,100692.0,107009.0,207701.0,0.9409675821659861
1979,,171804.0,159646.0,331450.0,1.0761559951392456
1979,,72233.4,77894.6,150128.0,0.9273223047554001
1979,,102299.0,109831.0,212130.0,0.9314219118463821
1979,,15057.0,20339.0,35396.0,0.7403018830817641
1979,,73537.4,77330.7,150868.09999999998,0.9509470365585724
1979,,13546.1,13706.3,27252.4,0.9883119441424747
1979,,18208.3,25438.1,43646.399999999994,0.7157885219414972
1979,,27602.1,28735.4,56337.5,0.9605608413315979
1979,,86396.9,99599.8,185996.7,0.8674404968684675
1979,,186363.0,222225.0,408588.0,0.8386230172122848
1980,,21944.3,22398.7,44343.0,0.9797131083500381
1980,,,,117363.13657541313,
1980,,67733.8,62544.2,130278.0,1.0829749201364796
1980,,16749.0,19340.2,36089.2,0.8660199997931769
1980,,14150.3,15634.6,29784.9,0.9050631292134113
1980,,116030.0,134889.0,250919.0,0.860188747785216
1980,,192860.0,188002.0,380862.0,1.0258401506366954
1980,,78104.1,100741.0,178845.1,0.7752960562233848
1980,,130441.0,141296.0,271737.0,0.9231754614426452
1980,,17512.0,22292.0,39804.0,0.7855732998385071
1980,,84947.5,88419.2,173366.7,0.9607359035141689
1980,,18542.6,16926.2,35468.8,1.0954969219316797
1980,,20720.1,34078.4,54798.5,0.6080127001267664
1980,,30905.5,33438.2,64343.7,0.9242572865764306
1980,,110144.0,115559.0,225703.0,0.953140819840947
1980,,225566.0,256985.0,482551.0,0.8777399459112399
1981,,21477.1,26214.7,47691.8,0.8192769705546887
1981,,,,126188.54870120004,
1981,,72726.1,70009.5,142735.6,1.038803305265714
1981,,16094.6,17579.8,33674.4,0.9155166725446251
1981,,14004.5,14191.7,28196.2,0.9868091912878654
1981,,106424.0,120953.0,227377.0,0.8798789612494109
1981,,176047.0,163941.0,339988.0,1.0738436388700814
1981,,77070.2,94261.4,171331.59999999998,0.8176220595068607
1981,,151495.0,142866.0,294361.0,1.0603992552461747
1981,,21268.0,26131.0,47399.0,0.8138992001836899
1981,,78596.6,75939.7,154536.3,1.034986969924822
1981,,18217.3,15650.1,33867.4,1.1640372904965464
1981,,20333.2,32150.4,52483.600000000006,0.6324400318503036
1981,,28657.8,28839.8,57497.6,0.9936892766246646
1981,,102916.0,102609.0,205525.0,1.0029919402781433
1981,,238715.0,273352.0,512067.0,0.8732879218004624
1982,,21359.8,26667.5,48027.3,0.8009674697665697
1982,,,,134945.48367375918,
1982,,71233.5,58128.0,129361.5,1.2254593311312965
1982,,15396.7,16691.7,32088.4,0.9224165303713822
1982,,13087.7,13401.1,26488.800000000003,0.976613860056264
1982,,96693.5,116509.0,213202.5,0.8299230102395523
1982,,176424.0,155323.0,331747.0,1.1358523850299054
1982,,73790.8,87332.4,161123.2,0.8449418543404281
1982,,138385.0,131499.0,269884.0,1.0523654172275074
1982,,21853.0,24251.0,46104.0,0.9011174796915591
1982,,75717.4,72316.1,148033.5,1.0470337863905823
1982,,17593.4,15477.4,33070.8,1.1367154690064223
1982,,20497.7,31465.3,51963.0,0.6514382510257332
1982,,26807.6,27585.1,54392.7,0.971814494056574
1982,,97125.2,99693.5,196818.7,0.9742380395913475
1982,,216442.0,254884.0,471326.0,0.849178449804617
1983,,20113.1,21457.6,41570.7,0.9373415479829991
1983,,,,143734.2629168753,
1983,,76748.7,64789.0,141537.7,1.1845946071092315
1983,,16053.3,16266.0,32319.3,0.9869236444116561
1983,,12518.0,12826.1,25344.1,0.9759786684962694
1983,,94943.1,106250.0,201193.1,0.8935821176470589
1983,,169417.0,152877.0,322294.0,1.1081915526861463
1983,,72877.5,79808.2,152685.7,0.9131580464162831
1983,,146965.0,126437.0,273402.0,1.162357537746071
1983,,24446.0,26192.0,50638.0,0.9333384239462431
1983,,73691.8,68237.2,141929.0,1.0799358707567135
1983,,17998.2,13497.2,31495.4,1.3334765729188276
1983,,19733.8,29192.6,48926.399999999994,0.6759863801100279
1983,,27446.0,26098.3,53544.3,1.0516393788101142
1983,,91950.9,100211.0,192161.9,0.9175729211364021
1983,,205639.0,269878.0,475517.0,0.7619702235825077
1984,,23111.3,25919.4,49030.7,0.8916603007785673
1984,,,,162615.64076640035,
1984,,90271.7,77788.6,168060.3,1.1604746710957645
1984,,15980.1,16612.6,32592.699999999997,0.9619264895320421
1984,,13471.5,12432.8,25904.3,1.0835451386654655
1984,,97566.1,104372.0,201938.1,0.934791898210248
1984,,171735.0,153022.0,324757.0,1.1222896054162146
1984,,74563.7,85162.2,159725.9,0.8755492460269932
1984,,169700.0,136176.0,305876.0,1.2461814122899777
1984,,29245.0,30631.0,59876.0,0.9547517221115863
1984,,75054.9,69253.5,144308.4,1.0837704953540253
1984,,18886.4,13884.5,32770.9,1.360250639201988
1984,,23564.5,28830.5,52395.0,0.8173462132117029
1984,,29378.0,26425.7,55803.7,1.1117207869611778
1984,,93881.5,104999.0,198880.5,0.8941180392194211
1984,,223976.0,346363.0,570339.0,0.6466510568392121
1985,,22603.6,25889.5,48493.1,0.8730798200042488
1985,,,,172425.59154279053,
1985,,90950.3,80639.8,171590.1,1.1278587000463791
1985,,17090.2,18245.3,35335.5,0.9366905449622643
1985,,13617.1,13231.7,26848.800000000003,1.029127020715403
1985,,101671.0,108337.0,210008.0,0.9384697748691583
1985,,183933.0,158488.0,342421.0,1.1605484326889102
1985,,76716.7,87692.3,164409.0,0.8748396381438278
1985,,177164.0,130488.0,307652.0,1.3577033903500706
1985,,30282.0,31136.0,61418.0,0.9725719424460432
1985,,77872.5,73122.8,150995.3,1.0649551165983797
1985,,19985.2,15555.7,35540.9,1.2847509273128177
1985,,24246.9,29963.3,54210.2,0.8092199457336142
1985,,30460.6,28547.5,59008.1,1.0670146247482266
1985,,101299.0,109643.0,210942.0,0.9238984704905921
1985,,218815.0,352463.0,571278.0,0.6208169368132258
1986,,22569.0,26104.0,48673.0,0.8645801409745633
1986,,,,167190.08220343842,
1986,,90329.2,85493.9,175823.09999999998,1.0565572514530277
1986,,21285.6,22878.4,44164.0,0.9303797468354429
1986,,16356.1,15339.0,31695.1,1.0663081035269575
1986,,124831.0,129402.0,254233.0,0.964675971005085
1986,,243326.0,190872.0,434198.0,1.274812439750199
1986,,97204.4,100673.0,197877.4,0.9655458762528185
1986,,210757.0,127553.0,338310.0,1.6523092361606548
1986,,34715.0,31585.0,66300.0,1.0990976729460187
1986,,80254.9,75473.8,155728.7,1.0633478107634702
1986,,18092.0,20300.8,38392.8,0.8911964060529635
1986,,27206.3,35056.7,62263.0,0.7760656308209273
1986,,37262.7,32692.8,69955.5,1.139783071501982
1986,,106993.0,126341.0,233334.0,0.8468588977449917
1986,,227158.0,382294.0,609452.0,0.5941971362354628
1987,,26621.5,29317.7,55939.2,0.9080350777857744
1987,,,,172462.10471015848,
1987,,98167.8,92593.1,190760.90000000002,1.0602064300687633
1987,,25675.4,25498.6,51174.0,1.006933714007828
1987,,20037.1,19633.8,39670.899999999994,1.020541107681651
1987,,148382.0,158477.0,306859.0,0.9362999047180348
1987,,294369.0,228441.0,522810.0,1.2885996821936518
1987,,116711.0,125661.0,242372.0,0.9287766291848704
1987,,231286.0,151033.0,382319.0,1.5313606960068329
1987,,47281.0,41020.0,88301.0,1.1526328620185275
1987,,93107.7,91494.0,184601.7,1.0176372221129255
1987,,21489.9,22639.4,44129.3,0.949225686193097
1987,,34192.3,49112.5,83304.8,0.6962036141511836
1987,,44505.6,40705.7,85211.29999999999,1.0933505626976074
1987,,130838.0,154338.0,285176.0,0.8477367854967668
1987,,254122.0,424443.0,678565.0,0.5987187914513845
1988,,33232.7,36095.0,69327.7,0.9207009281063858
1988,,,,186521.23044575483,
1988,,117105.0,112711.0,229816.0,1.038984659882354
1988,,28502.4,27032.9,55535.3,1.0543596876398758
1988,,21748.3,21130.1,42878.399999999994,1.0292568421351531
1988,,167790.0,178836.0,346626.0,0.93823391263504
1988,,323323.0,250467.0,573790.0,1.2908806349738688
1988,,127859.0,138551.0,266410.0,0.9228298604845869
1988,,264856.0,187378.0,452234.0,1.4134850409333006
1988,,60696.0,51811.0,112507.0,1.1714886800100366
1988,,103188.0,99444.3,202632.3,1.0376461999330278
1988,,22436.0,23220.1,45656.1,0.9662318422401283
1988,,40341.2,60502.2,100843.4,0.6667724479440417
1988,,49746.8,45626.8,95373.6,1.090297807428967
1988,,145364.0,189631.0,334995.0,0.7665624291386957
1988,,322427.0,459543.0,781970.0,0.7016253103626864
1989,,37125.3,44933.0,82058.3,0.8262368415195959
1989,,,,215026.16234513925,
1989,,121832.0,119792.0,241624.0,1.017029517830907
1989,,29564.3,27801.4,57365.7,1.063410475731438
1989,,23297.6,24436.0,47733.6,0.9534129972172204
1989,,179430.0,192949.0,372379.0,0.9299348532513773
1989,,341231.0,269702.0,610933.0,1.2652149409348095
1989,,140556.0,153011.0,293567.0,0.918600623484586
1989,,273932.0,209715.0,483647.0,1.3062108099086855
1989,,62377.0,61465.0,123842.0,1.01483771251932
1989,,107854.0,104253.0,212107.0,1.03454097244204
1989,,27108.2,23675.7,50783.9,1.144979873879125
1989,,43450.6,70945.4,114396.0,0.612451265339261
1989,,51546.5,48975.4,100521.9,1.0524977846020656
1989,,153431.0,199267.0,352698.0,0.7699769655788464
1989,,363812.0,492922.0,856734.0,0.7380721493461441
1990,,39752.4,41984.9,81737.3,0.946826120819628
1990,,,,222702.42727891007,
1990,,127629.0,123244.0,250873.0,1.0355798253870372
1990,,37037.2,33248.2,70285.4,1.113961056538399
1990,,26570.9,27001.1,53572.0,0.984067315776024
1990,,216591.0,234447.0,451038.0,0.9238377970287528
1990,,410104.0,346153.0,756257.0,1.1847477849390298
1990,,170486.0,181968.0,352454.0,0.936900993581289
1990,,287581.0,235368.0,522949.0,1.2218355936236023
1990,,65016.0,69844.0,134860.0,0.9308745203596587
1990,,131775.0,126475.0,258250.0,1.041905514923898
1990,,34048.6,27220.6,61269.2,1.250839437778741
1990,,55521.4,87554.2,143075.6,0.6341374828392013
1990,,57537.7,54244.6,111782.29999999999,1.0607083470059693
1990,,185107.0,224416.0,409523.0,0.8248386924283474
1990,,393592.0,516987.0,910579.0,0.7613189499929398
1991,,41853.6,41647.8,83501.4,1.0049414374828922
1991,,,,230290.3423191807,
1991,,127163.0,124782.0,251945.0,1.0190812777483933
1991,,37886.2,34057.2,71943.4,1.1124285026367406
1991,,23079.9,21808.7,44888.600000000006,1.0582886646154974
1991,,217096.0,231779.0,448875.0,0.9366508613808844
1991,,402843.0,389908.0,792751.0,1.0331744924443715
1991,,169473.0,182682.0,352155.0,0.9276940256839754
