Year,Data sources available in Appendix 11.1.II,Data sources available in Appendix 11.1.II Calculated,Data sources available in Appendix 11.1.II Calculated,Data sources available in Appendix 11.1.II Calculated,Calculated
,S201A,S201B,S201C,S201D,S201
1960,,2049.82,2662.24,4712.0599999999995,0.7699606346535249
1960,,,,8732.03418956725,
1960,,5818.3,6073.08,11891.380000000001,0.9580476463343147
1960,,1493.67,1806.97,3300.6400000000003,0.8266158264940757
1960,,988.75,1064.06,2052.81,0.9292239159445896
1960,,6866.43,6282.28,13148.71,1.0929837574893193
1960,,11415.5,10172.1,21587.6,1.1222363130523687
1960,,3656.9,4733.93,8390.83,0.7724871301434537
1960,,4054.72,4491.11,8545.83,0.9028324846196152
1960,,32.0,344.0,376.0,0.09302325581395349
1960,,4602.37,5361.05,9963.42,0.8584829464377314
1960,,880.74,1462.44,2343.1800000000003,0.6022400919012062
1960,,725.0,721.667,1446.667,1.0046184736173331
1960,,2566.3,2900.71,5467.01,0.8847144319838937
1960,,10609.2,13034.0,23643.2,0.8139634801288937
1960,,19626.0,16371.0,35997.0,1.1988271944291735
1961,,2362.53,2368.8,4731.33,0.9973530901722392
1961,,,,9100.877037634933,
1961,,6085.26,6062.19,12147.45,1.0038055554180916
1961,,1537.25,1873.28,3410.5299999999997,0.8206194482405194
1961,,1054.37,1153.75,2208.12,0.9138634886240519
1961,,7224.34,6682.52,13906.86,1.0810801913050765
1961,,12650.6,11011.3,23661.9,1.1488743381798698
1961,,4184.0,5220.8,9404.8,0.8014097456328532
1961,,4235.56,5810.28,10045.84,0.7289769167750952
1961,,41.0,316.0,357.0,0.12974683544303797
1961,,4957.24,6085.39,11042.630000000001,0.8146133608527966
1961,,931.28,1616.02,2547.3,0.5762799965346963
1961,,710.0,1091.67,1801.67,0.6503796934971191
1961,,2744.52,2928.55,5673.07,0.9371600280002048
1961,,11074.0,12728.8,23802.8,0.8699956005279367
1961,,20190.0,15938.0,36128.0,1.2667837871753043
1962,,2356.14,2539.71,4895.85,0.9277200940264833
1962,,,,9902.370990187066,
1962,,6212.63,6220.22,12432.85,0.9987797859239705
1962,,1668.85,2129.97,3798.8199999999997,0.7835086879157923
1962,,1103.75,1227.81,2331.56,0.8989583078815127
1962,,7411.09,7378.48,14789.57,1.0044196094588589
1962,,13244.0,12375.0,25619.0,1.0702222222222222
1962,,4667.2,6068.8,10736.0,0.7690482467703664
1962,,4916.11,5636.39,10552.5,0.8722089848289418
1962,,56.0,422.0,478.0,0.13270142180094788
1962,,5259.67,6398.34,11658.01,0.8220366532569385
1962,,971.88,1663.9,2635.78,0.5840976020193521
1962,,736.667,1570.0,2306.667,0.4692146496815287
1962,,2924.68,3122.63,6047.3099999999995,0.9366079234491438
1962,,11373.6,12958.4,24332.0,0.8777009507346587
1962,,20973.0,17781.0,38754.0,1.1795174624599292
1963,,2804.59,2776.03,5580.620000000001,1.0102880732556925
1963,,,,11083.96102927438,
1963,,6776.99,6444.69,13221.68,1.0515618284199861
1963,,1907.88,2128.52,4036.4,0.8963411196512131
1963,,1149.37,1208.12,2357.49,0.9513707247624408
1963,,8203.87,8744.27,16948.14,0.9381995295204746
1963,,14577.5,13069.5,27647.0,1.1153831439611308
1963,,5056.0,7588.8,12644.8,0.6662449926207041
1963,,5452.22,6735.83,12188.05,0.8094355112881412
1963,,87.0,560.0,647.0,0.15535714285714286
1963,,5706.08,7116.85,12822.93,0.8017704461945945
1963,,1072.96,1821.82,2894.7799999999997,0.5889495120264352
1963,,735.333,1954.5,2689.833,0.3762256331542594
1963,,3202.65,3392.86,6595.51,0.9439381524731347
1963,,12258.4,13969.2,26227.6,0.8775305672479454
1963,,22427.0,18621.0,41048.0,1.2043928897481337
1964,,3053.12,3318.34,6371.46,0.9200744950788646
1964,,,,12808.459966767066,
1964,,8037.05,7402.15,15439.2,1.0857723769445364
1964,,2106.95,2617.0,4723.95,0.8051012609858617
1964,,1290.94,1505.0,2795.94,0.8577674418604652
1964,,9105.62,10101.0,19206.620000000003,0.9014572814572815
1964,,16229.7,14709.7,30939.4,1.1033331747078459
1964,,5961.6,7254.4,13216.0,0.8217909131010146
1964,,6673.06,7937.5,14610.560000000001,0.8407004724409449
1964,,118.0,404.0,522.0,0.29207920792079206
1964,,6693.92,8414.09,15108.01,0.7955607795970806
1964,,1290.66,1983.66,3274.32,0.650645775989837
1964,,919.833,2255.33,3175.163,0.407848518842032
1964,,3675.47,3855.63,7531.1,0.953273524689869
1964,,12880.0,15965.6,28845.6,0.8067344791301297
1964,,25690.0,20306.0,45996.0,1.2651433073968286
1965,,3005.3,3762.42,6767.72,0.798767814332265
1965,,,,14238.578974562104,
1965,,8473.21,8621.63,17094.839999999997,0.9827851577949878
1965,,2319.77,2822.73,5142.5,0.8218178855221718
1965,,1426.56,1645.62,3072.18,0.8668829985051227
1965,,10176.1,10384.1,20560.2,0.9799693762579328
1965,,17912.5,17612.0,35524.5,1.0170622302975245
1965,,7198.4,7377.6,14576.0,0.9757102580785079
1965,,8451.11,8169.44,16620.55,1.0344784954660295
1965,,173.0,463.0,636.0,0.37365010799136067
1965,,7343.37,8925.14,16268.509999999998,0.822773648368541
1965,,1443.26,2210.18,3653.4399999999996,0.6530056375498828
1965,,935.167,3040.33,3975.497,0.30758733426963525
1965,,3970.84,4377.17,8348.01,0.9071706148036288
1965,,13809.6,16128.0,29937.6,0.8562500000000001
1965,,26699.0,23188.0,49887.0,1.1514145247541832
