Year,"BEA Current-Cost Corporate Net Stock; Source: FA Table 6.1, line 2: Bill-$","BEA Chain-Index Real Corporate Net Stock; Source: FA Table 6.2, line 2: 2005 = 100",BEA Constant-Cost Corporate Net Stock; Source: KNRIndex(t)*KNC(2005)/100: Bills-2005$,"Implicit Price Deflator, Net Corporate Capital Stock; Source: (KNCcorp/KNRcorp)*100","BEA Historical-Cost Corporate Net Stock; Source: FA Table 6.3, line 2: Bill-$","Current-Cost Corporate Depreciation; Source: FA Table 6.4, line 2: Bill-$",Correct Depreciation Rate; Source: DEPcorp/[(pKN/100)*KNR(-1)],"Historical-Cost Corporate Depreciation; Source: FA Table 6.6, line 2: Bill-$","Current-Cost Gross Investment; Source: FA Table 6.7, line 2: Bill-$","Chain-Type Quantity Index Gross Investment; Source: FA Table 6.8, line 2: Bill-$",Constant-Cost Quantity Index Gross Investment; Source: (IGRcorpindexbea(t)/100)*IGCcorpbea(2005): Bills-2005$,"Implicit Price Deflator, Gross Investment; Source: (IGCcorpbea/IGRcorpbea)*100",Current-cost approximation using Ch 6 eq. 6.57; Source: KNC' = IGC + (1-d)*(pKN/pKN(-1))*KNC'(-1),Constant-cost approximation using Ch 6 eq. 6.58; Source: KNR' = (IGC*100/pKN) + (1-d)*KNR'(-1),"Historical-cost approximation using Ch 6 eq. 6.59; Source: KNH = INH + KNH(-1)                                                                              where INH = IGC - DEPH, DEPH = hist cost deprec",Whelan-Liu Depreciation Rate; Source: Depcorp/KNCcorpbea(-1),Relative Current-Cost Approximation; Source: KNCcorp'/KNCcorp,Relative Constant-Cost Approximation; Source: KNRcorp'/KNRcorp,Relative Historical-Cost Approximation; Source: KNHcorp'/KNhcorp,"BEA FA T6.1 line 2: Corp current-cost net stock, post-2011","BEA FA T6.2 line 2: Corp chain index net stock, post-2011","Implicit price deflator net capital stock, BEA-derived post-2011","BEA FA T6.3 line 2: Corp historical-cost net stock, post-2011","BEA FA T6.4 line 2: Corp current-cost depreciation, post-2011","Correct depreciation rate, BEA-derived post-2011","BEA FA T6.7 line 2: Corp gross investment, post-2011","BEA FA T6.8 line 2: Corp chain-type investment index, post-2011",Spliced Shaikh KNCcorp (1925-2011) + BEA (post-2011),Spliced Shaikh KNR index (1925-2011) + BEA (post-2011),Spliced Shaikh DEPcorp (1925-2011) + BEA (post-2011),Spliced Shaikh IGCcorp (1925-2011) + BEA (post-2011)
,S209A,S209B,S209C,S209D,S209E,S209F,S209G,S209H,S209I,S209J,S209K,S209L,S209M,S209N,S209O,S209P,S209Q,S209R,S209S,S209A_EXT,S209B_EXT,S209D_EXT,S209E_EXT,S209F_EXT,S209G_EXT,S209I_EXT,S209J_EXT,S209A_COMBINED,S209B_COMBINED,S209F_COMBINED,S209I_COMBINED
1977,1829.9,43.089,4639.952786999999,39.437901289145174,1030.7,118.1,0.06676885826192325,81.2,177.4,24.452,260.46270400000003,68.10955936324764,1811.6150211170527,4593.588811521466,1031.8999999999999,0.07184572332400535,0.9900076622312982,0.9900076622312981,1.0011642573008632,,,,,,,,,1829.9,43.089,118.1,177.4
1978,2081.5,44.985,4844.119755,42.969623074481575,1156.7,134.4,0.06740997454073726,92.3,218.2,28.338,301.856376,72.28603314312632,2058.990768098445,4791.735697866106,1157.8,0.07344663642822012,0.9891860524133774,0.9891860524133773,1.0009509812397337,,,,,,,,,2081.5,44.985,134.4,218.2
1979,2399.7,47.115,5073.484545,47.29885306076161,1310.3,155.3,0.06778068832462011,105.8,259.5,31.235,332.71522000000004,77.99462855952306,2372.3154328539517,5015.587650310252,1311.5,0.074609656497718,0.9885883372313006,0.9885883372313006,1.000915820804396,,,,,,,,,2399.7,47.115,155.3,259.5
1980,2761.2,49.079,5284.973957,52.24623664119977,1474.4,180.0,0.0679064692468607,120.5,284.6,31.592,336.517984,84.5720031414428,2727.1098920262507,5219.725031593446,1475.6,0.07500937617202151,0.9876538794822001,0.9876538794822004,1.0008138903960933,,,,,,,,,2761.2,49.079,180.0,284.6
1981,3125.3,51.06,5498.29398,56.841267698094235,1662.3,208.3,0.06933981253995954,136.6,324.4,32.878,350.21645600000005,92.6284286310064,3085.6295752163214,5428.502389505604,1663.3999999999999,0.07543821526872375,0.9873066826276905,0.987306682627691,1.000661733742405,,,,,,,,,3125.3,51.06,208.3,324.4
1982,3318.6,52.574,5661.326042,58.61877544907526,1834.5,231.6,0.07185779004539665,154.8,327.1,31.439,334.888228,97.67437988295008,3280.5613982554005,5596.434543579593,1835.6999999999998,0.07410488593095062,0.9885377563597302,0.9885377563597305,1.000654129190515,,,,,,,,,3318.6,52.574,231.6,327.1
1983,3415.3,53.889,5802.929187000001,58.8547592076622,1987.1,240.7,0.07223976690206872,171.0,323.7,31.457,335.079964,96.60380648721807,3379.52703688241,5742.147419137579,1988.3999999999999,0.07253058518652444,0.9895256747232776,0.9895256747232781,1.0006542197171757,,,,,,,,,3415.3,53.889,240.7,323.7
1984,3618.4,55.932,6022.925555999999,60.077116450416256,2181.8,253.2,0.07262854619394823,188.9,383.6,37.465,399.07718000000006,96.12175770110433,3582.7686909099193,5963.616269544004,2183.1,0.0741369718619155,0.990152744558346,0.9901527445583465,1.0005958382986524,,,,,,,,,3618.4,55.932,253.2,383.6
1985,3819.3,58.089,6255.197786999999,61.05802134566461,2383.8,272.0,0.07396370918954163,210.6,412.5,40.149,427.66714800000005,96.45351576081312,3784.444548311834,6198.112000530046,2385.0,0.07517134645147026,0.9908738638786777,0.9908738638786782,1.0005033979360685,,,,,,,,,3819.3,58.089,272.0,412.5
1986,3989.7,59.785,6437.828154999999,61.97276323539892,2556.7,290.1,0.07483518238983018,229.4,402.3,38.793,413.22303600000004,97.35662461954323,3955.9887672421273,6383.4313022570905,2557.9,0.07595632707564214,0.9915504341785416,0.9915504341785418,1.0004693550279657,,,,,,,,,3989.7,59.785,290.1,402.3
1987,4197.6,61.217,6592.030210999999,63.6768926361342,2712.7,306.7,0.0748156638697981,247.3,403.3,38.662,411.82762399999996,97.92932200196461,4163.96217867707,6539.204421407622,2713.9,0.07687294784068978,0.9919864157321017,0.9919864157321021,1.0004423636966862,,,,,,,,,4197.6,61.217,306.7,403.3
1988,4462.9,62.708,6752.585563999999,66.09172083346888,2881.4,329.1,0.07553733063015103,264.5,433.2,40.552,431.959904,100.28708590508437,4428.610001509143,6700.703122359155,2882.6,0.0784019439679817,0.992316655427893,0.9923166554278935,1.0004164642187825,,,,,,,,,4462.9,62.708,329.1,433.2
1989,4728.2,64.332,6927.462755999999,68.25298332935563,3067.8,351.1,0.07617967129600635,283.3,471.5,43.32,461.44464000000005,102.17910430165576,4696.527407332671,6881.058055249425,3070.7999999999997,0.07867081942234871,0.993301342441663,0.9933013424416635,1.000977899471934,,,,,,,,,4728.2,64.332,351.1,471.5
1990,4993.1,66.06,7113.538979999999,70.19150403249778,3267.3,373.4,0.07679192697226031,302.6,502.1,45.39,483.49428000000006,103.8481778936454,4961.119421061194,7067.977085608909,3270.2999999999997,0.07897297068651918,0.993595045374856,0.9935950453748564,1.0009181893306398,,,,,,,,,4993.1,66.06,373.4,502.1
1991,5105.1,67.245,7241.143335,70.50129743081519,3430.2,392.4,0.07824312248098113,319.5,482.4,43.07,458.78164000000004,105.1480612868466,5075.528851661904,7199.1992156494125,3433.2,0.0785884520638481,0.9942075280918892,0.9942075280918897,1.0008745845723281,,,,,,,,,5105.1,67.245,392.4,482.4
1992,5275.6,68.413,7366.917078999999,71.61204535664628,3587.9,402.3,0.07758125670905056,334.8,495.3,44.665,475.77158000000003,104.1045789241972,5250.82411907481,7332.319713707893,3593.7,0.07880354939178469,0.995303684713551,0.9953036847135516,1.0016165444967808,,,,,,,,,5275.6,68.413,402.3,495.3
1993,5523.9,69.996,7537.379267999999,73.28674601066925,3777.9,420.4,0.07786664927654828,354.2,545.4,49.201,524.089052,104.06628375820375,5500.592856221755,7505.57659555654,3784.8999999999996,0.07968761846993706,0.995780672391201,0.9957806723912014,1.001852881230313,,,,,,,,,5523.9,69.996,420.4,545.4
1994,5823.9,71.864,7738.531112000001,75.25846850921079,3995.7,445.2,0.07848368943892703,379.1,600.7,54.004,575.2506079999999,104.42405303811519,5805.960443253049,7714.693852084522,4006.4999999999995,0.08059523162982675,0.9969196660748036,0.996919666074804,1.0027029056235452,,,,,,,,,5823.9,71.864,445.2,600.7
1995,6154.2,74.257,7996.216531,76.96389881566103,4261.1,477.2,0.08012256462402471,408.8,674.8,60.449,643.902748,104.79843456111482,6136.599105605455,7973.347504527343,4272.499999999999,0.08193822009306478,0.9971400191097877,0.997140019109788,1.0026753655159464,,,,,,,,,6154.2,74.257,477.2,674.8
1996,6469.9,77.004,8292.021732,78.02560351514525,4553.3,506.3,0.0811495741093179,443.0,735.2,66.938,713.023576,103.11019505475652,6451.600519091945,8268.568557550025,4564.699999999999,0.08226901953137696,0.9971715975659509,0.9971715975659512,1.0025036786506487,,,,,,,,,6469.9,77.004,506.3,735.2
1997,6830.5,80.052,8620.239516,79.23793749955475,4871.0,541.2,0.08236907589261774,482.4,800.0,74.089,789.196028,101.36898458895945,6812.173917136629,8597.111600961232,4882.299999999999,0.0836488972008841,0.9973170217607246,0.9973170217607249,1.0023198521864092,,,,,,,,,6830.5,80.052,541.2,800.0
1998,7217.6,83.471,8988.407693,80.2989833852433,5215.3,578.6,0.08358898453701835,526.7,871.0,82.811,882.1027720000002,98.74132897521376,7197.345587275926,8963.183945612192,5226.599999999999,0.0847082936827465,0.9971937468515747,0.9971937468515752,1.0021667018196458,,,,,,,,,7217.6,83.471,578.6,871.0
1999,7641.6,87.15,9384.57345,81.42724909889219,5585.3,624.9,0.0853803633859176,575.3,946.3,91.39,973.4862800000001,97.20732787317762,7621.627746178,9360.045722435802,5597.599999999999,0.08658002660164042,0.9973863780069618,0.9973863780069623,1.0022022093710274,,,,,,,,,7641.6,87.15,624.9,946.3
2000,8175.4,91.139,9814.120936999998,83.30241753164165,5995.7,682.1,0.08725210362346572,627.4,1037.8,100.294,1068.331688,97.14211528657755,8154.6271204174855,9789.18423024161,6007.999999999999,0.08926141122278057,0.9974590993000325,0.9974590993000326,1.0020514702203245,,,,,,,,,8175.4,91.139,682.1,1037.8
2001,8595.6,93.913,10112.833579,84.99694900398005,6306.5,725.1,0.08692469247715641,668.7,991.7,96.265,1025.41478,96.71208367018076,8588.950335181662,10105.01016310536,6330.999999999999,0.0886929079922695,0.999226387358842,0.9992263873588422,1.0038848806786647,,,,,,,,,8595.6,93.913,725.1,991.7
2002,8907.7,95.374,10270.158442,86.73381282582554,6499.8,749.3,0.08542685809680388,691.8,885.1,86.285,919.1078200000001,96.2999096232257,8900.840268850468,10262.249495159045,6524.299999999999,0.08717250686397691,0.9992299099487486,0.999229909948749,1.0037693467491307,,,,,,,,,8907.7,95.374,749.3,885.1
2003,9185.8,96.682,10411.007806,88.23161187820936,6684.5,768.3,0.08478704045285486,707.1,891.8,87.116,927.959632,96.10331842538598,9178.639804728598,10402.892579360732,6708.999999999999,0.086251220853868,0.9992205147868013,0.9992205147868018,1.003665195601765,,,,,,,,,9185.8,96.682,768.3,891.8
2004,9909.5,98.214,10575.978162,93.69818893542455,6906.9,803.1,0.0823276383047052,727.9,960.0,92.709,987.5362680000002,97.21161957365193,9904.847948333394,10571.013229679047,6941.099999999999,0.08742842212980906,0.9995305462771475,0.999530546277148,1.0049515701689615,,,,,,,,,9909.5,98.214,803.1,960.0
2005,10768.3,100.0,10768.3,100.0,7201.1,855.8,0.08091922911442184,754.4,1065.2,100.0,1065.2,100.0,10780.814988175061,10780.814988175065,7251.9,0.08636157222866946,1.0011622064926742,1.0011622064926744,1.0070544777881156,,,,,,,,,10768.3,100.0,855.8,1065.2
2006,11679.9,102.48,11035.353840000002,105.84073849688174,7605.3,918.4,0.08058085428813605,788.7,1193.0,108.115,1151.6409800000001,103.5913119382049,11684.026829024126,11039.252933187312,7656.2,0.0852873712656594,1.000353327427814,1.0003533274278145,1.006692701142624,,,,,,,,,11679.9,102.48,918.4,1193.0
2007,12317.8,105.241,11332.666602999998,108.69286489676857,8068.8,976.4,0.08140301148193364,831.9,1295.3,115.008,1225.065216,105.7331465364208,12317.435287381324,11332.331058786476,8119.599999999999,0.0835966061353265,0.9999703914157825,0.9999703914157827,1.0062958556414832,,,,,,,,,12317.8,105.241,976.4,1295.3
2008,13138.0,107.527,11578.829941,113.4656961622613,8508.3,1028.5,0.07998482548364527,868.3,1311.5,114.026,1214.6049520000001,107.97749489168886,13141.338779693097,11581.772486461781,8562.8,0.08349705304518665,1.0002541315035087,1.000254131503509,1.006405509913849,,,,,,,,,13138.0,107.527,1028.5,1311.5
2009,12701.7,107.696,11597.028368,109.52547149964857,8673.5,1030.4,0.08125050016128349,884.7,1049.8,92.515,985.4697800000001,106.52787343717426,12704.129066712618,11599.246177865925,8727.9,0.07842898462475263,1.000191239496494,1.0001912394964942,1.0062719778636076,,,,,,,,,12701.7,107.696,1030.4,1049.8
2010,12994.6,108.012,11631.056195999998,111.72330165912993,8848.6,1026.5,0.07922613555008734,888.7,1063.9,94.233,1003.7699160000001,105.99042500094215,12996.264490139092,11632.546028572411,8903.1,0.0808159537699678,1.0001280909100005,1.0001280909100005,1.0061591664218068,,,,,,,,,12994.6,108.012,1026.5,1063.9
2011,13530.8,108.992,11736.585536,115.2873632496994,9122.4,1061.9,0.07919226422224027,908.6,1182.4,102.621,1093.118892,108.16755694676989,13531.219575411427,11736.949474769699,9176.9,0.08171856001723793,1.0000310089138431,1.0000310089138431,1.005974305007454,,,,,,,,,13530.8,108.992,1061.9,1182.4
2012,,,,,,,,,1287.3885455294603,110.13644154365997,1173.1733753230662,109.735574690735,,,,,,,,15641.553,89.751,17427.7200254036,11015.445,1392.029,0.0920373606,1702.357,81.599,15641.553,89.751,1392.029,1702.357
2013,,,,,,,,,1345.1200659250103,113.79743613729325,1212.1702897344478,110.96791245557486,,,,,,,,16233.055,91.488,17743.3707152851,11495.888,1447.694,0.0925543646,1752.317,83.931,16233.055,91.488,1447.694,1752.317
2014,,,,,,,,,,,,,,,,,,,,17005.192,93.79,18131.1355155134,12095.57,1524.311,0.0939016716,1937.696,91.757,17005.192,93.79,1524.311,1937.696
2015,,,,,,,,,,,,,,,,,,,,17324.832,95.91,18063.6346574914,12660.015,1587.221,0.0933374348,1971.67,93.398,17324.832,95.91,1587.221,1971.67
2016,,,,,,,,,,,,,,,,,,,,17832.363,97.974,18201.1176434564,13188.533,1629.907,0.0940792384,2003.456,96.04,17832.363,97.974,1629.907,2003.456
2017,,,,,,,,,,,,,,,,,,,,18522.028,100.0,18522.028,13730.555,1709.313,0.0958545427,2101.896,100.0,18522.028,100.0,1709.313,2101.896
2018,,,,,,,,,,,,,,,,,,,,19387.389,102.555,18904.382038906,14375.106,1793.566,0.0968342128,2278.745,107.765,19387.389,102.555,1793.566,2278.745
2019,,,,,,,,,,,,,,,,,,,,20271.382,104.955,19314.3556762422,15008.331,1891.831,0.0975804942,2349.717,110.127,20271.382,104.955,1891.831,2349.717
2020,,,,,,,,,,,,,,,,,,,,20683.088,106.416,19436.0697639453,15469.482,1968.202,0.0970926403,2249.91,104.608,20683.088,106.416,1968.202,2249.91
2021,,,,,,,,,,,,,,,,,,,,22973.076,108.238,21224.5939503686,16051.391,2070.269,0.1000947731,2463.629,112.243,22973.076,108.238,2070.269,2463.629
2022,,,,,,,,,,,,,,,,,,,,25624.438,110.338,23223.5838967536,16846.557,2287.902,0.0995905816,2769.959,119.023,25624.438,110.338,2287.902,2769.959
2023,,,,,,,,,,,,,,,,,,,,26507.748,112.953,23467.9450745,17813.914,2447.353,0.0955085532,3057.004,128.041,26507.748,112.953,2447.353,3057.004
2024,,,,,,,,,,,,,,,,,,,,27370.152,115.52,23692.9986149585,18784.391,2583.318,0.0974552044,3196.161,132.072,27370.152,115.52,2583.318,3196.161
