year,value,subseries_id,source_id,units,industry
1987,0.07701013284937637,S705-A-Accom,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Accom
1987,0.0948495890855958,S705-A-All-Private,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,All Private
1987,0.11132510793576238,S705-A-Amusement,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Amusement
1987,0.1972344097595334,S705-A-Banks,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Banks
1987,0.09718018437098282,S705-A-Broadcast,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Broadcast.
1987,0.2012503003654874,S705-A-Chemicals,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Chemicals
1987,0.19731803465080916,S705-A-Electr-Equ,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Electr.Equ.
1987,0.14860899385139303,S705-A-Fab-Metal,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Fab.Metal.
1987,0.16490082540155265,S705-A-Food,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Food
1987,0.09265900414448038,S705-A-Food-serv,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Food.serv.
1987,0.3428911102615558,S705-A-Furniture,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Furniture
1987,0.4660108548168249,S705-A-Info-serv,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Info.serv.
1987,0.028630146538169438,S705-A-Insurance,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Insurance
1987,0.09909397452735463,S705-A-Mach,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Mach.
1987,0.06933029324570648,S705-A-Manuf-Misc,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Manuf.Misc.
1987,0.030127941714827144,S705-A-MiningexcOil,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,MiningexcOil
1987,0.23337519830777367,S705-A-Movies,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Movies
1987,0.06366321324150084,S705-A-Nonmettalic,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Nonmettalic
1987,0.008182916958347908,S705-A-Oil,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Oil
1987,0.017280294493276237,S705-A-Other-trans,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Other.trans.
1987,0.10155139607174829,S705-A-Paper,SHAIKH_2008_APPENDIX_7_2_ROP,rate_decimal,Paper
