year,value,subseries_id,source_id,units,month
1905,10.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1905,11.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1906,12.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1906,12.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1906,10.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1906,8.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1906,10.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1906,9.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1906,8.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1906,9.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1906,8.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1906,10.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1906,10.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1906,11.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1907,11.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1907,9.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1907,9.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1907,11.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1907,11.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1907,11.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1907,11.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1907,10.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1907,8.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1907,7.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1907,-7.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1907,-17.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1908,-18.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1908,-17.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1908,-16.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1908,-16.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1908,-18.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1908,-17.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1908,-15.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1908,-12.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1908,-11.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1908,-10.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1908,-8.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1908,-6.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1909,-3.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1909,-3.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1909,-3.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1909,-3.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1909,-1.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1909,-0.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1909,1.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1909,4.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1909,6.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1909,9.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1909,9.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1909,9.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1910,8.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1910,7.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1910,7.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1910,5.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1910,2.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1910,1.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1910,-1.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1910,-1.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1910,-2.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1910,-2.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1910,-4.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1910,-5.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1911,-5.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1911,-5.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1911,-4.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1911,-6.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1911,-7.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1911,-6.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1911,-7.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1911,-6.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1911,-5.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1911,-5.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1911,-4.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1911,-4.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1912,-2.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1912,0.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1912,1.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1912,3.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1912,3.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1912,2.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1912,4.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1912,5.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1912,5.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1912,8.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1912,8.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1912,8.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1913,9.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1913,8.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1913,4.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1913,7.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1913,6.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1913,5.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1913,5.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1913,3.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1913,3.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1913,3.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1913,-0.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1913,-3.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1914,-1.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1914,-0.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1914,0.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1914,-0.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1914,-3.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1914,-3.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1914,-2.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1914,-5.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1914,-7.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1914,-10.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1914,-13.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1914,-13.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1915,-11.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1915,-9.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1915,-8.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1915,-5.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1915,-4.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1915,-1.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1915,0.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1915,1.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1915,5.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1915,7.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1915,10.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1915,13.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1916,12.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1916,13.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1916,14.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1916,12.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1916,14.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1916,14.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1916,11.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1916,13.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1916,14.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1916,15.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1916,15.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1916,13.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1917,14.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1917,12.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1917,14.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1917,13.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1917,14.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1917,13.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1917,12.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1917,12.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1917,9.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1917,10.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1917,10.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1917,5.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1918,1.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1918,2.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1918,7.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1918,7.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1918,9.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1918,6.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1918,9.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1918,10.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1918,8.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1918,8.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1918,6.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1918,6.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1919,-0.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1919,-4.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1919,-8.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1919,-4.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1919,-6.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1919,-0.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1919,4.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1919,6.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1919,3.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1919,2.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1919,1.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1919,1.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1920,12.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1920,12.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1920,9.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1920,3.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1920,5.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1920,6.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1920,3.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1920,3.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1920,-0.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1920,-4.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1920,-12.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1920,-17.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1921,-23.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1921,-24.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1921,-26.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1921,-27.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1921,-24.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1921,-26.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1921,-26.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1921,-24.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1921,-23.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1921,-20.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1921,-20.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1921,-21.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1922,-18.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1922,-15.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1922,-11.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1922,-14.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1922,-10.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1922,-6.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1922,-6.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1922,-7.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1922,-3.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1922,1.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1922,5.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1922,8.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1923,7.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1923,8.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1923,11.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1923,14.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1923,13.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1923,13.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1923,11.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1923,9.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1923,6.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1923,5.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1923,3.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1923,2.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1924,5.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1924,7.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1924,4.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1924,-0.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1924,-7.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1924,-11.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1924,-12.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1924,-7.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1924,-2.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1924,-2.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1924,-0.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1924,3.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1925,7.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1925,6.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1925,5.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1925,3.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1925,3.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1925,3.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1925,4.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1925,3.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1925,1.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1925,4.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1925,7.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1925,9.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1926,5.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1926,4.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1926,5.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1926,6.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1926,4.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1926,6.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1926,6.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1926,8.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1926,8.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1926,8.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1926,7.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1926,4.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1927,3.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1927,4.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1927,6.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1927,4.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1927,4.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1927,2.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1927,1.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1927,1.3,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1927,-0.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1927,-2.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1927,-4.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1927,-3.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1928,1.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1928,1.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1928,1.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1928,1.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1928,1.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1928,1.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1928,1.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1928,2.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1928,4.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1928,6.6,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1928,8.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1928,8.8,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1929,10.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1929,9.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1929,8.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1929,11.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1929,12.0,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
1929,14.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,6
1929,13.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,7
1929,10.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,8
1929,10.2,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,9
1929,7.1,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,10
1929,-0.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,11
1929,-6.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,12
1930,-4.4,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,1
1930,-3.7,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,2
1930,-7.5,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,3
1930,-6.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,4
1930,-8.9,S206-A,AYRES_1939_T9_APP_A,percent_deviation_from_trend,5
