year,value,subseries_id,source_id,units,industry_index,x_tv_norm
1947,0.09634038411508712,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,1,0.09495046863945586
1947,0.0006909866760294302,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,2,0.0007274724976640023
1947,0.0015297201004997006,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,3,0.0016036252422893167
1947,0.008837460294509278,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,4,0.010508958183503371
1947,0.009376420343475602,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,5,0.005511269152235063
1947,0.0013900958962599166,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,6,0.0015194082751912633
1947,0.000326786009643602,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,7,0.00032372718804347646
1947,0.06089563382469445,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,8,0.06337676686440738
1947,0.0009102329914998388,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,9,0.0005222404817893627
1947,0.08831143443710518,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,10,0.0879630200571025
1947,0.00496199258762275,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,11,0.005201601417664229
1947,0.0235321452081826,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,12,0.025805104580651425
1947,0.0033853227345318157,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,13,0.0036375208937881338
1947,0.02467741467101218,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,14,0.028937470780329985
1947,0.002700057195534282,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,15,0.003054394533713065
1947,0.013499189634724428,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,16,0.014662743346393847
1947,0.0013791023345352932,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,17,0.0015204918066323294
1947,0.00457241775985834,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,18,0.005152673781139898
1947,0.0018479025683292279,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,19,0.002055045889121435
1947,0.01135399134954691,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,20,0.011356651529188362
1947,0.003762278476437025,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,21,0.0039150542874303315
1947,0.017609853233130992,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,22,0.01842407231075513
1947,0.010797033708549111,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,23,0.010116909140780218
1947,0.003278138427236307,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,24,0.0031476554019485123
1947,0.006277232117494609,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,25,0.006479869816493851
1947,0.0024304416955696464,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,26,0.00236188585606591
1947,0.02151605343469529,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,27,0.014467484786170583
1947,0.007508345291093791,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,28,0.008292397809643897
1947,0.0022606256628327757,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,29,0.0023656620941936326
1947,0.006377685350671657,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,30,0.0072665325795575825
1947,0.003231273245481067,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,31,0.003489704289321272
1947,0.008018172072267698,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,32,0.008180557730030142
1947,0.03652180239459732,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,33,0.03299282417476499
1947,0.012871598200660535,S902-P_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,34,0.013425583435203772
