year,value,subseries_id,source_id,units
2002,0.49,XS2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2002,1.45,XS2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2002,0.17,XS2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2002,46.39,XS2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2002,38.33,XS2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2003,0.49,XS2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2003,1.42,XS2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2003,0.18,XS2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2003,47.59,XS2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2003,38.91,XS2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2004,0.49,XS2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2004,1.35,XS2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2004,0.21,XS2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2004,51.34,XS2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2004,40.62,XS2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2005,0.49,XS2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2005,1.31,XS2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2005,0.24,XS2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2005,55.24,XS2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2005,42.27,XS2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2006,0.49,XS2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2006,1.3,XS2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2006,0.25,XS2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2006,58.03,XS2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2006,43.83,XS2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2007,0.49,XS2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
