year,value,subseries_id,source_id,units
1947,1.02,ES2001-circ-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.97,ES2001-circ-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.32,ES2001-circ-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.32,ES2001-circ-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.97,ES2001-circ-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,1.03,ES2001-circ-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.98,ES2001-circ-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,1.0,ES2001-circ-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.99,ES2001-circ-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,1.02,ES2001-fixed-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,1.04,ES2001-fixed-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.24,ES2001-fixed-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.29,ES2001-fixed-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,1.04,ES2001-fixed-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.99,ES2001-fixed-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.98,ES2001-fixed-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.98,ES2001-fixed-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1947,0.98,ES2001-fixed-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,1.02,ES2001-circ-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.96,ES2001-circ-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.32,ES2001-circ-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.3,ES2001-circ-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.96,ES2001-circ-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,1.0,ES2001-circ-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.98,ES2001-circ-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.98,ES2001-circ-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.98,ES2001-circ-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,1.03,ES2001-fixed-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,1.06,ES2001-fixed-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.18,ES2001-fixed-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.26,ES2001-fixed-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,1.04,ES2001-fixed-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.97,ES2001-fixed-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.96,ES2001-fixed-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.97,ES2001-fixed-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1958,0.99,ES2001-fixed-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,1.03,ES2001-circ-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.94,ES2001-circ-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.36,ES2001-circ-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.35,ES2001-circ-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.94,ES2001-circ-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,1.0,ES2001-circ-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.97,ES2001-circ-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.97,ES2001-circ-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.97,ES2001-circ-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,1.04,ES2001-fixed-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,1.07,ES2001-fixed-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.21,ES2001-fixed-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.28,ES2001-fixed-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,1.05,ES2001-fixed-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.97,ES2001-fixed-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.95,ES2001-fixed-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.97,ES2001-fixed-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1963,0.98,ES2001-fixed-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,1.04,ES2001-circ-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.94,ES2001-circ-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.4,ES2001-circ-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.39,ES2001-circ-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.94,ES2001-circ-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,1.0,ES2001-circ-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.97,ES2001-circ-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.97,ES2001-circ-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.97,ES2001-circ-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,1.04,ES2001-fixed-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,1.08,ES2001-fixed-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.23,ES2001-fixed-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.31,ES2001-fixed-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,1.05,ES2001-fixed-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.96,ES2001-fixed-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.94,ES2001-fixed-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.97,ES2001-fixed-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1967,0.99,ES2001-fixed-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,1.03,ES2001-circ-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.94,ES2001-circ-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.36,ES2001-circ-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.35,ES2001-circ-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.95,ES2001-circ-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,1.02,ES2001-circ-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.98,ES2001-circ-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.97,ES2001-circ-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.96,ES2001-circ-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,1.03,ES2001-fixed-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,1.06,ES2001-fixed-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.19,ES2001-fixed-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.28,ES2001-fixed-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,1.04,ES2001-fixed-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.97,ES2001-fixed-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.96,ES2001-fixed-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.97,ES2001-fixed-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1972,0.98,ES2001-fixed-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,1.02,ES2001-circ-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.96,ES2001-circ-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.23,ES2001-circ-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.22,ES2001-circ-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.96,ES2001-circ-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.99,ES2001-circ-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.98,ES2001-circ-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.98,ES2001-circ-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.99,ES2001-circ-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,1.03,ES2001-fixed-constant_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,1.0,ES2001-fixed-max_rate_profit_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.11,ES2001-fixed-r_obs,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.27,ES2001-fixed-r_obs_over_R,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.98,ES2001-fixed-rate_profit,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,1.0,ES2001-fixed-rate_surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.98,ES2001-fixed-surplus_value,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,0.96,ES2001-fixed-value_added,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
1998,1.01,ES2001-fixed-variable_capital,SHAIKH_2020_SRAFFA_PRICES_T1T2,dimensionless_ratio
