year,value,subseries_id,source_id,units,industry_index,x_tv_norm
1972,0.05766040103408737,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,1,0.0480389312817733
1972,0.0010809682275968245,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,2,0.0006957009492299529
1972,0.0015376865201351898,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,3,0.001283747044241875
1972,0.003597492098455664,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,4,0.0035402540703351835
1972,0.006494313655218739,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,5,0.00478776285331672
1972,0.0017675805523275781,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,6,0.0016069023967486343
1972,0.0005164513139757628,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,7,0.00037229871789084965
1972,0.08331014123391242,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,8,0.09501110288682882
1972,0.003125207723673493,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,9,0.0034389929600689177
1972,0.06556379455489347,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,10,0.0617257724985182
1972,0.0028975550638809518,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,11,0.0027108427195476803
1972,0.010959181668006255,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,12,0.010813116583259275
1972,0.003502556791185898,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,13,0.003486774289913737
1972,0.017113126066842885,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,14,0.019722066734587804
1972,0.0027752861775996785,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,15,0.0030262886901023895
1972,0.01239826975948317,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,16,0.012887067671533104
1972,0.0003223196620769305,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,17,0.00034722132496972446
1972,0.00422551529396395,S216-A,BEA_IO_1972_71IND_SHAIKH_APP9,normalized_dollars,18,0.004832188986088612
