year,value,subseries_id,source_id,units,country_key
1988,3.123,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H01
1988,3.432,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H02
1988,1.421,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H03
1988,1.631,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H04
1988,0.671,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H05
1988,0.549,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H06
1988,0.222,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H07
1988,0.216,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H08
1988,0.471,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H09
1988,0.219,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H10
1988,0.256,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H11
1988,0.491,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H12
1988,0.282,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H13
1988,0.474,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H14
1988,0.5,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H15
1988,0.2,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H16
1988,0.853,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H17
1988,0.652,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H18
1988,0.287,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H19
1988,0.186,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H20
1988,0.449,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H21
1988,0.24,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H22
1988,0.252,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H23
1988,0.425,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H24
1988,0.517,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H25
1988,0.087,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H26
1988,0.251,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H27
1988,0.035,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H28
1988,0.14,S1508-lambda,HARBERGER_1988_TABLE_12_11,rate_percent,H29
1988,2.546,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H01
1988,2.69,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H02
1988,1.23,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H03
1988,1.383,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H04
1988,0.499,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H05
1988,0.5,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H06
1988,0.281,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H07
1988,0.29,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H08
1988,0.421,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H09
1988,0.203,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H10
1988,0.228,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H11
1988,0.45,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H12
1988,0.36,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H13
1988,0.351,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H14
1988,0.583,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H15
1988,0.353,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H16
1988,0.928,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H17
1988,0.531,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H18
1988,0.092,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H19
1988,0.109,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H20
1988,0.056,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H21
1988,0.111,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H22
1988,0.114,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H23
1988,0.086,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H24
1988,0.083,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H25
1988,0.052,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H26
1988,0.075,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H27
1988,0.076,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H28
1988,0.053,S1508-pi,HARBERGER_1988_TABLE_12_11,rate_percent,H29
