year,value,subseries_id,source_id,units
1960,63.38545783130386,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1960,188.38439693916695,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1961,64.59657782146971,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1961,184.85507654303447,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1962,65.08253114692418,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1962,183.53084209141235,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1963,68.13779468478069,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1963,174.5415305826755,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1964,64.91874655153062,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1964,169.9838389109758,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1965,64.35971532552273,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1965,167.2648775519164,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1966,65.08974725150857,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1966,166.6213630963596,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1967,65.33823033291196,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1967,168.06458008834633,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1968,66.63682037342267,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1968,174.4339360257947,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1969,69.38501020179783,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1969,172.05050030188454,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1970,69.12700216602956,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1970,169.29672848268598,S1102-B,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
1971,68.42353882815718,S1102-A,BLS_ILC_REER_PPI_APPENDIX_11_1,index_2002=100
