year,value,subseries_id,source_id,units,country_key
2011,0.9553625074843379,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_1000
2011,0.7891478682294257,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_11000
2011,0.7530608121717347,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_13000
2011,0.7177555392355409,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_15000
2011,0.032331624409507875,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_150000
2011,0.6849617569593336,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_17000
2011,0.6537367758352741,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_19000
2011,0.583497461378615,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_22500
2011,0.521671787843234,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_27500
2011,0.9250804428746902,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_3000
2011,0.4217883522789809,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_35000
2011,0.34622974413470053,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_45000
2011,0.8943674234836512,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_5000
2011,0.21587790595929413,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_62500
2011,0.8613637633122158,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_7000
2011,0.13383634779718334,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_87500
2011,0.8243761653004081,S1702-A,IRS_SOI_2011_PUB1304_TABLE_1_4,cumulative_probability_from_above_dimensionless,USD_9000
