year,value,subseries_id,source_id,units,industry_index,x_tv_norm
1947,0.32250100970041107,S903-PWT-RGDPPERWORKER,SHAIKH_APPENDIX_9_PWT_BOOK2,PWT71_RGDPperworker_index_1947base,0,0.0
1947,1.088,S903-R-FIXED,SHAIKH_APPENDIX_9_PWT_BOOK2_TABLE_9_18,decimal_max_profit_rate,0,0.0
1947,0.32250100970041107,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,0,0.0
1947,0.31895349859370653,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,1,0.01
1947,0.3150834864773016,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,2,0.02
1947,0.3115359753705971,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,3,0.03
1947,0.30798846426389254,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,4,0.04
1947,0.3041184521474876,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,5,0.05
1947,0.30057094104078314,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,6,0.06
1947,0.2970234299340786,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,7,0.07
1947,0.29347591882737406,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,8,0.08
1947,0.2899284077206696,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,9,0.09
1947,0.28638089661396504,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,10,0.1
1947,0.2828333855072605,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,11,0.11
1947,0.27928587440055597,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,12,0.12
1947,0.27573836329385143,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,13,0.13
1947,0.27219085218714695,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,14,0.14
1947,0.2689658420901428,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,15,0.15
1947,0.2654183309834383,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,16,0.16
1947,0.26187081987673383,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,17,0.17
1947,0.2586458097797297,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,18,0.18
1947,0.2550982986730252,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,19,0.19
1947,0.25155078756632065,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,20,0.2
1947,0.24832577746931653,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,21,0.21
1947,0.244778266362612,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,22,0.22
1947,0.2415532562656079,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,23,0.23
1947,0.23800574515890335,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,24,0.24
1947,0.23478073506189925,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,25,0.25
1947,0.23155572496489513,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,26,0.26
1947,0.22833071486789103,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,27,0.27
1947,0.2247832037611865,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,28,0.28
1947,0.22155819366418242,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,29,0.29
1947,0.21833318356717832,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,30,0.3
1947,0.2151081734701742,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,31,0.31
1947,0.2118831633731701,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,32,0.32
1947,0.20865815327616596,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,33,0.33
1947,0.20543314317916186,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,34,0.34
1947,0.20220813308215774,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,35,0.35
1947,0.19898312298515364,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,36,0.36
1947,0.1957581128881495,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,37,0.37
1947,0.1925331027911454,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,38,0.38
1947,0.18930809269414128,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,39,0.39
1947,0.1864055836068376,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,40,0.4
1947,0.18318057350983347,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,41,0.41
1947,0.1799555634128294,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,42,0.42
1947,0.17705305432552568,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,43,0.43
1947,0.17382804422852158,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,44,0.44
1947,0.1709255351412179,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,45,0.45
1947,0.16770052504421376,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,46,0.46
1947,0.16479801595691007,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,47,0.47
1947,0.16157300585990594,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,48,0.48
1947,0.15867049677260225,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,49,0.49
1947,0.15576798768529854,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,50,0.5
1947,0.15254297758829444,S903-WRCURVE-47,SHAIKH_APPENDIX_9_PWT_BOOK2,real_wage_productivity_index_dimensionless,51,0.51
