year,value,subseries_id,source_id,units,industry
1987,-0.017839456236219436,S709-A-Accom,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Accom
1987,0.01647551885016657,S709-A-Amusement,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Amusement
1987,0.1023848206739376,S709-A-Banks,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Banks
1987,0.0023305952853870104,S709-A-Broadcast,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Broadcast
1987,0.1064007112798916,S709-A-Chemicals,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Chemicals
1987,0.10246844556521335,S709-A-Electr-Equ,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Electr.Equ.
1987,0.05375940476579723,S709-A-Fab-Metal,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Fab.Metal.
1987,0.07005123631595685,S709-A-Food,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Food
1987,-0.002190584941115431,S709-A-Food-serv,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Food.serv.
1987,0.24804152117595996,S709-A-Furniture,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Furniture
1987,0.3711612657312291,S709-A-Info-serv,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Info.serv.
1987,-0.06621944254742637,S709-A-Insurance,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Insurance
1987,0.004244385441758827,S709-A-Mach,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Mach.
1987,-0.025519295839889322,S709-A-Manuf-Misc,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Manuf.Misc.
1987,-0.06472164737076866,S709-A-MiningexcOil,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,MiningexcOil
1987,0.13852560922217788,S709-A-Movies,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Movies
1987,-0.031186375844094963,S709-A-Nonmettalic,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Nonmettalic
1987,-0.08666667212724789,S709-A-Oil,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Oil
1987,-0.07756929459231957,S709-A-Other-trans,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Other.trans.
1987,0.006701806986152484,S709-A-Paper,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Paper
1987,-0.035516717280409046,S709-A-Petroleum,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Petroleum
1987,0.08508007205809463,S709-A-Plastic,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Plastic
1987,-0.111381768002436,S709-A-Prim-Metal,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Prim.Metal.
1987,0.15377744949847033,S709-A-Printing,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Printing
1987,-0.006057818102700549,S709-A-Real,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Real
1987,0.4412218957553864,S709-A-Rental,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Rental
1987,-0.05905848333761543,S709-A-Text-Mills,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Text.Mills
1987,0.02091629920303678,S709-A-Truck-trans,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Truck.trans
1987,0.008102346655588052,S709-A-Warehouse,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Warehouse
1987,-0.05329898593695544,S709-A-Waste,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Waste
1987,0.08597176197919824,S709-A-Wood,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Wood
1988,-0.036584241341212825,S709-A-Accom,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Accom
1988,0.01883863106283616,S709-A-Amusement,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Amusement
1988,0.07141519689843454,S709-A-Banks,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Banks
1988,-0.003765935476447907,S709-A-Broadcast,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Broadcast
1988,0.13302867195238677,S709-A-Chemicals,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Chemicals
1988,0.1537857010510152,S709-A-Electr-Equ,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Electr.Equ.
1988,0.06108826608600931,S709-A-Fab-Metal,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Fab.Metal.
1988,0.07606070436903506,S709-A-Food,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Food
1988,-0.00033922268643121756,S709-A-Food-serv,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Food.serv.
1988,0.1657884560881422,S709-A-Furniture,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Furniture
1988,0.38341989280818867,S709-A-Info-serv,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Info.serv.
1988,0.042306125989753945,S709-A-Insurance,SHAIKH_2008_APPENDIX_7_2_ROP,rate_deviation_decimal,Insurance
