year,value,subseries_id,source_id,units,industry_index,x_tv_norm
1947,0.11025038065993764,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,1,0.09495046863945586
1947,0.0009799632869949386,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,2,0.0007274724976640023
1947,0.001663329564416666,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,3,0.0016036252422893167
1947,0.00909042801390897,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,4,0.010508958183503371
1947,0.010824575242103117,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,5,0.005511269152235063
1947,0.0015625177307112604,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,6,0.0015194082751912633
1947,0.0005985116957853236,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,7,0.00032372718804347646
1947,0.06338801688653288,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,8,0.06337676686440738
1947,0.0003724964061846812,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,9,0.0005222404817893627
1947,0.10811814407685914,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,10,0.0879630200571025
1947,0.009863052081090548,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,11,0.005201601417664229
1947,0.0256777891246879,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,12,0.025805104580651425
1947,0.004552473625288757,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,13,0.0036375208937881338
1947,0.027345340593041077,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,14,0.028937470780329985
1947,0.002687186346705905,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,15,0.003054394533713065
1947,0.013136593553667045,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,16,0.014662743346393847
1947,0.0013002045978011622,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,17,0.0015204918066323294
1947,0.0045749826642772955,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,18,0.005152673781139898
1947,0.0017266111830652787,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,19,0.002055045889121435
1947,0.011809193576188004,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,20,0.011356651529188362
1947,0.003953519100235899,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,21,0.0039150542874303315
1947,0.01597989025617827,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,22,0.01842407231075513
1947,0.011171690800650638,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,23,0.010116909140780218
1947,0.003550618975350347,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,24,0.0031476554019485123
1947,0.007534947369269666,S901-A_1947F,SHAIKH_APPENDIX_9_1947F,normalized_share,25,0.006479869816493851
