year,value,subseries_id,source_id,units,industry
1962,0.2609,S708-A-20-Food,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,20 Food
1962,-0.7997,S708-A-21-Beverages,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,21 Beverages
1962,0.1143,S708-A-22-Tobacco,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,22 Tobacco
1962,0.2428,S708-A-23-Textiles,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,23 Textiles
1962,5.0185,S708-A-24-Clothing---Footwear,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,24 Clothing & Footwear
1962,1.2321,S708-A-25-Wood---Cork,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,25 Wood & Cork
1962,1.7388,S708-A-26-Furniture,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,26 Furniture
1962,0.9863,S708-A-27-Paper,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,27 Paper
1962,0.8836,S708-A-28-Printing---Publishing,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,28 Printing & Publishing
1962,4.3532,S708-A-29-Leather,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,29 Leather
1962,-0.4264,S708-A-30-Rubber,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,30 Rubber
1962,-0.0131,S708-A-31-Chemicals,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,31 Chemicals
1962,0.7703,S708-A-32-Petroleum---Coal,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,32 Petroleum & Coal
1962,-0.3579,S708-A-33-Non-Metallic-Minerals,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,33 Non-Metallic Minerals
1962,-0.2361,S708-A-34-Basic-Metallic-Products,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,34 Basic Metallic Products
1962,-0.005,S708-A-35-Metallic-Products,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,35 Metallic Products
1962,2.1042,S708-A-36-Machines--Non-Electrical,TSOULFIDIS_TSALIKI_2011_FIG5,rate_deviation_decimal,36 Machines (Non-Electrical)
