Index,"Harberger defines Acute, Chronic and Control episodes of inflation Acute: Inflation Rates of 80% or ; Column: λ = gDC","Harberger defines Acute, Chronic and Control episodes of inflation Acute: Inflation Rates of 80% or ; Column: π = Inflation","Harberger defines Acute, Chronic and Control episodes of inflation Acute: Inflation Rates of 80% or ; Column: Inflation Time Period","Harberger defines Acute, Chronic and Control episodes of inflation Acute: Inflation Rates of 80% or ; Column: Credit Growth Time Period","Harberger defines Acute, Chronic and Control episodes of inflation Acute: Inflation Rates of 80% or ; Column: Inflationary Episode","Harberger defines Acute, Chronic and Control episodes of inflation Acute: Inflation Rates of 80% or ; Column: Country"
,FPR015_C1,FPR015_C2,FPR015_C3,FPR015_C4,FPR015_C5,FPR015_C6
1,1.4820192545691926,2.48195902412867,,,,
2,7.519997074170919,23.119084147127925,,,,
3,4.14821428796283,11.2800002271384,,,,
4,1.573871785224337,11.9023299866623,,1995.0,,
5,1.669978013157413,2.311494933696275,,,,
6,12.787931069056562,14.3072323132659,,,,
7,3.6193545943409147,10.267638470590441,,,,
8,1.0635779271697605,2.2091403878496068,,,,
9,2.1172656699958963,3.0763440920635476,,,,
10,-0.6208422171550774,1.1651130659456579,,,,
11,0.3708447045202426,2.35558815073606,,,,
12,0.9774364904119789,0.8573324159622574,,,,
13,3.659787574313816,6.3396696145095754,,,,
14,0.7255241310667702,1.01971683202507,,,,
15,0.9375441526712969,1.2340425531914898,,,,
16,4.980287097575664,3.669084086355211,,,,
17,0.15512582295322644,0.29047656117307197,,,,
18,0.3318624641833811,0.258662568918805,,,,
19,0.22559583310732106,0.45471494881020347,,,,
20,0.43365150677404873,0.278852086407532,,,,
21,0.19147451307348493,0.27608185172760796,,,,
22,1.4553204256970702,0.35287845759712455,,,,
23,0.35198924378950436,0.264066566074044,,,,
24,0.19934284473462915,0.470052083333333,,,,
25,0.235024810580797,0.251947123972847,,,,
26,0.5645891665812229,0.570317089119659,,,,
27,0.39296698479804015,0.25323739418117297,,,,
28,0.3485764268104833,0.4566659404402343,,,,
29,0.5612522547311137,0.3630680263179105,,,,
30,0.18321672532897726,0.27427785419532197,,,,
31,0.8508568672884884,0.6603325200672228,,,,
32,0.6432171178672282,0.5440018403651564,,,,
33,0.4477853865019149,0.43492180975284755,,,,
34,0.2620288357577158,0.3938868368542675,,,,
35,0.18097864847055156,0.25244434070238597,,,,
36,0.2797404509508821,0.22967745012855395,,,,
37,0.5375476788465188,0.5719306195892185,,,,
38,0.044051588764946054,0.46759556498227794,,,,
39,0.09640310531981729,0.02807980461184155,,,,
40,0.06480988235715437,0.021533065298459747,,,,
41,0.1463397782720324,0.042568948260830054,,,,
42,0.0691473891289208,0.02778881099777045,,,,
43,0.06563327642068752,0.023376275872172995,,,,
44,0.11062262836047286,0.01255988693931135,,,,
45,0.07677334854761972,0.03974213483017757,,,,
46,0.05988210049832729,0.02891938340717982,,,,
